"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","2","0.0-0.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","blur","1","2225","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","focus","1","5015","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","11152","0.0-1.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","","","[{""page_index"":0,""viewing_time"":11150}]","11150","","","","","","","","","","","","","",""
"","","","","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","fullscreenenter","2","12790","fullscreenenter","","","","","","","","","","","","","","","","",""
"","","","","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","fullscreenexit","2","13406","fullscreenexit","","","","","","","","","","","","","","","","",""
"fullscreen","2","13776","0.0-2.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","","","","","true","","","","","","","","","","","","",""
"image-keyboard-response","3","18968","0.0-3.0-0.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","fullscreenfail","","","5189","","","32","","","","","","","","","","",""
"instructions","4","45023","0.0-4.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","","","[{""page_index"":0,""viewing_time"":18114},{""page_index"":1,""viewing_time"":7680}]","25794","","","","","","","","","","","","","",""
"instructions","5","45887","0.0-5.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","","","[{""page_index"":0,""viewing_time"":863}]","863","","","","","","","","","","","","","",""
"image-keyboard-response","6","48712","0.0-6.0-1.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","2717","","trustrating_stim/white_00898_960530_fa_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","7","48919","0.0-6.0-2.0","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","8","51399","0.0-6.0-1.1","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","2370","","trustrating_stim/white_00340_940422_fa_edt.bmp","1","","","","","","","","","","",""
"image-keyboard-response","9","51607","0.0-6.0-2.1","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","10","53583","0.0-6.0-1.2","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","1867","","trustrating_stim/white_mw097.bmp","4","","","","","","","","","","",""
"image-keyboard-response","11","53791","0.0-6.0-2.2","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"image-keyboard-response","12","55663","0.0-6.0-1.3","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","1771","","trustrating_stim/white_mw063.bmp","5","","","","","","","","","","",""
"image-keyboard-response","13","55870","0.0-6.0-2.3","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","14","57904","0.0-6.0-1.4","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","1926","","trustrating_stim/white_mw033.bmp","7","","","","","","","","","","",""
"image-keyboard-response","15","58106","0.0-6.0-2.4","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"image-keyboard-response","16","59776","0.0-6.0-1.5","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","1561","","trustrating_stim/white_mw084.bmp","8","","","","","","","","","","",""
"image-keyboard-response","17","59984","0.0-6.0-2.5","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"image-keyboard-response","18","61207","0.0-6.0-1.6","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","rating","","","1114","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","19","61422","0.0-6.0-2.6","571144323d47e800096358d9","bdp_trlrn","Tue Mar 14 2023 00:27:03 GMT-0400 (Eastern Daylight Time)","596125","Trustworthy,Untrustworthy","","","","ratingFB","","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
