"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","pavlovia","0","10","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","744","focusevent","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","instructions","1","2907","0.0-1.0","[{""page_index"":0,""viewing_time"":2896}]","2896","","","","","","","","","","","","","",""
"fullscreenenter","2","7619","fullscreenenter","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","fullscreen","2","8571","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","instructions","3","13216","0.0-4.0","[{""page_index"":0,""viewing_time"":3621},{""page_index"":1,""viewing_time"":1022}]","4643","","","","","","","","","","","","","",""
"","","","","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","instructions","4","13869","0.0-5.0","[{""page_index"":0,""viewing_time"":650}]","650","","","","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","5","16369","0.0-6.0-1.0","","2376","","trustrating_stim/white_mw035.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","6","16582","0.0-6.0-2.0","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","7","17619","0.0-6.0-1.1","","919","","trustrating_stim/white_00898_960530_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","8","17851","0.0-6.0-2.1","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","9","18632","0.0-6.0-1.2","","663","","trustrating_stim/white_00299_940422_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","10","18853","0.0-6.0-2.2","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","11","20220","0.0-6.0-1.3","","1260","","trustrating_stim/white_00519_940519_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","12","20431","0.0-6.0-2.3","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","13","21065","0.0-6.0-1.4","","521","","trustrating_stim/white_mw033.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","14","21284","0.0-6.0-2.4","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","15","21906","0.0-6.0-1.5","","504","","trustrating_stim/white_00761_941201_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","16","22128","0.0-6.0-2.5","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","17","22764","0.0-6.0-1.6","","530","","trustrating_stim/white_mw099.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","18","22970","0.0-6.0-2.6","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","19","24011","0.0-6.0-1.7","","922","","trustrating_stim/white_00807_941205_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","20","24218","0.0-6.0-2.7","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","21","24786","0.0-6.0-1.8","","449","","trustrating_stim/white_mw097.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","22","25007","0.0-6.0-2.8","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","23","26224","0.0-6.0-1.9","","1099","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","24","26437","0.0-6.0-2.9","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","25","27146","0.0-6.0-1.10","","602","","trustrating_stim/white_00785_941205_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","26","27365","0.0-6.0-2.10","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","27","28150","0.0-6.0-1.11","","666","","trustrating_stim/white_mw071.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","28","28353","0.0-6.0-2.11","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","29","29099","0.0-6.0-1.12","","643","","trustrating_stim/white_mw046.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","30","29311","0.0-6.0-2.12","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","31","29977","0.0-6.0-1.13","","560","","trustrating_stim/white_mw053.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","32","30183","0.0-6.0-2.13","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","33","31953","0.0-6.0-1.14","","1664","","trustrating_stim/white_mw066.bmp","9","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","34","32163","0.0-6.0-2.14","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","35","32914","0.0-6.0-1.15","","643","","trustrating_stim/white_mw084.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","36","33117","0.0-6.0-2.15","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","37","34657","0.0-6.0-1.16","","1430","","trustrating_stim/white_00129_931230_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","38","34867","0.0-6.0-2.16","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","39","35411","0.0-6.0-1.17","","434","","trustrating_stim/white_mw063.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","40","35630","0.0-6.0-2.17","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","41","36210","0.0-6.0-1.18","","478","","trustrating_stim/white_00120_931230_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","42","36413","0.0-6.0-2.18","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","43","37236","0.0-6.0-1.19","","712","","trustrating_stim/white_mw049.bmp","9","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","44","37445","0.0-6.0-2.19","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","45","37905","0.0-6.0-1.20","","357","","trustrating_stim/white_00223_940128_fb_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","46","38114","0.0-6.0-2.20","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","47","38764","0.0-6.0-1.21","","540","","trustrating_stim/white_mw056.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","48","38970","0.0-6.0-2.21","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","49","39568","0.0-6.0-1.22","","486","","trustrating_stim/white_mw048.bmp","7","","","","","","","","","","",""
"","","","ratingFB","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","50","39770","0.0-6.0-2.22","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","","62fd76d3f0824c29d4b1e6bd","bdp_trlrn","Wed Mar 15 2023 14:43:25 GMT-0400 (Eastern Daylight Time)","495467","Untrustworthy,Trustworthy","image-keyboard-response","51","40350","0.0-6.0-1.23","","469","","trustrating_stim/white_00340_940422_fa_edt.bmp","9","","","","","","","","","","",""
