"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","280","414273","0.0-18.0-1.61","","799","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","16","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","309","62"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","281","414539","0.0-18.0-2.61","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","16","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","308","62"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","282","415556","0.0-18.0-3.61","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","16","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","310","62"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","283","416485","0.0-18.0-1.62","","928","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","16","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","315","63"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","284","416743","0.0-18.0-2.62","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","16","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","312","63"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","285","417749","0.0-18.0-3.62","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","16","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","318","63"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","286","418587","0.0-18.0-1.63","","837","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","16","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","323","64"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","287","418846","0.0-18.0-2.63","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","16","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","322","64"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","288","419857","0.0-18.0-3.63","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","16","Evan","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","15","0.6","324","64"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","289","420885","0.0-18.0-1.64","","1026","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","17","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","329","65"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","290","421152","0.0-18.0-2.64","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","17","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","326","65"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","291","422168","0.0-18.0-3.64","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","17","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","332","65"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","292","423724","0.0-18.0-1.65","","1552","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","17","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","337","66"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","293","423989","0.0-18.0-2.65","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","17","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","335","66"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","294","424997","0.0-18.0-3.65","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","17","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","339","66"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","295","425918","0.0-18.0-1.66","","920","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","17","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","344","67"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","296","426184","0.0-18.0-2.66","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","17","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","343","67"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","297","427195","0.0-18.0-3.66","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","17","Devin","trustrating_stim/white_mw046.bmp","Shared","0.2,0.6","13","0.2","345","67"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","298","427955","0.0-18.0-1.67","","758","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","17","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","350","68"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","299","428214","0.0-18.0-2.67","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","17","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","348","68"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","300","429217","0.0-18.0-3.67","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","17","Evan","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","15","0.6","348","68"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","301","430086","0.0-18.0-1.68","","867","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","18","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","353","69"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","302","430347","0.0-18.0-2.68","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","18","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","351","69"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","303","431354","0.0-18.0-3.68","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Devin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","18","Devin","trustrating_stim/white_mw046.bmp","Kept","0.2,0.6","13","0.2","351","69"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","304","432288","0.0-18.0-1.69","","932","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","18","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","356","70"
"","","","decisionFB","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","305","432548","0.0-18.0-2.69","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","18","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","354","70"
"","","","feedback","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","306","433551","0.0-18.0-3.69","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Jordan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","18","Jordan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.4,0.8","14","0.4","358","70"
"","","","decision","5f29bcd6a340af13ed199faa","bdp_trlrn","Tue May 11 2021 12:45:55 GMT-0700 (Pacific Daylight Time)","536757","Untrustworthy,Trustworthy","html-keyboard-response","307","434418","0.0-18.0-1.70","","867","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Michael</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","18","Michael","trustrating_stim/white_mw084.bmp","Shared","0.8,0.4","10","0.8","363","71"
