"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","139","280257","0.0-18.0-2.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Alex","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","13","0.6","73","15"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","140","281265","0.0-18.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Alex","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","13","0.6","75","15"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","141","282139","0.0-18.0-1.15","","870","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","80","16"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","142","282393","0.0-18.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","75","16"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","143","283402","0.0-18.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","4","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","85","16"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","144","283725","0.0-18.0-1.16","","321","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","5","Sebastian","trustrating_stim/white_mw071.bmp","Shared","0.2,0.6","10","0.2","90","17"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","145","283993","0.0-18.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","5","Sebastian","trustrating_stim/white_mw071.bmp","Shared","0.2,0.6","10","0.2","89","17"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","146","285002","0.0-18.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Sebastian","trustrating_stim/white_mw071.bmp","Shared","0.2,0.6","10","0.2","91","17"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","147","285458","0.0-18.0-1.17","","453","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","96","18"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","148","285714","0.0-18.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","94","18"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","149","286726","0.0-18.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","94","18"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","150","287672","0.0-18.0-1.18","","943","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","5","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","99","19"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","151","287926","0.0-18.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","5","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","94","19"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","152","288934","0.0-18.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","104","19"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","153","290190","0.0-18.0-1.19","","1252","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","5","Marcus","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","109","20"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","154","290445","0.0-18.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","5","Marcus","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","107","20"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","155","291454","0.0-18.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","5","Marcus","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","111","20"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","156","292706","0.0-18.0-1.20","","1248","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","116","21"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","157","292962","0.0-18.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","111","21"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","158","293971","0.0-18.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Alex","trustrating_stim/white_mw089.bmp","Kept","0.6,0.2","13","0.6","111","21"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","159","294427","0.0-18.0-1.21","","452","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","116","22"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","160","294686","0.0-18.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","115","22"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","161","295695","0.0-18.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","115","22"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","162","296344","0.0-18.0-1.22","","646","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","6","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","120","23"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","163","296599","0.0-18.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","6","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","119","23"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","164","297607","0.0-18.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","119","23"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","165","298120","0.0-18.0-1.23","","509","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","6","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","124","24"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","166","298375","0.0-18.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","6","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","119","24"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","167","299383","0.0-18.0-3.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","6","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","129","24"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","168","300520","0.0-18.0-1.24","","1134","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","134","25"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","169","300775","0.0-18.0-2.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","133","25"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","170","301786","0.0-18.0-3.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Marcus","trustrating_stim/white_mw046.bmp","Kept","0.4,0.8","11","0.4","133","25"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","171","302212","0.0-18.0-1.25","","422","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","138","26"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","172","302466","0.0-18.0-2.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","137","26"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","173","303474","0.0-18.0-3.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","139","26"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","174","304983","0.0-18.0-1.26","","1505","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","7","Alex","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","13","0.6","144","27"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","175","305242","0.0-18.0-2.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","Alex","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","13","0.6","139","27"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","176","306250","0.0-18.0-3.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Alex</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Alex","trustrating_stim/white_mw089.bmp","Shared","0.6,0.2","13","0.6","149","27"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","177","306961","0.0-18.0-1.27","","707","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","7","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","154","28"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","178","307218","0.0-18.0-2.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","7","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","153","28"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","179","308234","0.0-18.0-3.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sebastian</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","Sebastian","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","10","0.2","153","28"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","180","308577","0.0-18.0-1.28","","339","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","8","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","158","29"
"","","","decisionFB","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","181","308834","0.0-18.0-2.28","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","8","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","157","29"
"","","","feedback","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","182","309842","0.0-18.0-3.28","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Jacob</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Jacob","trustrating_stim/white_00785_941205_fb_edt.bmp","Shared","0.8,0.4","15","0.8","159","29"
"","","","decision","","608f2aa883599160c8b87a79","bdp_trlrn","Tue May 11 2021 19:41:49 GMT-0700 (Pacific Daylight Time)","494232","Untrustworthy,Trustworthy","html-keyboard-response","183","310462","0.0-18.0-1.29","","617","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","8","Marcus","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","11","0.4","164","30"
