"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","pavlovia","0","17","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","131","focusevent","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"blur","1","5503","blurevent","2","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","7047","focusevent","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","instructions","1","9327","0.0-1.0","[{""page_index"":0,""viewing_time"":9308}]","9308","","","","","","","","","","","","","",""
"fullscreenenter","2","13328","fullscreenenter","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","fullscreen","2","14286","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","instructions","3","27256","0.0-4.0","[{""page_index"":0,""viewing_time"":9660},{""page_index"":1,""viewing_time"":3307}]","12967","","","","","","","","","","","","","",""
"","","","","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","instructions","4","28284","0.0-5.0","[{""page_index"":0,""viewing_time"":1026}]","1027","","","","","","","","","","","","","",""
"","","","rating","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","image-keyboard-response","5","29714","0.0-6.0-1.0","","1317","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","image-keyboard-response","6","29930","0.0-6.0-2.0","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","image-keyboard-response","7","31104","0.0-6.0-1.1","","1070","","trustrating_stim/white_00659_941121_fa_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","","5efc1d4ee23e2a011ded073e","bdp_trlrn","Sat Apr 08 2023 09:33:16 GMT-0700 (Pacific Daylight Time)","553087","Trustworthy,Untrustworthy","image-keyboard-response","8","31311","0.0-6.0-2.1","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
