"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","2","0.0-0.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","blur","1","3200","blurevent","1","","","","","","","","","","","","","",""
"","","","","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","focus","1","5199","focusevent","","","","","","","","","","","","","","",""
"instructions","1","6528","0.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":6526}]","6526","","","","","","","","","","","",""
"","","","","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","fullscreenenter","2","8077","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","9059","0.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","",""
"instructions","3","11175","0.0-4.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":1031},{""page_index"":1,""viewing_time"":1083}]","2114","","","","","","","","","","","",""
"instructions","4","12434","0.0-5.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":1258}]","1258","","","","","","","","","","","",""
"image-keyboard-response","5","13053","0.0-6.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","rating","","","514","","trustrating_stim/white_mw016.bmp","4","","","","","","","","",""
"image-keyboard-response","6","13259","0.0-6.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw016.bmp","null","","","","","","","","",""
"image-keyboard-response","7","13716","0.0-6.0-1.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","rating","","","350","","trustrating_stim/white_mw085.bmp","3","","","","","","","","",""
"image-keyboard-response","8","13918","0.0-6.0-2.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw085.bmp","null","","","","","","","","",""
"image-keyboard-response","9","14262","0.0-6.0-1.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","rating","","","241","","trustrating_stim/white_mw071.bmp","2","","","","","","","","",""
"image-keyboard-response","10","14468","0.0-6.0-2.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"image-keyboard-response","11","14665","0.0-6.0-1.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","rating","","","93","","trustrating_stim/white_mw099.bmp","3","","","","","","","","",""
"image-keyboard-response","12","14872","0.0-6.0-2.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"image-keyboard-response","13","15085","0.0-6.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","rating","","","110","","trustrating_stim/white_00761_941201_fb_edt.bmp","4","","","","","","","","",""
"image-keyboard-response","14","15288","0.0-6.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","ratingFB","","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"instructions","15","15428","0.0-7.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":38}]","38","","","","","","","","","","","",""
"instructions","16","24759","0.0-8.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":2903},{""page_index"":1,""viewing_time"":2073},{""page_index"":2,""viewing_time"":969},{""page_index"":3,""viewing_time"":1006},{""page_index"":4,""viewing_time"":403},{""page_index"":5,""viewing_time"":420},{""page_index"":6,""viewing_time"":1454}]","9228","","","","","","","","","","","",""
"html-keyboard-response","17","26389","0.0-9.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","1630","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","",""
"html-keyboard-response","18","27578","0.0-10.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","1080","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","28104","0.0-11.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","421","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","C","","","","","","","","",""
"html-keyboard-response","20","28564","0.0-12.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","354","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p style='color:#FF0000'>c) 3</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","28977","0.0-13.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","308","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","",""
"html-keyboard-response","22","29555","0.0-14.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","475","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","30039","0.0-15.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","378","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","30563","0.0-16.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","","418","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 9</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","31761","0.0-17.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":1096}]","1096","","","","","","","","","","","",""
"html-keyboard-response","26","32931","0.0-18.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decision","","","1068","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Sean","trustrating_stim/white_mw084.bmp","Shared","0.2,0.6","11","0.2","5","1"
"html-keyboard-response","27","33184","0.0-18.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","1","Sean","trustrating_stim/white_mw084.bmp","Shared","0.2,0.6","11","0.2","0","1"
"html-keyboard-response","28","34191","0.0-18.0-3.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw084.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Sean","trustrating_stim/white_mw084.bmp","Shared","0.2,0.6","11","0.2","10","1"
"html-keyboard-response","29","34441","0.0-18.0-1.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decision","","","248","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","1","Matthew","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","15","0.4","15","2"
"html-keyboard-response","30","34695","0.0-18.0-2.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","1","Matthew","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","15","0.4","11","2"
"html-keyboard-response","31","35700","0.0-18.0-3.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Matthew","trustrating_stim/white_mw046.bmp","Shared","0.4,0.8","15","0.4","19","2"
"html-keyboard-response","32","35792","0.0-18.0-1.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decision","","","90","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","24","3"
"html-keyboard-response","33","36047","0.0-18.0-2.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","21","3"
"html-keyboard-response","34","37050","0.0-18.0-3.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","27","3"
"html-keyboard-response","35","37094","0.0-18.0-1.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decision","","","43","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","1","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.8,0.4","10","0.8","32","4"
"html-keyboard-response","36","37348","0.0-18.0-2.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","1","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.8,0.4","10","0.8","30","4"
"html-keyboard-response","37","38351","0.0-18.0-3.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Jonathan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Jonathan","trustrating_stim/white_mw099.bmp","Kept","0.8,0.4","10","0.8","30","4"
"html-keyboard-response","38","38441","0.0-18.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decision","","","88","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","2","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","35","5"
"html-keyboard-response","39","38694","0.0-18.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","decisionFB","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","2","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","34","5"
"html-keyboard-response","40","39700","0.0-18.0-3.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","feedback","","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Daniel","trustrating_stim/white_mw071.bmp","Shared","0.6,0.2","12","0.6","36","5"
"instructions","41","44714","0.0-19.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":2634},{""page_index"":1,""viewing_time"":1562},{""page_index"":2,""viewing_time"":817}]","5013","","","","","","","","","","","",""
"image-keyboard-response","42","45294","0.0-20.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_rating","","","578","","trustrating_stim/white_mw035.bmp","4","","","","","","","","",""
"image-keyboard-response","43","45498","0.0-20.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"image-keyboard-response","44","45903","0.0-20.0-1.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_rating","","","303","","trustrating_stim/white_mw046.bmp","3","","","","","","","","",""
"image-keyboard-response","45","46108","0.0-20.0-2.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","",""
"image-keyboard-response","46","46428","0.0-20.0-1.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_rating","","","214","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","",""
"image-keyboard-response","47","46633","0.0-20.0-2.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","48","46960","0.0-20.0-1.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_rating","","","224","","trustrating_stim/white_mw071.bmp","2","","","","","","","","",""
"image-keyboard-response","49","47161","0.0-20.0-2.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"image-keyboard-response","50","47434","0.0-20.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_rating","","","171","","trustrating_stim/white_mw099.bmp","3","","","","","","","","",""
"image-keyboard-response","51","47636","0.0-20.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:47:14 GMT-0500 (Eastern Standard Time)","50266","Untrustworthy,Trustworthy","","","","final_ratingFB","","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
