"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","instructions","1","3769","0.0-1.0","[{""page_index"":0,""viewing_time"":3767}]","3767","","","","","","","","","","","","","",""
"fullscreenenter","2","5431","fullscreenenter","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","fullscreen","2","6426","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","instructions","3","19113","0.0-4.0","[{""page_index"":0,""viewing_time"":5606},{""page_index"":1,""viewing_time"":7081}]","12687","","","","","","","","","","","","","",""
"","","","","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","instructions","4","20393","0.0-5.0","[{""page_index"":0,""viewing_time"":1278}]","1279","","","","","","","","","","","","","",""
"","","","rating","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","image-keyboard-response","5","23002","0.0-6.0-1.0","","2496","","trustrating_stim/white_mw035.bmp","3","","","","","","","","","","",""
"","","","ratingFB","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","image-keyboard-response","6","23217","0.0-6.0-2.0","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","5d69d7e23aed95001b1aa05c","bdp_trlrn","Sat Apr 08 2023 11:36:21 GMT-0400 (Eastern Daylight Time)","748052","Trustworthy,Untrustworthy","image-keyboard-response","7","24568","0.0-6.0-1.1","","1250","","trustrating_stim/white_mw056.bmp","2","","","","","","","","","","",""
