"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","173","743035","0.0-19.0-1.12","","2020","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","5","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","68","13"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","174","743289","0.0-19.0-2.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","5","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","65","13"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","175","744299","0.0-19.0-3.12","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","5","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","65","13"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","176","748473","0.0-19.0-1.13","","4171","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","5","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","70","14"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","177","748734","0.0-19.0-2.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","5","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","66","14"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","178","749744","0.0-19.0-3.13","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","5","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","66","14"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","179","754875","0.0-19.0-1.14","","5127","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","5","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","71","15"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","180","755144","0.0-19.0-2.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","5","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","66","15"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","181","756158","0.0-19.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","5","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","76","15"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","182","757507","0.0-19.0-1.15","","1346","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","6","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","81","16"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","183","757762","0.0-19.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","6","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","80","16"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","184","758773","0.0-19.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","82","16"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","185","760076","0.0-19.0-1.16","","1300","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","6","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","87","17"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","186","760329","0.0-19.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","6","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","85","17"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","187","761342","0.0-19.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","89","17"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","188","767063","0.0-19.0-1.17","","5716","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","6","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","94","18"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","189","767323","0.0-19.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","6","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","89","18"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","190","768335","0.0-19.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","99","18"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","191","771428","0.0-19.0-1.18","","3088","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","7","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","104","19"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","192","771686","0.0-19.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","7","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","102","19"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","193","772702","0.0-19.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","102","19"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","194","777857","0.0-19.0-1.19","","5153","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","7","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","107","20"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","195","778123","0.0-19.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","7","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","104","20"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","196","779138","0.0-19.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Ryan","8","Kept","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","104","20"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","197","780299","0.0-19.0-1.20","","1159","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","","7","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","109","21"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","198","780563","0.0-19.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","","7","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","107","21"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","199","781569","0.0-19.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","107","21"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","200","782387","0.0-19.0-1.21","","816","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","8","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","112","22"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","201","782654","0.0-19.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","","8","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","109","22"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","202","783670","0.0-19.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Benjamin","4","Shared","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","115","22"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","203","786322","0.0-19.0-1.22","","2650","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","","8","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","120","23"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","204","786585","0.0-19.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","","8","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","116","23"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","205","787597","0.0-19.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Jason","0","Shared","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","124","23"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","206","788194","0.0-19.0-1.23","","594","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","8","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","129","24"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","207","788451","0.0-19.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","8","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","128","24"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","208","789470","0.0-19.0-3.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","130","24"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","209","792389","0.0-19.0-1.24","","2915","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","9","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","135","25"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","210","792650","0.0-19.0-2.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","9","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","130","25"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","211","793667","0.0-19.0-3.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Jason</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","9","Jason","0","Kept","0.35,0.8","9","0.35","trustrating_stim/white_mw071.bmp","2.5","130","25"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","212","794270","0.0-19.0-1.25","","599","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","","9","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","135","26"
"","","","decisionFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","213","794535","0.0-19.0-2.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","","9","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","134","26"
"","","","feedback","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","214","795547","0.0-19.0-3.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","9","Ryan","8","Shared","0.35,0.65","13","0.35","trustrating_stim/white_00807_941205_fb_edt.bmp","7","136","26"
"","","","decision","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","html-keyboard-response","215","797763","0.0-19.0-1.26","","2212","","<div class='trialDiv'><img src='trustrating_stim/white_mw060.bmp'><br><font class='baseline'><strong>Benjamin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","","9","Benjamin","4","Kept","0.65,0.2","12","0.65","trustrating_stim/white_mw060.bmp","4.5","141","27"
