"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","",""
"blur","1","10819","blurevent","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","","","","","1","","","","","","","","","","","","","","","",""
"focus","1","13059","focusevent","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","instructions","1","15349","0.0-1.0","","[{""page_index"":0,""viewing_time"":15347}]","15347","","","","","","","","","","","","","",""
"fullscreenexit","2","17236","fullscreenexit","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","fullscreen","2","18229","0.0-2.0","","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","3","21015","0.0-3.0-0.0","","","2785","","","32","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","instructions","4","38431","0.0-4.0","","[{""page_index"":0,""viewing_time"":14924},{""page_index"":1,""viewing_time"":2242}]","17166","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","instructions","5","39629","0.0-5.0","","[{""page_index"":0,""viewing_time"":1198}]","1198","","","","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","6","44155","0.0-6.0-1.0","","","4425","","trustrating_stim/white_00109_931230_fa_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","7","44356","0.0-6.0-2.0","","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","8","46838","0.0-6.0-1.1","","","2381","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","9","47038","0.0-6.0-2.1","","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","10","49781","0.0-6.0-1.2","","","2642","","trustrating_stim/white_mw035.bmp","3","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","11","49981","0.0-6.0-2.2","","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","12","53270","0.0-6.0-1.3","","","3187","","trustrating_stim/white_00223_940128_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","13","53472","0.0-6.0-2.3","","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","14","58073","0.0-6.0-1.4","","","4499","","trustrating_stim/white_00785_941205_fb_edt.bmp","2","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","15","58274","0.0-6.0-2.4","","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","16","62028","0.0-6.0-1.5","","","3653","","trustrating_stim/white_mw033.bmp","3","","","","","","","","","","",""
"","","","ratingFB","6320e37620d067c7d322246a","bdp_trlrn","Sat Apr 08 2023 11:16:00 GMT-0400 (Eastern Daylight Time)","724100","Untrustworthy,Trustworthy","image-keyboard-response","17","62230","0.0-6.0-2.5","","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
