"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"blur","1","3898","blurevent","2","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","11645","focusevent","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","1","11646","focusevent","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","instructions","1","13169","0.0-1.0","[{""page_index"":0,""viewing_time"":13166}]","13166","","","","","","","","","","","","","",""
"fullscreenenter","2","16297","fullscreenenter","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","fullscreen","2","17274","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","instructions","3","23386","0.0-4.0","[{""page_index"":0,""viewing_time"":4924},{""page_index"":1,""viewing_time"":1187}]","6111","","","","","","","","","","","","","",""
"","","","","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","instructions","4","25337","0.0-5.0","[{""page_index"":0,""viewing_time"":1949}]","1950","","","","","","","","","","","","","",""
"","","","rating","","60fcd2b146529d02f1566012","bdp_trlrn","Fri Mar 10 2023 11:48:49 GMT-0800 (Pacific Standard Time)","529800","Untrustworthy,Trustworthy","image-keyboard-response","5","27828","0.0-6.0-1.0","","2389","","trustrating_stim/white_mw084.bmp","3","","","","","","","","","","",""
