"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","7","0.0-0.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","focus","1","6038","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","10013","0.0-1.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":10005}]","10005","","","","","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","fullscreenenter","2","13312","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","14245","0.0-2.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","45368","0.0-4.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":9747},{""page_index"":1,""viewing_time"":21374}]","31121","","","","","","","","","","","","","",""
"instructions","4","47967","0.0-5.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":2598}]","2599","","","","","","","","","","","","","",""
"image-keyboard-response","5","51556","0.0-6.0-1.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","rating","","3479","","trustrating_stim/white_00807_941205_fb_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","6","51767","0.0-6.0-2.0","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","54203","0.0-6.0-1.1","63cff34d33a9948e3b0b28d6","bdp_trlrn","Mon Mar 13 2023 11:24:05 GMT-0700 (Pacific Daylight Time)","735501","Trustworthy,Untrustworthy","","","","rating","","2324","","trustrating_stim/white_00602_940928_fb_edt.bmp","3","","","","","","","","","","",""
