"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round","numBlurs"
"pavlovia","0","5","0.0-0.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4581","0.0-1.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":4574}]","4575","","","","","","","","","","","","","","","","","","",""
"","","","","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","","fullscreenenter","2","7162","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","8092","0.0-2.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","19075","0.0-4.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":7236},{""page_index"":1,""viewing_time"":3745}]","10981","","","","","","","","","","","","","","","","","","",""
"instructions","4","19878","0.0-5.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":801}]","802","","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","22022","0.0-6.0-1.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2041","","","","rating","","trustrating_stim/white_mw097.bmp","8","","","","","","","","","","","",""
"image-keyboard-response","6","22232","0.0-6.0-2.0","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","7","24203","0.0-6.0-1.1","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1867","","","","rating","","trustrating_stim/white_00577_940928_fa_edt.bmp","7","","","","","","","","","","","",""
"image-keyboard-response","8","24405","0.0-6.0-2.1","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","9","27461","0.0-6.0-1.2","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2953","","","","rating","","trustrating_stim/white_mw053.bmp","4","","","","","","","","","","","",""
"image-keyboard-response","10","27662","0.0-6.0-2.2","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","11","29718","0.0-6.0-1.3","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1953","","","","rating","","trustrating_stim/white_mw071.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","12","29920","0.0-6.0-2.3","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","13","32431","0.0-6.0-1.4","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2407","","","","rating","","trustrating_stim/white_00602_940928_fb_edt.bmp","2","","","","","","","","","","","",""
"image-keyboard-response","14","32632","0.0-6.0-2.4","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","15","34105","0.0-6.0-1.5","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1370","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","8","","","","","","","","","","","",""
"image-keyboard-response","16","34307","0.0-6.0-2.5","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","17","35991","0.0-6.0-1.6","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1581","","","","rating","","trustrating_stim/white_mw046.bmp","7","","","","","","","","","","","",""
"image-keyboard-response","18","36194","0.0-6.0-2.6","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","19","38634","0.0-6.0-1.7","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2338","","","","rating","","trustrating_stim/white_mw060.bmp","8","","","","","","","","","","","",""
"image-keyboard-response","20","38838","0.0-6.0-2.7","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","21","40767","0.0-6.0-1.8","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1825","","","","rating","","trustrating_stim/white_mw084.bmp","6","","","","","","","","","","","",""
"image-keyboard-response","22","40969","0.0-6.0-2.8","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","23","42643","0.0-6.0-1.9","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1571","","","","rating","","trustrating_stim/white_mw099.bmp","7","","","","","","","","","","","",""
"image-keyboard-response","24","42845","0.0-6.0-2.9","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","25","45878","0.0-6.0-1.10","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2930","","","","rating","","trustrating_stim/white_mw049.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","26","46081","0.0-6.0-2.10","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","27","48497","0.0-6.0-1.11","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2313","","","","rating","","trustrating_stim/white_00299_940422_fa_edt.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","28","48699","0.0-6.0-2.11","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","29","51235","0.0-6.0-1.12","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2432","","","","rating","","trustrating_stim/white_00129_931230_fb_edt.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","30","51438","0.0-6.0-2.12","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","31","52992","0.0-6.0-1.13","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1451","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","8","","","","","","","","","","","",""
"image-keyboard-response","32","53194","0.0-6.0-2.13","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","33","55647","0.0-6.0-1.14","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","2351","","","","rating","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","","",""
"image-keyboard-response","34","55850","0.0-6.0-2.14","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","35","57837","0.0-6.0-1.15","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1883","","","","rating","","trustrating_stim/white_00898_960530_fa_edt.bmp","5","","","","","","","","","","","",""
"image-keyboard-response","36","58044","0.0-6.0-2.15","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"image-keyboard-response","37","59827","0.0-6.0-1.16","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","1679","","","","rating","","trustrating_stim/white_mw063.bmp","9","","","","","","","","","","","",""
"image-keyboard-response","38","60029","0.0-6.0-2.16","60fcf7102d7c9907d95a0920","bdp_trlrn","Sat Apr 08 2023 09:46:49 GMT-0700 (PDT)","599748","Trustworthy,Untrustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
