"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","65","129409","0.0-6.0-1.30","","","1579","","trustrating_stim/white_mw048.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","66","129613","0.0-6.0-2.30","","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","67","136302","0.0-6.0-1.31","","","6587","","trustrating_stim/white_00577_940928_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","68","136518","0.0-6.0-2.31","","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","69","138290","0.0-6.0-1.32","","","1667","","trustrating_stim/white_mw089.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","70","138506","0.0-6.0-2.32","","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","71","144578","0.0-6.0-1.33","","","5967","","trustrating_stim/white_mw063.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","72","144787","0.0-6.0-2.33","","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","73","152846","0.0-6.0-1.34","","","7942","","trustrating_stim/white_00519_940519_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","74","153063","0.0-6.0-2.34","","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","75","154839","0.0-6.0-1.35","","","1669","","trustrating_stim/white_mw056.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","76","155053","0.0-6.0-2.35","","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","77","157094","0.0-6.0-1.36","","","1923","","trustrating_stim/white_00807_941205_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","78","157302","0.0-6.0-2.36","","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","79","158601","0.0-6.0-1.37","","","1182","","trustrating_stim/white_00785_941205_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","80","158817","0.0-6.0-2.37","","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","81","163483","0.0-6.0-1.38","","","4560","","trustrating_stim/white_00340_940422_fa_edt.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63ed12d2c25b08ba24fe8a41","bdp_trlrn","Fri Mar 10 2023 11:26:50 GMT-0800 (Pacific Standard Time)","846621","Trustworthy,Untrustworthy","image-keyboard-response","82","163698","0.0-6.0-2.38","","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
