"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","1","0.0-0.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","",""
"instructions","1","2612","0.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2611}]","2611","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","","fullscreenenter","2","4434","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","5414","0.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","",""
"instructions","3","7126","0.0-4.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1131},{""page_index"":1,""viewing_time"":579}]","1710","","","","","","","","","","","","","","","",""
"instructions","4","7830","0.0-5.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":703}]","703","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","8431","0.0-6.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","498","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","2","","","","","","","","",""
"image-keyboard-response","6","8633","0.0-6.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","7","8947","0.0-6.0-1.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","209","","","","rating","","trustrating_stim/white_mw044.bmp","4","","","","","","","","",""
"image-keyboard-response","8","9149","0.0-6.0-2.1","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw044.bmp","null","","","","","","","","",""
"image-keyboard-response","9","9434","0.0-6.0-1.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","179","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","2","","","","","","","","",""
"image-keyboard-response","10","9635","0.0-6.0-2.2","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"image-keyboard-response","11","9853","0.0-6.0-1.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","115","","","","rating","","trustrating_stim/white_mw084.bmp","4","","","","","","","","",""
"image-keyboard-response","12","10057","0.0-6.0-2.3","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"image-keyboard-response","13","10227","0.0-6.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","69","","","","rating","","trustrating_stim/white_mw097.bmp","3","","","","","","","","",""
"image-keyboard-response","14","10429","0.0-6.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null","","","","","","","","",""
"instructions","15","11705","0.0-7.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1175}]","1176","","","","","","","","","","","","","","","",""
"instructions","16","15007","0.0-8.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":627},{""page_index"":1,""viewing_time"":796},{""page_index"":2,""viewing_time"":346},{""page_index"":3,""viewing_time"":300},{""page_index"":4,""viewing_time"":286},{""page_index"":5,""viewing_time"":445},{""page_index"":6,""viewing_time"":397}]","3197","","","","","","","","","","","","","","","",""
"html-keyboard-response","17","16392","0.0-9.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","1384","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","",""
"html-keyboard-response","18","16581","0.0-10.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","83","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","19","16781","0.0-11.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","98","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","C","","","","","","","","",""
"html-keyboard-response","20","16970","0.0-12.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","84","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p style='color:#FF0000'>c) 3</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","21","17137","0.0-13.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","61","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p>c) It quadruples</p>","C","","","","","","","","",""
"html-keyboard-response","22","17303","0.0-14.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","63","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>3) What happens to the amount of points you send to your partner?</strong></p><p>a) Nothing</p><p>b) It doubles</p><p style='color:#00FF00'>c) It quadruples</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The amount of points you send to your partner quadruples.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"html-keyboard-response","23","17518","0.0-15.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","113","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 out of 5 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p>c) 9</p>","C","","","","","","","","",""
"html-keyboard-response","24","17686","0.0-16.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","64","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>4) If you decide to share 4 points with your partner, and he decided to share half of what he received, how many points would you end up with in this round?</strong></p><p>a) 16</p><p>b) 0</p><p style='color:#00FF00'>c) 9</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>If you share 4 out of 5 points with your partner and he decided to share half with you, you would receive 8 points back (i.e. (4 x 4)/2 = 8), totaling to 9 points altogether.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","",""
"instructions","25","18442","0.0-17.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":654}]","654","","","","","","","","","","","","","","","",""
"html-keyboard-response","26","19165","0.0-18.0-1.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","621","","","","decision","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Brian","trustrating_stim/white_mw046.bmp","Kept","0.6,0.2","11","0.6","5","1"
"html-keyboard-response","27","19420","0.0-18.0-2.0","DAS","bdp_trlrn","Tue Feb 08 2022 17:52:02 GMT-0500 (Eastern Standard Time)","34608","Untrustworthy,Trustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='trustrating_stim/white_mw046.bmp'><br><font class='baseline'><strong>Brian</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Brian","trustrating_stim/white_mw046.bmp","Kept","0.6,0.2","11","0.6","4","1"
