"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","182","459838","0.0-19.0-3.14","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","5","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","90","15"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","183","460211","0.0-19.0-1.15","","373","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","6","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","95","16"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","184","460467","0.0-19.0-2.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","6","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","90","16"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","185","461479","0.0-19.0-3.15","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","90","16"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","186","461971","0.0-19.0-1.16","","491","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","6","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","95","17"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","187","462234","0.0-19.0-2.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","6","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","90","17"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","188","463236","0.0-19.0-3.16","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","90","17"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","189","463668","0.0-19.0-1.17","","432","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","6","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","95","18"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","190","463927","0.0-19.0-2.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","6","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","90","18"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","191","464933","0.0-19.0-3.17","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","6","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","100","18"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","192","465203","0.0-19.0-1.18","","269","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","7","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","105","19"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","193","465467","0.0-19.0-2.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","7","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","100","19"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","194","466470","0.0-19.0-3.18","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","110","19"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","195","466706","0.0-19.0-1.19","","236","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","7","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","115","20"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","196","466958","0.0-19.0-2.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","7","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","110","20"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","197","467965","0.0-19.0-3.19","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","120","20"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","198","468115","0.0-19.0-1.20","","149","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","7","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","125","21"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","199","468379","0.0-19.0-2.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","7","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","120","21"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","200","469384","0.0-19.0-3.20","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","7","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","130","21"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","201","469651","0.0-19.0-1.21","","267","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","8","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","135","22"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","202","469905","0.0-19.0-2.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","8","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","130","22"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","203","470913","0.0-19.0-3.21","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Ryan","1","Kept","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","130","22"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","204","471042","0.0-19.0-1.22","","128","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","8","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","135","23"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","205","471305","0.0-19.0-2.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","8","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","130","23"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","206","472314","0.0-19.0-3.22","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","130","23"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","207","472547","0.0-19.0-1.23","","232","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","8","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","135","24"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","208","472799","0.0-19.0-2.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","8","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","130","24"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","209","473810","0.0-19.0-3.23","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","8","Chris","11","Shared","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","140","24"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","210","474083","0.0-19.0-1.24","","272","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","9","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","145","25"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","211","474346","0.0-19.0-2.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","9","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","140","25"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","212","475355","0.0-19.0-3.24","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","9","Evan","4","Shared","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","150","25"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","213","475587","0.0-19.0-1.25","","231","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","9","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","155","26"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","214","475845","0.0-19.0-2.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","9","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","150","26"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","215","476849","0.0-19.0-3.25","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","9","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","150","26"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","216","477107","0.0-19.0-1.26","","258","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","9","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","155","27"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","217","477368","0.0-19.0-2.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","9","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","150","27"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","218","478374","0.0-19.0-3.26","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw048.bmp'><br><font class='baseline'><strong>Ryan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","9","Ryan","1","Shared","0.8,0.2","11","0.8","trustrating_stim/white_mw048.bmp","3.5","160","27"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","219","478595","0.0-19.0-1.27","","221","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","10","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","165","28"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","220","478860","0.0-19.0-2.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","10","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","160","28"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","221","479866","0.0-19.0-3.27","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","10","Evan","4","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00807_941205_fb_edt.bmp","4.5","160","28"
"","","","decision","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","222","480067","0.0-19.0-1.28","","200","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","","10","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","165","29"
"","","","decisionFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","223","480326","0.0-19.0-2.28","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","","10","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","160","29"
"","","","feedback","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","html-keyboard-response","224","481330","0.0-19.0-3.28","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw066.bmp'><br><font class='baseline'><strong>Chris</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","","10","Chris","11","Kept","0.35,0.8","14","0.35","trustrating_stim/white_mw066.bmp","6.5","160","29"
