"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","806","focusevent","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","instructions","1","4920","0.0-1.0","[{""page_index"":0,""viewing_time"":4915}]","4915","","","","","","","","","","","","","",""
"fullscreenenter","2","6583","fullscreenenter","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","fullscreen","2","7560","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","instructions","3","55746","0.0-4.0","[{""page_index"":0,""viewing_time"":41918},{""page_index"":1,""viewing_time"":6266}]","48184","","","","","","","","","","","","","",""
"","","","","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","instructions","4","58599","0.0-5.0","[{""page_index"":0,""viewing_time"":2852}]","2852","","","","","","","","","","","","","",""
"","","","rating","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","5","61909","0.0-6.0-1.0","","3208","","trustrating_stim/white_00761_941201_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","6","62125","0.0-6.0-2.0","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","7","64657","0.0-6.0-1.1","","2430","","trustrating_stim/white_mw066.bmp","2","","","","","","","","","","",""
"","","","ratingFB","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","8","64862","0.0-6.0-2.1","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","9","67113","0.0-6.0-1.2","","2143","","trustrating_stim/white_mw071.bmp","3","","","","","","","","","","",""
"","","","ratingFB","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","10","67323","0.0-6.0-2.2","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","11","71950","0.0-6.0-1.3","","4525","","trustrating_stim/white_mw053.bmp","2","","","","","","","","","","",""
"","","","ratingFB","","5fa935b3d330fa0429da624a","bdp_trlrn","Sun Mar 12 2023 16:50:10 GMT-0400 (Eastern Daylight Time)","629818","Trustworthy,Untrustworthy","image-keyboard-response","12","72153","0.0-6.0-2.3","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
