"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","1","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","instructions","1","6522","0.0-1.0","[{""page_index"":0,""viewing_time"":6518}]","6518","","","","","","","","","","","","","",""
"fullscreenexit","2","10419","fullscreenexit","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","fullscreen","2","11202","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","image-keyboard-response","3","15359","0.0-3.0-0.0","","4155","","","32","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","instructions","4","25608","0.0-4.0","[{""page_index"":0,""viewing_time"":6873},{""page_index"":1,""viewing_time"":3112}]","9985","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_trlrn","Wed Mar 15 2023 14:20:32 GMT-0500 (Central Daylight Time)","705886","Untrustworthy,Trustworthy","","instructions","5","28258","0.0-5.0","[{""page_index"":0,""viewing_time"":2649}]","2649","","","","","","","","","","","","","",""
