"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","16","45659","0.0-6.0-2.4","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","17","47870","0.0-6.0-1.5","","2104","","trustrating_stim/white_mw084.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","18","48086","0.0-6.0-2.5","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","19","49566","0.0-6.0-1.6","","1378","","trustrating_stim/white_mw035.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","20","49785","0.0-6.0-2.6","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","21","51870","0.0-6.0-1.7","","1961","","trustrating_stim/white_00785_941205_fb_edt.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","22","52085","0.0-6.0-2.7","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","23","53350","0.0-6.0-1.8","","1161","","trustrating_stim/white_mw099.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","24","53561","0.0-6.0-2.8","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","25","54742","0.0-6.0-1.9","","1080","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","26","54944","0.0-6.0-2.9","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","27","56151","0.0-6.0-1.10","","1105","","trustrating_stim/white_00109_931230_fa_edt.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","28","56360","0.0-6.0-2.10","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","29","57335","0.0-6.0-1.11","","852","","trustrating_stim/white_00761_941201_fb_edt.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","30","57547","0.0-6.0-2.11","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","31","58407","0.0-6.0-1.12","","759","","trustrating_stim/white_00898_960530_fa_edt.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","32","58609","0.0-6.0-2.12","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","33","60095","0.0-6.0-1.13","","1385","","trustrating_stim/white_00129_931230_fb_edt.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","34","60316","0.0-6.0-2.13","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","35","62479","0.0-6.0-1.14","","2051","","trustrating_stim/white_00120_931230_fa_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","36","62685","0.0-6.0-2.14","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","37","63679","0.0-6.0-1.15","","893","","trustrating_stim/white_mw060.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","38","63880","0.0-6.0-2.15","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","39","64976","0.0-6.0-1.16","","992","","trustrating_stim/white_00519_940519_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","40","65197","0.0-6.0-2.16","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","41","66136","0.0-6.0-1.17","","828","","trustrating_stim/white_mw046.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","42","66350","0.0-6.0-2.17","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","43","67760","0.0-6.0-1.18","","1288","","trustrating_stim/white_mw033.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","44","67965","0.0-6.0-2.18","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","45","69512","0.0-6.0-1.19","","1445","","trustrating_stim/white_mw066.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","46","69728","0.0-6.0-2.19","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","47","70849","0.0-6.0-1.20","","1000","","trustrating_stim/white_mw063.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","48","71051","0.0-6.0-2.20","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","49","72400","0.0-6.0-1.21","","1238","","trustrating_stim/white_mw097.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","50","72607","0.0-6.0-2.21","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","51","73601","0.0-6.0-1.22","","891","","trustrating_stim/white_00577_940928_fa_edt.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","52","73815","0.0-6.0-2.22","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","53","74825","0.0-6.0-1.23","","887","","trustrating_stim/white_mw089.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","54","75026","0.0-6.0-2.23","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","55","76193","0.0-6.0-1.24","","1064","","trustrating_stim/white_00659_941121_fa_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","56","76395","0.0-6.0-2.24","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","57","77593","0.0-6.0-1.25","","1090","","trustrating_stim/white_00223_940128_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","58","77802","0.0-6.0-2.25","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","59","78745","0.0-6.0-1.26","","823","","trustrating_stim/white_mw053.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","60","78959","0.0-6.0-2.26","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","61","80002","0.0-6.0-1.27","","941","","trustrating_stim/white_mw071.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","62","80202","0.0-6.0-2.27","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","63","81225","0.0-6.0-1.28","","906","","trustrating_stim/white_mw048.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","64","81435","0.0-6.0-2.28","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","65","82850","0.0-6.0-1.29","","1313","","trustrating_stim/white_00340_940422_fa_edt.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","66","83066","0.0-6.0-2.29","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","67","84274","0.0-6.0-1.30","","1106","","trustrating_stim/white_mw084.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","68","84490","0.0-6.0-2.30","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","69","85298","0.0-6.0-1.31","","706","","trustrating_stim/white_00340_940422_fa_edt.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","70","85516","0.0-6.0-2.31","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","71","86946","0.0-6.0-1.32","","1319","","trustrating_stim/white_00602_940928_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","72","87146","0.0-6.0-2.32","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","73","87962","0.0-6.0-1.33","","694","","trustrating_stim/white_00785_941205_fb_edt.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","74","88173","0.0-6.0-2.33","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","75","89010","0.0-6.0-1.34","","734","","trustrating_stim/white_mw053.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","76","89217","0.0-6.0-2.34","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","77","90362","0.0-6.0-1.35","","1024","","trustrating_stim/white_mw056.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","78","90579","0.0-6.0-2.35","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","79","91826","0.0-6.0-1.36","","1144","","trustrating_stim/white_00109_931230_fa_edt.bmp","1","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","80","92047","0.0-6.0-2.36","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","81","93067","0.0-6.0-1.37","","918","","trustrating_stim/white_00223_940128_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","82","93273","0.0-6.0-2.37","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63f58712a2c1bd62fa7bb352","bdp_trlrn","Tue Mar 14 2023 18:50:01 GMT-0600 (Mountain Daylight Time)","490039","Trustworthy,Untrustworthy","image-keyboard-response","83","94499","0.0-6.0-1.38","","1126","","trustrating_stim/white_00129_931230_fb_edt.bmp","1","","","","","","","","","","","",""
