"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"html-keyboard-response","309","500548","0.0-19.0-2.57","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","20","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","287","58"
"html-keyboard-response","310","501554","0.0-19.0-3.57","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>10</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","297","58"
"html-keyboard-response","311","501927","0.0-19.0-1.58","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","372","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","20","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","302","59"
"html-keyboard-response","312","502185","0.0-19.0-2.58","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","20","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","300","59"
"html-keyboard-response","313","503192","0.0-19.0-3.58","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","300","59"
"html-keyboard-response","314","503975","0.0-19.0-1.59","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","782","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","20","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","305","60"
"html-keyboard-response","315","504236","0.0-19.0-2.59","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","20","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","304","60"
"html-keyboard-response","316","505240","0.0-19.0-3.59","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","20","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","304","60"
"html-keyboard-response","317","507007","0.0-19.0-1.60","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1766","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","309","61"
"html-keyboard-response","318","507265","0.0-19.0-2.60","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","306","61"
"html-keyboard-response","319","508273","0.0-19.0-3.60","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Richard","9","Shared","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","312","61"
"html-keyboard-response","320","508760","0.0-19.0-1.61","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","485","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","21","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","317","62"
"html-keyboard-response","321","509016","0.0-19.0-2.61","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","21","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","316","62"
"html-keyboard-response","322","510024","0.0-19.0-3.61","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","316","62"
"html-keyboard-response","323","510642","0.0-19.0-1.62","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","617","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","21","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","321","63"
"html-keyboard-response","324","510896","0.0-19.0-2.62","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","21","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","320","63"
"html-keyboard-response","325","511904","0.0-19.0-3.62","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","320","63"
"html-keyboard-response","326","516578","0.0-19.0-1.63","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","4673","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","22","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","325","64"
"html-keyboard-response","327","516835","0.0-19.0-2.63","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","22","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","324","64"
"html-keyboard-response","328","517843","0.0-19.0-3.63","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00129_931230_fb_edt.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Aaron","6","Kept","0.65,0.2","8","0.65","trustrating_stim/white_00129_931230_fb_edt.bmp","2.5","324","64"
"html-keyboard-response","329","518484","0.0-19.0-1.64","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","640","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","22","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","329","65"
"html-keyboard-response","330","518745","0.0-19.0-2.64","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","22","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","328","65"
"html-keyboard-response","331","519752","0.0-19.0-3.64","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00785_941205_fb_edt.bmp'><br><font class='baseline'><strong>Gavin</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Gavin","0","Kept","0.65,0.35","13","0.65","trustrating_stim/white_00785_941205_fb_edt.bmp","1","328","65"
"html-keyboard-response","332","521098","0.0-19.0-1.65","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","1345","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","22","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","333","66"
"html-keyboard-response","333","521352","0.0-19.0-2.65","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","22","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","329","66"
"html-keyboard-response","334","522360","0.0-19.0-3.65","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw035.bmp'><br><font class='baseline'><strong>Richard</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Richard","9","Kept","0.2,0.65","11","0.2","trustrating_stim/white_mw035.bmp","4.5","329","66"
"html-keyboard-response","335","527371","0.0-20.0","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","","","null","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 2 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the first block<p>These are the actual partners you will be interacting with in the next block:<p><div class='tc' align='center'><img class='introPic' src='trustrating_stim/white_mw056.bmp'><br><strong>Anthony</strong></div><div class='bl' align='center'><img class='introPic' src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><strong>Matthew</strong></div><div class='br' align='center'><img class='introPic' src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><strong>Evan</strong></div></div><p>Across <strong>66 rounds</strong> you will interact with each partner <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","336","532049","0.0-21.0","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":3522},{""page_index"":1,""viewing_time"":1155}]","4677","","","","","","","","","","","","","","",""
"html-keyboard-response","337","532790","0.0-22.0-1.0","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","637","","","<div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Matthew","4","Shared","0.35,0.8","14","0.35","trustrating_stim/white_00757_941201_fa_edt.bmp","2.5","334","67"
"html-keyboard-response","338","533050","0.0-22.0-2.0","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Matthew","4","Shared","0.35,0.8","14","0.35","trustrating_stim/white_00757_941201_fa_edt.bmp","2.5","333","67"
"html-keyboard-response","339","534055","0.0-22.0-3.0","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00757_941201_fa_edt.bmp'><br><font class='baseline'><strong>Matthew</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Matthew","4","Shared","0.35,0.8","14","0.35","trustrating_stim/white_00757_941201_fa_edt.bmp","2.5","335","67"
"html-keyboard-response","340","534384","0.0-22.0-1.1","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","328","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","340","68"
"html-keyboard-response","341","534644","0.0-22.0-2.1","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","339","68"
"html-keyboard-response","342","535648","0.0-22.0-3.1","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","341","68"
"html-keyboard-response","343","535878","0.0-22.0-1.2","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","229","","","<div class='trialDiv'><img src='trustrating_stim/white_mw056.bmp'><br><font class='baseline'><strong>Anthony</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Anthony","3","Shared","0.8,0.35","8","0.8","trustrating_stim/white_mw056.bmp","1","346","69"
"html-keyboard-response","344","536139","0.0-22.0-2.2","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw056.bmp'><br><font class='baseline'><strong>Anthony</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Anthony","3","Shared","0.8,0.35","8","0.8","trustrating_stim/white_mw056.bmp","1","345","69"
"html-keyboard-response","345","537147","0.0-22.0-3.2","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw056.bmp'><br><font class='baseline'><strong>Anthony</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","1","Anthony","3","Shared","0.8,0.35","8","0.8","trustrating_stim/white_mw056.bmp","1","347","69"
"html-keyboard-response","346","537430","0.0-22.0-1.3","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","282","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","352","70"
"html-keyboard-response","347","537688","0.0-22.0-2.3","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","350","70"
"html-keyboard-response","348","538700","0.0-22.0-3.3","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","feedback","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_00223_940128_fb_edt.bmp'><br><font class='baseline'><strong>Evan</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Evan","10","Shared","0.8,0.2","11","0.8","trustrating_stim/white_00223_940128_fb_edt.bmp","5","354","70"
"html-keyboard-response","349","538872","0.0-22.0-1.4","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decision","","171","","","<div class='trialDiv'><img src='trustrating_stim/white_mw056.bmp'><br><font class='baseline'><strong>Anthony</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Anthony","3","Shared","0.8,0.35","8","0.8","trustrating_stim/white_mw056.bmp","1","359","71"
"html-keyboard-response","350","539129","0.0-22.0-2.4","63d7a91b72bdcca4f3a683e8","bdp_trlrn","Tue Mar 14 2023 13:22:55 GMT-0400 (Eastern Daylight Time)","713520","Trustworthy,Untrustworthy","","","","decisionFB","","null","","","<div class='trialDiv'><img src='trustrating_stim/white_mw056.bmp'><br><font class='baseline'><strong>Anthony</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Anthony","3","Shared","0.8,0.35","8","0.8","trustrating_stim/white_mw056.bmp","1","357","71"
