"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","2479","focusevent","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","instructions","1","13649","0.0-1.0","[{""page_index"":0,""viewing_time"":13644}]","13644","","","","","","","","","","","","","",""
"fullscreenenter","2","18880","fullscreenenter","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","fullscreen","2","19875","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","instructions","3","33872","0.0-4.0","[{""page_index"":0,""viewing_time"":10313},{""page_index"":1,""viewing_time"":3681}]","13995","","","","","","","","","","","","","",""
"","","","","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","instructions","4","40566","0.0-5.0","[{""page_index"":0,""viewing_time"":6694}]","6694","","","","","","","","","","","","","",""
"","","","rating","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","5","45310","0.0-6.0-1.0","","4639","","trustrating_stim/white_00807_941205_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","6","45513","0.0-6.0-2.0","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","7","47474","0.0-6.0-1.1","","1859","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","8","47676","0.0-6.0-2.1","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","9","49623","0.0-6.0-1.2","","1844","","trustrating_stim/white_mw099.bmp","9","","","","","","","","","","",""
"","","","ratingFB","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","10","49825","0.0-6.0-2.2","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","11","51819","0.0-6.0-1.3","","1892","","trustrating_stim/white_00120_931230_fa_edt.bmp","9","","","","","","","","","","",""
"","","","ratingFB","","63f477547d2302b4346299f4","bdp_trlrn","Sat Apr 08 2023 11:03:30 GMT-0500 (Central Daylight Time)","758475","Untrustworthy,Trustworthy","image-keyboard-response","12","52021","0.0-6.0-2.3","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
