"trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs"
"image-keyboard-response","24","42370","0.0-6.0-2.9","","null","","","","ratingFB","","trustrating_stim/white_00659_941121_fa_edt.bmp","null",""
"image-keyboard-response","25","43597","0.0-6.0-1.10","","1119","","","","rating","","trustrating_stim/white_mw084.bmp","4",""
"image-keyboard-response","26","43804","0.0-6.0-2.10","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null",""
"image-keyboard-response","27","47119","0.0-6.0-1.11","","3207","","","","rating","","trustrating_stim/white_00519_940519_fb_edt.bmp","5",""
"image-keyboard-response","28","47322","0.0-6.0-2.11","","null","","","","ratingFB","","trustrating_stim/white_00519_940519_fb_edt.bmp","null",""
"image-keyboard-response","29","48300","0.0-6.0-1.12","","874","","","","rating","","trustrating_stim/white_mw049.bmp","4",""
"image-keyboard-response","30","48502","0.0-6.0-2.12","","null","","","","ratingFB","","trustrating_stim/white_mw049.bmp","null",""
"image-keyboard-response","31","49277","0.0-6.0-1.13","","668","","","","rating","","trustrating_stim/white_mw060.bmp","3",""
"image-keyboard-response","32","49486","0.0-6.0-2.13","","null","","","","ratingFB","","trustrating_stim/white_mw060.bmp","null",""
"image-keyboard-response","33","50621","0.0-6.0-1.14","","1029","","","","rating","","trustrating_stim/white_00129_931230_fb_edt.bmp","2",""
"image-keyboard-response","34","50834","0.0-6.0-2.14","","null","","","","ratingFB","","trustrating_stim/white_00129_931230_fb_edt.bmp","null",""
"image-keyboard-response","35","51789","0.0-6.0-1.15","","847","","","","rating","","trustrating_stim/white_mw048.bmp","4",""
"image-keyboard-response","36","52003","0.0-6.0-2.15","","null","","","","ratingFB","","trustrating_stim/white_mw048.bmp","null",""
"image-keyboard-response","37","53149","0.0-6.0-1.16","","1041","","","","rating","","trustrating_stim/white_mw063.bmp","3",""
"image-keyboard-response","38","53367","0.0-6.0-2.16","","null","","","","ratingFB","","trustrating_stim/white_mw063.bmp","null",""
"image-keyboard-response","39","54221","0.0-6.0-1.17","","747","","","","rating","","trustrating_stim/white_mw046.bmp","2",""
"image-keyboard-response","40","54433","0.0-6.0-2.17","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null",""
"image-keyboard-response","41","55453","0.0-6.0-1.18","","912","","","","rating","","trustrating_stim/white_mw097.bmp","2",""
"image-keyboard-response","42","55666","0.0-6.0-2.18","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null",""
"image-keyboard-response","43","56493","0.0-6.0-1.19","","719","","","","rating","","trustrating_stim/white_mw071.bmp","3",""
"image-keyboard-response","44","56700","0.0-6.0-2.19","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null",""
"image-keyboard-response","45","58925","0.0-6.0-1.20","","2118","","","","rating","","trustrating_stim/white_00577_940928_fa_edt.bmp","5",""
"image-keyboard-response","46","59129","0.0-6.0-2.20","","null","","","","ratingFB","","trustrating_stim/white_00577_940928_fa_edt.bmp","null",""
"image-keyboard-response","47","59866","0.0-6.0-1.21","","630","","","","rating","","trustrating_stim/white_00340_940422_fa_edt.bmp","4",""
"image-keyboard-response","48","60078","0.0-6.0-2.21","","null","","","","ratingFB","","trustrating_stim/white_00340_940422_fa_edt.bmp","null",""
"image-keyboard-response","49","60746","0.0-6.0-1.22","","560","","","","rating","","trustrating_stim/white_mw066.bmp","3",""
"image-keyboard-response","50","60961","0.0-6.0-2.22","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null",""
"image-keyboard-response","51","61546","0.0-6.0-1.23","","477","","","","rating","","trustrating_stim/white_00299_940422_fa_edt.bmp","2",""
"image-keyboard-response","52","61755","0.0-6.0-2.23","","null","","","","ratingFB","","trustrating_stim/white_00299_940422_fa_edt.bmp","null",""
"image-keyboard-response","53","62586","0.0-6.0-1.24","","716","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","9",""
"image-keyboard-response","54","62796","0.0-6.0-2.24","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null",""
"image-keyboard-response","55","63707","0.0-6.0-1.25","","804","","","","rating","","trustrating_stim/white_mw089.bmp","3",""
"image-keyboard-response","56","63911","0.0-6.0-2.25","","null","","","","ratingFB","","trustrating_stim/white_mw089.bmp","null",""
"image-keyboard-response","57","65642","0.0-6.0-1.26","","1624","","","","rating","","trustrating_stim/white_00785_941205_fb_edt.bmp","9",""
"image-keyboard-response","58","65860","0.0-6.0-2.26","","null","","","","ratingFB","","trustrating_stim/white_00785_941205_fb_edt.bmp","null",""
"image-keyboard-response","59","68282","0.0-6.0-1.27","","2315","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","4",""
"image-keyboard-response","60","68493","0.0-6.0-2.27","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null",""
"image-keyboard-response","61","69612","0.0-6.0-1.28","","1012","","","","rating","","trustrating_stim/white_mw033.bmp","3",""
"image-keyboard-response","62","69825","0.0-6.0-2.28","","null","","","","ratingFB","","trustrating_stim/white_mw033.bmp","null",""
"image-keyboard-response","63","71547","0.0-6.0-1.29","","1614","","","","rating","","trustrating_stim/white_00109_931230_fa_edt.bmp","7",""
"image-keyboard-response","64","71759","0.0-6.0-2.29","","null","","","","ratingFB","","trustrating_stim/white_00109_931230_fa_edt.bmp","null",""
"image-keyboard-response","65","73082","0.0-6.0-1.30","","1217","","","","rating","","trustrating_stim/white_00519_940519_fb_edt.bmp","6",""
"image-keyboard-response","66","73291","0.0-6.0-2.30","","null","","","","ratingFB","","trustrating_stim/white_00519_940519_fb_edt.bmp","null",""
"image-keyboard-response","67","73978","0.0-6.0-1.31","","580","","","","rating","","trustrating_stim/white_mw033.bmp","3",""
"image-keyboard-response","68","74190","0.0-6.0-2.31","","null","","","","ratingFB","","trustrating_stim/white_mw033.bmp","null",""
"image-keyboard-response","69","74923","0.0-6.0-1.32","","624","","","","rating","","trustrating_stim/white_mw097.bmp","2",""
"image-keyboard-response","70","75124","0.0-6.0-2.32","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null",""
"image-keyboard-response","71","75786","0.0-6.0-1.33","","555","","","","rating","","trustrating_stim/white_00340_940422_fa_edt.bmp","7",""
"image-keyboard-response","72","75991","0.0-6.0-2.33","","null","","","","ratingFB","","trustrating_stim/white_00340_940422_fa_edt.bmp","null",""
"image-keyboard-response","73","76666","0.0-6.0-1.34","","567","","","","rating","","trustrating_stim/white_mw035.bmp","4",""
"image-keyboard-response","74","76876","0.0-6.0-2.34","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null",""
"image-keyboard-response","75","77418","0.0-6.0-1.35","","438","","","","rating","","trustrating_stim/white_mw063.bmp","7",""
"image-keyboard-response","76","77624","0.0-6.0-2.35","","null","","","","ratingFB","","trustrating_stim/white_mw063.bmp","null",""
"image-keyboard-response","77","78106","0.0-6.0-1.36","","375","","","","rating","","trustrating_stim/white_00898_960530_fa_edt.bmp","3",""
"image-keyboard-response","78","78322","0.0-6.0-2.36","","null","","","","ratingFB","","trustrating_stim/white_00898_960530_fa_edt.bmp","null",""
"image-keyboard-response","79","78682","0.0-6.0-1.37","","252","","","","rating","","trustrating_stim/white_00807_941205_fb_edt.bmp","3",""
"image-keyboard-response","80","78891","0.0-6.0-2.37","","null","","","","ratingFB","","trustrating_stim/white_00807_941205_fb_edt.bmp","null",""
"image-keyboard-response","81","79274","0.0-6.0-1.38","","277","","","","rating","","trustrating_stim/white_mw099.bmp","4",""
"image-keyboard-response","82","79489","0.0-6.0-2.38","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null",""
"image-keyboard-response","83","79788","0.0-6.0-1.39","","192","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","3",""
"image-keyboard-response","84","80005","0.0-6.0-2.39","","null","","","","ratingFB","","trustrating_stim/white_00223_940128_fb_edt.bmp","null",""
"image-keyboard-response","85","80330","0.0-6.0-1.40","","217","","","","rating","","trustrating_stim/white_mw056.bmp","7",""
"image-keyboard-response","86","80541","0.0-6.0-2.40","","null","","","","ratingFB","","trustrating_stim/white_mw056.bmp","null",""
"image-keyboard-response","87","80954","0.0-6.0-1.41","","308","","","","rating","","trustrating_stim/white_mw084.bmp","2",""
"image-keyboard-response","88","81172","0.0-6.0-2.41","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null",""
"image-keyboard-response","89","81658","0.0-6.0-1.42","","379","","","","rating","","trustrating_stim/white_00129_931230_fb_edt.bmp","4",""
"image-keyboard-response","90","81872","0.0-6.0-2.42","","null","","","","ratingFB","","trustrating_stim/white_00129_931230_fb_edt.bmp","null",""
"image-keyboard-response","91","82203","0.0-6.0-1.43","","224","","","","rating","","trustrating_stim/white_mw071.bmp","7",""
"image-keyboard-response","92","82405","0.0-6.0-2.43","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null",""
"image-keyboard-response","93","82938","0.0-6.0-1.44","","426","","","","rating","","trustrating_stim/white_mw046.bmp","8",""
"image-keyboard-response","94","83154","0.0-6.0-2.44","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null",""
"","","","","","","fullscreenexit","95","85034","fullscreenexit","","","",""
"","","","","","","blur","95","89362","blurevent","","","","1"
