"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","","",""
"blur","1","1179","blurevent","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","","","","","1","","","","","","","","","","","","","","","",""
"focus","1","11143","focusevent","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","instructions","1","16067","0.0-1.0","","[{""page_index"":0,""viewing_time"":16062}]","16062","","","","","","","","","","","","","",""
"fullscreenenter","2","18594","fullscreenenter","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","fullscreen","2","19593","0.0-2.0","","","","true","","","","","","","","","","","","",""
"","","","","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","instructions","3","48165","0.0-4.0","","[{""page_index"":0,""viewing_time"":12693},{""page_index"":1,""viewing_time"":15877}]","28570","","","","","","","","","","","","","",""
"","","","","63dafeda84d9a5e684adb6be","bdp_trlrn","Tue Mar 14 2023 21:31:39 GMT-0400 (Eastern Daylight Time)","765345","Trustworthy,Untrustworthy","instructions","4","49279","0.0-5.0","","[{""page_index"":0,""viewing_time"":1112}]","1112","","","","","","","","","","","","","",""
