"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","pavlovia","0","6","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","238","focusevent","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","instructions","1","3958","0.0-1.0","[{""page_index"":0,""viewing_time"":3950}]","3950","","","","","","","","","","","","","",""
"fullscreenenter","2","5890","fullscreenenter","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","fullscreen","2","6876","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","instructions","3","16245","0.0-4.0","[{""page_index"":0,""viewing_time"":7811},{""page_index"":1,""viewing_time"":1553}]","9364","","","","","","","","","","","","","",""
"","","","","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","instructions","4","17354","0.0-5.0","[{""page_index"":0,""viewing_time"":1107}]","1108","","","","","","","","","","","","","",""
"","","","rating","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","image-keyboard-response","5","20180","0.0-6.0-1.0","","2718","","trustrating_stim/white_mw099.bmp","1","","","","","","","","","","",""
"","","","ratingFB","","62e19208352cd518d7b2f085","bdp_trlrn","Tue Mar 14 2023 21:42:33 GMT-0400 (Eastern Daylight Time)","804710","Untrustworthy,Trustworthy","image-keyboard-response","6","20388","0.0-6.0-2.0","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
