"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","instructions","1","2772","0.0-1.0","[{""page_index"":0,""viewing_time"":2768}]","2768","","","","","","","","","","","","","",""
"fullscreenexit","2","4861","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","fullscreen","2","5579","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","image-keyboard-response","3","7739","0.0-3.0-0.0","","2158","","","32","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","instructions","4","19336","0.0-4.0","[{""page_index"":0,""viewing_time"":8302},{""page_index"":1,""viewing_time"":3041}]","11343","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","instructions","5","20474","0.0-5.0","[{""page_index"":0,""viewing_time"":1138}]","1138","","","","","","","","","","","","","",""
"","","","rating","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","image-keyboard-response","6","23582","0.0-6.0-1.0","","3004","","trustrating_stim/white_mw053.bmp","3","","","","","","","","","","",""
"","","","ratingFB","5fc70f3bd255c10f0b2346ba","bdp_trlrn","Mon Mar 13 2023 21:33:38 GMT-0700 (Pacific Daylight Time)","818186","Untrustworthy,Trustworthy","image-keyboard-response","7","23787","0.0-6.0-2.0","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
