"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","instructions","1","3871","0.0-1.0","[{""page_index"":0,""viewing_time"":3870}]","3870","","","","","","","","","","","","","",""
"fullscreenenter","2","5767","fullscreenenter","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","fullscreen","2","6760","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","instructions","3","21586","0.0-4.0","[{""page_index"":0,""viewing_time"":11733},{""page_index"":1,""viewing_time"":3091}]","14824","","","","","","","","","","","","","",""
"","","","","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","instructions","4","22297","0.0-5.0","[{""page_index"":0,""viewing_time"":711}]","711","","","","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","5","25768","0.0-6.0-1.0","","3363","","trustrating_stim/white_00757_941201_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","6","25974","0.0-6.0-2.0","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","7","27305","0.0-6.0-1.1","","1217","","trustrating_stim/white_00223_940128_fb_edt.bmp","9","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","8","27512","0.0-6.0-2.1","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","9","28785","0.0-6.0-1.2","","1160","","trustrating_stim/white_mw046.bmp","9","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","10","28993","0.0-6.0-2.2","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","11","31524","0.0-6.0-1.3","","2420","","trustrating_stim/white_00659_941121_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","12","31735","0.0-6.0-2.3","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","13","33324","0.0-6.0-1.4","","1474","","trustrating_stim/white_mw099.bmp","8","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","14","33534","0.0-6.0-2.4","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","15","35469","0.0-6.0-1.5","","1822","","trustrating_stim/white_00602_940928_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","16","35683","0.0-6.0-2.5","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","17","37221","0.0-6.0-1.6","","1425","","trustrating_stim/white_00577_940928_fa_edt.bmp","9","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","18","37431","0.0-6.0-2.6","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","19","39558","0.0-6.0-1.7","","2020","","trustrating_stim/white_00898_960530_fa_edt.bmp","9","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","20","39774","0.0-6.0-2.7","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","21","42158","0.0-6.0-1.8","","2272","","trustrating_stim/white_mw053.bmp","7","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","22","42375","0.0-6.0-2.8","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","23","43868","0.0-6.0-1.9","","1381","","trustrating_stim/white_mw097.bmp","9","","","","","","","","","","",""
"","","","ratingFB","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","24","44077","0.0-6.0-2.9","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","5df1133b99b28201e0a1181c","bdp_trlrn","Mon Mar 13 2023 14:37:47 GMT-0400 (Eastern Daylight Time)","586443","Trustworthy,Untrustworthy","image-keyboard-response","25","44955","0.0-6.0-1.10","","767","","trustrating_stim/white_mw060.bmp","9","","","","","","","","","","",""
