"trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs"
"image-keyboard-response","63","133232","0.0-6.0-1.29","","3460","","","","rating","","trustrating_stim/white_00659_941121_fa_edt.bmp","6",""
"image-keyboard-response","64","133434","0.0-6.0-2.29","","null","","","","ratingFB","","trustrating_stim/white_00659_941121_fa_edt.bmp","null",""
"image-keyboard-response","65","136641","0.0-6.0-1.30","","3105","","","","rating","","trustrating_stim/white_00299_940422_fa_edt.bmp","2",""
"image-keyboard-response","66","136843","0.0-6.0-2.30","","null","","","","ratingFB","","trustrating_stim/white_00299_940422_fa_edt.bmp","null",""
"image-keyboard-response","67","143592","0.0-6.0-1.31","","6648","","","","rating","","trustrating_stim/white_mw066.bmp","4",""
"image-keyboard-response","68","143793","0.0-6.0-2.31","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null",""
"image-keyboard-response","69","145394","0.0-6.0-1.32","","1499","","","","rating","","trustrating_stim/white_mw097.bmp","8",""
"image-keyboard-response","70","145596","0.0-6.0-2.32","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null",""
"image-keyboard-response","71","147109","0.0-6.0-1.33","","1412","","","","rating","","trustrating_stim/white_00340_940422_fa_edt.bmp","8",""
"image-keyboard-response","72","147311","0.0-6.0-2.33","","null","","","","ratingFB","","trustrating_stim/white_00340_940422_fa_edt.bmp","null",""
"image-keyboard-response","73","149052","0.0-6.0-1.34","","1640","","","","rating","","trustrating_stim/white_mw060.bmp","7",""
"image-keyboard-response","74","149253","0.0-6.0-2.34","","null","","","","ratingFB","","trustrating_stim/white_mw060.bmp","null",""
"image-keyboard-response","75","152140","0.0-6.0-1.35","","2785","","","","rating","","trustrating_stim/white_mw084.bmp","3",""
"image-keyboard-response","76","152341","0.0-6.0-2.35","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null",""
"image-keyboard-response","77","154151","0.0-6.0-1.36","","1708","","","","rating","","trustrating_stim/white_mw099.bmp","2",""
"image-keyboard-response","78","154353","0.0-6.0-2.36","","null","","","","ratingFB","","trustrating_stim/white_mw099.bmp","null",""
"image-keyboard-response","79","155773","0.0-6.0-1.37","","1319","","","","rating","","trustrating_stim/white_mw071.bmp","3",""
"image-keyboard-response","80","155974","0.0-6.0-2.37","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null",""
"image-keyboard-response","81","157114","0.0-6.0-1.38","","1038","","","","rating","","trustrating_stim/white_mw063.bmp","3",""
"image-keyboard-response","82","157315","0.0-6.0-2.38","","null","","","","ratingFB","","trustrating_stim/white_mw063.bmp","null",""
"image-keyboard-response","83","161562","0.0-6.0-1.39","","4146","","","","rating","","trustrating_stim/white_00129_931230_fb_edt.bmp","3",""
"image-keyboard-response","84","161764","0.0-6.0-2.39","","null","","","","ratingFB","","trustrating_stim/white_00129_931230_fb_edt.bmp","null",""
"image-keyboard-response","85","162741","0.0-6.0-1.40","","876","","","","rating","","trustrating_stim/white_mw033.bmp","3",""
"image-keyboard-response","86","162943","0.0-6.0-2.40","","null","","","","ratingFB","","trustrating_stim/white_mw033.bmp","null",""
"image-keyboard-response","87","163894","0.0-6.0-1.41","","849","","","","rating","","trustrating_stim/white_mw035.bmp","3",""
"image-keyboard-response","88","164095","0.0-6.0-2.41","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null",""
"image-keyboard-response","89","165474","0.0-6.0-1.42","","1277","","","","rating","","trustrating_stim/white_mw056.bmp","6",""
"image-keyboard-response","90","165675","0.0-6.0-2.42","","null","","","","ratingFB","","trustrating_stim/white_mw056.bmp","null",""
"image-keyboard-response","91","166971","0.0-6.0-1.43","","1194","","","","rating","","trustrating_stim/white_00659_941121_fa_edt.bmp","6",""
"image-keyboard-response","92","167172","0.0-6.0-2.43","","null","","","","ratingFB","","trustrating_stim/white_00659_941121_fa_edt.bmp","null",""
"image-keyboard-response","93","168759","0.0-6.0-1.44","","1486","","","","rating","","trustrating_stim/white_mw048.bmp","4",""
"image-keyboard-response","94","168960","0.0-6.0-2.44","","null","","","","ratingFB","","trustrating_stim/white_mw048.bmp","null",""
"image-keyboard-response","95","170530","0.0-6.0-1.45","","1469","","","","rating","","trustrating_stim/white_00785_941205_fb_edt.bmp","7",""
"image-keyboard-response","96","170731","0.0-6.0-2.45","","null","","","","ratingFB","","trustrating_stim/white_00785_941205_fb_edt.bmp","null",""
"image-keyboard-response","97","172710","0.0-6.0-1.46","","1877","","","","rating","","trustrating_stim/white_00807_941205_fb_edt.bmp","2",""
"image-keyboard-response","98","172911","0.0-6.0-2.46","","null","","","","ratingFB","","trustrating_stim/white_00807_941205_fb_edt.bmp","null",""
"image-keyboard-response","99","175034","0.0-6.0-1.47","","2022","","","","rating","","trustrating_stim/white_00602_940928_fb_edt.bmp","1",""
"image-keyboard-response","100","175236","0.0-6.0-2.47","","null","","","","ratingFB","","trustrating_stim/white_00602_940928_fb_edt.bmp","null",""
"image-keyboard-response","101","176844","0.0-6.0-1.48","","1506","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","7",""
"image-keyboard-response","102","177045","0.0-6.0-2.48","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null",""
"image-keyboard-response","103","178812","0.0-6.0-1.49","","1665","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","2",""
"image-keyboard-response","104","179013","0.0-6.0-2.49","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null",""
"image-keyboard-response","105","180750","0.0-6.0-1.50","","1635","","","","rating","","trustrating_stim/white_00519_940519_fb_edt.bmp","6",""
"image-keyboard-response","106","180951","0.0-6.0-2.50","","null","","","","ratingFB","","trustrating_stim/white_00519_940519_fb_edt.bmp","null",""
"image-keyboard-response","107","183188","0.0-6.0-1.51","","2135","","","","rating","","trustrating_stim/white_mw046.bmp","6",""
"image-keyboard-response","108","183389","0.0-6.0-2.51","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null",""
"image-keyboard-response","109","184719","0.0-6.0-1.52","","1229","","","","rating","","trustrating_stim/white_mw053.bmp","3",""
"image-keyboard-response","110","184920","0.0-6.0-2.52","","null","","","","ratingFB","","trustrating_stim/white_mw053.bmp","null",""
"image-keyboard-response","111","189025","0.0-6.0-1.53","","4004","","","","rating","","trustrating_stim/white_mw089.bmp","3",""
"image-keyboard-response","112","189226","0.0-6.0-2.53","","null","","","","ratingFB","","trustrating_stim/white_mw089.bmp","null",""
"image-keyboard-response","113","190763","0.0-6.0-1.54","","1435","","","","rating","","trustrating_stim/white_00109_931230_fa_edt.bmp","1",""
"image-keyboard-response","114","190964","0.0-6.0-2.54","","null","","","","ratingFB","","trustrating_stim/white_00109_931230_fa_edt.bmp","null",""
"image-keyboard-response","115","192410","0.0-6.0-1.55","","1344","","","","rating","","trustrating_stim/white_mw049.bmp","2",""
"image-keyboard-response","116","192612","0.0-6.0-2.55","","null","","","","ratingFB","","trustrating_stim/white_mw049.bmp","null",""
"image-keyboard-response","117","194401","0.0-6.0-1.56","","1687","","","","rating","","trustrating_stim/white_00120_931230_fa_edt.bmp","3",""
"image-keyboard-response","118","194602","0.0-6.0-2.56","","null","","","","ratingFB","","trustrating_stim/white_00120_931230_fa_edt.bmp","null",""
"image-keyboard-response","119","197392","0.0-6.0-1.57","","2688","","","","rating","","trustrating_stim/white_00577_940928_fa_edt.bmp","7",""
"image-keyboard-response","120","197593","0.0-6.0-2.57","","null","","","","ratingFB","","trustrating_stim/white_00577_940928_fa_edt.bmp","null",""
"image-keyboard-response","121","199140","0.0-6.0-1.58","","1445","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","3",""
"image-keyboard-response","122","199342","0.0-6.0-2.58","","null","","","","ratingFB","","trustrating_stim/white_00223_940128_fb_edt.bmp","null",""
"image-keyboard-response","123","200800","0.0-6.0-1.59","","1356","","","","rating","","trustrating_stim/white_00898_960530_fa_edt.bmp","3",""
"image-keyboard-response","124","201002","0.0-6.0-2.59","","null","","","","ratingFB","","trustrating_stim/white_00898_960530_fa_edt.bmp","null",""
"instructions","125","202870","0.0-7.0","[{""page_index"":0,""viewing_time"":1766}]","1767","","","","","","","",""
"","","","","","","blur","126","210168","blurevent","","","","1"
"","","","","","","fullscreenexit","126","213789","fullscreenexit","","","",""
"","","","","","","focus","126","215204","focusevent","","","",""
"","","","","","","blur","126","217759","blurevent","","","",""
