"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"blur","0","0","blurevent","1","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","","","","",""
"focus","1","2187","focusevent","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","instructions","1","8037","0.0-1.0","[{""page_index"":0,""viewing_time"":8031}]","8031","","","","","","","","","","","","","",""
"fullscreenenter","2","10070","fullscreenenter","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","fullscreen","2","11030","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","instructions","3","37181","0.0-4.0","[{""page_index"":0,""viewing_time"":15065},{""page_index"":1,""viewing_time"":11084}]","26149","","","","","","","","","","","","","",""
"","","","","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","instructions","4","38557","0.0-5.0","[{""page_index"":0,""viewing_time"":1375}]","1375","","","","","","","","","","","","","",""
"","","","rating","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","image-keyboard-response","5","40262","0.0-6.0-1.0","","1595","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","image-keyboard-response","6","40464","0.0-6.0-2.0","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","image-keyboard-response","7","42618","0.0-6.0-1.1","","2048","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","","","",""
"","","","ratingFB","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","image-keyboard-response","8","42825","0.0-6.0-2.1","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","","60d2d061fd054556769ca306","bdp_trlrn","Sun Mar 12 2023 23:50:45 GMT-0400 (Eastern Daylight Time)","580486","Trustworthy,Untrustworthy","image-keyboard-response","9","44826","0.0-6.0-1.2","","1895","","trustrating_stim/white_mw056.bmp","2","","","","","","","","","","",""
