"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","pavlovia","0","18","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","instructions","1","67723","0.0-1.0","[{""page_index"":0,""viewing_time"":67702}]","67702","","","","","","","","","","","","","",""
"fullscreenexit","2","75326","fullscreenexit","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","fullscreen","2","76066","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","image-keyboard-response","3","95860","0.0-3.0-0.0","","19782","","","32","","","","","","","","","","",""
"","","","","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","instructions","4","200290","0.0-4.0","[{""page_index"":0,""viewing_time"":70315},{""page_index"":1,""viewing_time"":33854}]","104170","","","","","","","","","","","","","",""
"","","","","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","instructions","5","202257","0.0-5.0","[{""page_index"":0,""viewing_time"":1965}]","1965","","","","","","","","","","","","","",""
"","","","rating","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","image-keyboard-response","6","204507","0.0-6.0-1.0","","2132","","trustrating_stim/white_mw035.bmp","5","","","","","","","","","","",""
"","","","ratingFB","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","image-keyboard-response","7","204720","0.0-6.0-2.0","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","6401094035971e9972e06328","bdp_trlrn","Wed Mar 15 2023 23:14:55 GMT-0400 (Eastern Daylight Time)","996163","Trustworthy,Untrustworthy","image-keyboard-response","8","205678","0.0-6.0-1.1","","841","","trustrating_stim/white_mw049.bmp","5","","","","","","","","","","",""
