"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"image-keyboard-response","15","189820","0.0-6.0-1.5","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","3581","","","","rating","","","trustrating_stim/white_mw056.bmp","1","","","","","","","","","","",""
"image-keyboard-response","16","190028","0.0-6.0-2.5","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","192637","0.0-6.0-1.6","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2496","","","","rating","","","trustrating_stim/white_00109_931230_fa_edt.bmp","1","","","","","","","","","","",""
"image-keyboard-response","18","192841","0.0-6.0-2.6","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","196053","0.0-6.0-1.7","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","3104","","","","rating","","","trustrating_stim/white_mw089.bmp","2","","","","","","","","","","",""
"image-keyboard-response","20","196258","0.0-6.0-2.7","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","198716","0.0-6.0-1.8","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2350","","","","rating","","","trustrating_stim/white_00340_940422_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","22","198922","0.0-6.0-2.8","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","23","200892","0.0-6.0-1.9","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1863","","","","rating","","","trustrating_stim/white_mw063.bmp","5","","","","","","","","","","",""
"image-keyboard-response","24","201100","0.0-6.0-2.9","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","25","202620","0.0-6.0-1.10","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1407","","","","rating","","","trustrating_stim/white_mw046.bmp","1","","","","","","","","","","",""
"image-keyboard-response","26","202827","0.0-6.0-2.10","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"image-keyboard-response","27","204644","0.0-6.0-1.11","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1714","","","","rating","","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","28","204852","0.0-6.0-2.11","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","29","207493","0.0-6.0-1.12","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2533","","","","rating","","","trustrating_stim/white_00602_940928_fb_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","30","207701","0.0-6.0-2.12","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","31","210412","0.0-6.0-1.13","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2600","","","","rating","","","trustrating_stim/white_00785_941205_fb_edt.bmp","1","","","","","","","","","","",""
"image-keyboard-response","32","210620","0.0-6.0-2.13","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","33","212588","0.0-6.0-1.14","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1854","","","","rating","","","trustrating_stim/white_00577_940928_fa_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","34","212794","0.0-6.0-2.14","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","35","214892","0.0-6.0-1.15","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1992","","","","rating","","","trustrating_stim/white_mw035.bmp","2","","","","","","","","","","",""
"image-keyboard-response","36","215101","0.0-6.0-2.15","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"image-keyboard-response","37","216780","0.0-6.0-1.16","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1565","","","","rating","","","trustrating_stim/white_mw060.bmp","3","","","","","","","","","","",""
"image-keyboard-response","38","216986","0.0-6.0-2.16","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"image-keyboard-response","39","219374","0.0-6.0-1.17","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2282","","","","rating","","","trustrating_stim/white_mw066.bmp","3","","","","","","","","","","",""
"image-keyboard-response","40","219580","0.0-6.0-2.17","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"image-keyboard-response","41","221301","0.0-6.0-1.18","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1606","","","","rating","","","trustrating_stim/white_00120_931230_fa_edt.bmp","1","","","","","","","","","","",""
"image-keyboard-response","42","221510","0.0-6.0-2.18","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","43","223148","0.0-6.0-1.19","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1529","","","","rating","","","trustrating_stim/white_00898_960530_fa_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","44","223355","0.0-6.0-2.19","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","45","225364","0.0-6.0-1.20","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1898","","","","rating","","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","",""
"image-keyboard-response","46","225573","0.0-6.0-2.20","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"image-keyboard-response","47","227492","0.0-6.0-1.21","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1808","","","","rating","","","trustrating_stim/white_00659_941121_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","48","227700","0.0-6.0-2.21","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","49","231869","0.0-6.0-1.22","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","4058","","","","rating","","","trustrating_stim/white_00129_931230_fb_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","50","232075","0.0-6.0-2.22","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","51","235316","0.0-6.0-1.23","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","3126","","","","rating","","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","","",""
"image-keyboard-response","52","235523","0.0-6.0-2.23","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"image-keyboard-response","53","237916","0.0-6.0-1.24","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2277","","","","rating","","","trustrating_stim/white_00519_940519_fb_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","54","238124","0.0-6.0-2.24","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","55","241501","0.0-6.0-1.25","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","3273","","","","rating","","","trustrating_stim/white_mw053.bmp","1","","","","","","","","","","",""
"image-keyboard-response","56","241708","0.0-6.0-2.25","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"image-keyboard-response","57","243813","0.0-6.0-1.26","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1995","","","","rating","","","trustrating_stim/white_mw048.bmp","2","","","","","","","","","","",""
"image-keyboard-response","58","244018","0.0-6.0-2.26","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"image-keyboard-response","59","248036","0.0-6.0-1.27","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","3903","","","","rating","","","trustrating_stim/white_00807_941205_fb_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","60","248243","0.0-6.0-2.27","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","61","250520","0.0-6.0-1.28","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2165","","","","rating","","","trustrating_stim/white_mw071.bmp","2","","","","","","","","","","",""
"image-keyboard-response","62","250731","0.0-6.0-2.28","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"image-keyboard-response","63","252696","0.0-6.0-1.29","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1855","","","","rating","","","trustrating_stim/white_mw033.bmp","2","","","","","","","","","","",""
"image-keyboard-response","64","252905","0.0-6.0-2.29","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"image-keyboard-response","65","255657","0.0-6.0-1.30","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2638","","","","rating","","","trustrating_stim/white_00898_960530_fa_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","66","255866","0.0-6.0-2.30","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","67","261640","0.0-6.0-1.31","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","5665","","","","rating","","","trustrating_stim/white_00223_940128_fb_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","68","261848","0.0-6.0-2.31","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","69","264872","0.0-6.0-1.32","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2910","","","","rating","","","trustrating_stim/white_mw048.bmp","2","","","","","","","","","","",""
"image-keyboard-response","70","265081","0.0-6.0-2.32","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"image-keyboard-response","71","267329","0.0-6.0-1.33","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2138","","","","rating","","","trustrating_stim/white_00120_931230_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","72","267538","0.0-6.0-2.33","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","73","269752","0.0-6.0-1.34","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2105","","","","rating","","","trustrating_stim/white_00109_931230_fa_edt.bmp","1","","","","","","","","","","",""
"image-keyboard-response","74","269960","0.0-6.0-2.34","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","75","272016","0.0-6.0-1.35","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1941","","","","rating","","","trustrating_stim/white_00757_941201_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","76","272223","0.0-6.0-2.35","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","77","275088","0.0-6.0-1.36","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2752","","","","rating","","","trustrating_stim/white_00659_941121_fa_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","78","275298","0.0-6.0-2.36","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","79","277233","0.0-6.0-1.37","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1823","","","","rating","","","trustrating_stim/white_mw089.bmp","2","","","","","","","","","","",""
"image-keyboard-response","80","277439","0.0-6.0-2.37","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"image-keyboard-response","81","279817","0.0-6.0-1.38","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","2265","","","","rating","","","trustrating_stim/white_mw063.bmp","3","","","","","","","","","","",""
"image-keyboard-response","82","280022","0.0-6.0-2.38","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","83","281928","0.0-6.0-1.39","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","1796","","","","rating","","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","","",""
"image-keyboard-response","84","282138","0.0-6.0-2.39","63e711bb284d2bc894a057a6","bdp_trlrn","Sun Mar 12 2023 22:50:09 GMT-0500 (Central Daylight Time)","1613075","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
