"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"pavlovia","0","3","0.0-0.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","",""
"instructions","1","2061","0.0-1.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2058}]","2058","","","","","","","","","","","","","","","",""
"","","","","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","","fullscreenenter","2","3230","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","4213","0.0-2.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","","","","","","true","","","","","","","","","","",""
"instructions","3","18156","0.0-4.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":4880},{""page_index"":1,""viewing_time"":9062}]","13942","","","","","","","","","","","","","","","",""
"instructions","4","20161","0.0-5.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":2005}]","2005","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","21169","0.0-6.0-1.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","904","","","","rating","","trustrating_stim/white_mw035.bmp","9","","","","","","","","",""
"image-keyboard-response","6","21372","0.0-6.0-2.0","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"image-keyboard-response","7","21905","0.0-6.0-1.1","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","427","","","","rating","","trustrating_stim/white_mw085.bmp","8","","","","","","","","",""
"image-keyboard-response","8","22111","0.0-6.0-2.1","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw085.bmp","null","","","","","","","","",""
"image-keyboard-response","9","22593","0.0-6.0-1.2","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","377","","","","rating","","trustrating_stim/white_mw006.bmp","7","","","","","","","","",""
"image-keyboard-response","10","22796","0.0-6.0-2.2","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"image-keyboard-response","11","23288","0.0-6.0-1.3","DSTESTING","bdp_trlrn","Tue Mar 15 2022 11:45:05 GMT-0400 (Eastern Daylight Time)","149151","Untrustworthy,Trustworthy","","387","","","","rating","","trustrating_stim/white_mw025.bmp","6","","","","","","","","",""
