"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","1","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","instructions","1","4794","0.0-1.0","[{""page_index"":0,""viewing_time"":4791}]","4791","","","","","","","","","","","","","",""
"fullscreenenter","2","8898","fullscreenenter","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","fullscreen","2","9886","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","instructions","3","19700","0.0-4.0","[{""page_index"":0,""viewing_time"":6419},{""page_index"":1,""viewing_time"":3392}]","9811","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","instructions","4","24519","0.0-5.0","[{""page_index"":0,""viewing_time"":4818}]","4818","","","","","","","","","","","","","",""
"","","","rating","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","5","27027","0.0-6.0-1.0","","2403","","trustrating_stim/white_00519_940519_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","6","27229","0.0-6.0-2.0","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","7","29323","0.0-6.0-1.1","","1989","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","8","29525","0.0-6.0-2.1","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","9","30447","0.0-6.0-1.2","","819","","trustrating_stim/white_00120_931230_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","10","30650","0.0-6.0-2.2","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","11","32741","0.0-6.0-1.3","","1988","","trustrating_stim/white_00659_941121_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","12","32943","0.0-6.0-2.3","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63e576170eb086a90644efb4","bdp_trlrn","Sun Mar 12 2023 23:52:09 GMT-0400 (Eastern Daylight Time)","614130","Trustworthy,Untrustworthy","","image-keyboard-response","13","34177","0.0-6.0-1.4","","1130","","trustrating_stim/white_mw099.bmp","5","","","","","","","","","","",""
