"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"pavlovia","0","1","0.0-0.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","focus","1","7060","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","9113","0.0-1.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":9111}]","9112","","","","","","","","","","","","","",""
"","","","","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","fullscreenenter","2","15448","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","16440","0.0-2.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","46838","0.0-4.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":14119},{""page_index"":1,""viewing_time"":16279}]","30398","","","","","","","","","","","","","",""
"instructions","4","48219","0.0-5.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":1380}]","1380","","","","","","","","","","","","","",""
"image-keyboard-response","5","51094","0.0-6.0-1.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","2766","","trustrating_stim/white_mw048.bmp","5","","","","","","","","","","",""
"image-keyboard-response","6","51299","0.0-6.0-2.0","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"image-keyboard-response","7","53105","0.0-6.0-1.1","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1702","","trustrating_stim/white_00807_941205_fb_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","8","53317","0.0-6.0-2.1","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","9","56842","0.0-6.0-1.2","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","3416","","trustrating_stim/white_mw060.bmp","4","","","","","","","","","","",""
"image-keyboard-response","10","57058","0.0-6.0-2.2","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"image-keyboard-response","11","58729","0.0-6.0-1.3","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1569","","trustrating_stim/white_00785_941205_fb_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","12","58941","0.0-6.0-2.3","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","13","60489","0.0-6.0-1.4","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1446","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","",""
"image-keyboard-response","14","60692","0.0-6.0-2.4","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","15","62658","0.0-6.0-1.5","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1865","","trustrating_stim/white_mw099.bmp","6","","","","","","","","","","",""
"image-keyboard-response","16","62874","0.0-6.0-2.5","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"image-keyboard-response","17","64385","0.0-6.0-1.6","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1410","","trustrating_stim/white_mw071.bmp","8","","","","","","","","","","",""
"image-keyboard-response","18","64600","0.0-6.0-2.6","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"image-keyboard-response","19","66169","0.0-6.0-1.7","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1458","","trustrating_stim/white_00898_960530_fa_edt.bmp","5","","","","","","","","","","",""
"image-keyboard-response","20","66383","0.0-6.0-2.7","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","21","67979","0.0-6.0-1.8","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1487","","trustrating_stim/white_mw063.bmp","6","","","","","","","","","","",""
"image-keyboard-response","22","68191","0.0-6.0-2.8","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","23","69533","0.0-6.0-1.9","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1241","","trustrating_stim/white_00577_940928_fa_edt.bmp","8","","","","","","","","","","",""
"image-keyboard-response","24","69735","0.0-6.0-2.9","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","25","71282","0.0-6.0-1.10","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1437","","trustrating_stim/white_mw056.bmp","5","","","","","","","","","","",""
"image-keyboard-response","26","71499","0.0-6.0-2.10","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"image-keyboard-response","27","73186","0.0-6.0-1.11","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1586","","trustrating_stim/white_00223_940128_fb_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","28","73397","0.0-6.0-2.11","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","29","74717","0.0-6.0-1.12","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1219","","trustrating_stim/white_00129_931230_fb_edt.bmp","8","","","","","","","","","","",""
"image-keyboard-response","30","74920","0.0-6.0-2.12","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","31","75965","0.0-6.0-1.13","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","944","","trustrating_stim/white_mw066.bmp","8","","","","","","","","","","",""
"image-keyboard-response","32","76173","0.0-6.0-2.13","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"image-keyboard-response","33","77706","0.0-6.0-1.14","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1431","","trustrating_stim/white_00659_941121_fa_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","34","77908","0.0-6.0-2.14","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","35","79425","0.0-6.0-1.15","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","rating","","1415","","trustrating_stim/white_00120_931230_fa_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","36","79638","0.0-6.0-2.15","63ecff07b619306f41db42fa","bdp_trlrn","Wed Mar 15 2023 20:30:30 GMT-0700 (Pacific Daylight Time)","642286","Trustworthy,Untrustworthy","","","","ratingFB","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
