"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"image-keyboard-response","54","150700","0.0-6.0-2.24","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"image-keyboard-response","55","153094","0.0-6.0-1.25","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2286","","","","rating","","","trustrating_stim/white_00577_940928_fa_edt.bmp","3","","","","","","","","","","",""
"image-keyboard-response","56","153299","0.0-6.0-2.25","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","57","155435","0.0-6.0-1.26","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2027","","","","rating","","","trustrating_stim/white_00807_941205_fb_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","58","155650","0.0-6.0-2.26","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","59","157973","0.0-6.0-1.27","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2212","","","","rating","","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","60","158184","0.0-6.0-2.27","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","61","160707","0.0-6.0-1.28","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2403","","","","rating","","","trustrating_stim/white_00659_941121_fa_edt.bmp","2","","","","","","","","","","",""
"image-keyboard-response","62","160914","0.0-6.0-2.28","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","63","168798","0.0-6.0-1.29","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","7778","","","","rating","","","trustrating_stim/white_mw053.bmp","6","","","","","","","","","","",""
"image-keyboard-response","64","169004","0.0-6.0-2.29","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"image-keyboard-response","65","172213","0.0-6.0-1.30","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","3095","","","","rating","","","trustrating_stim/white_00761_941201_fb_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","66","172431","0.0-6.0-2.30","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","67","179144","0.0-6.0-1.31","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","6591","","","","rating","","","trustrating_stim/white_mw053.bmp","5","","","","","","","","","","",""
"image-keyboard-response","68","179363","0.0-6.0-2.31","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"image-keyboard-response","69","181514","0.0-6.0-1.32","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2029","","","","rating","","","trustrating_stim/white_00807_941205_fb_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","70","181729","0.0-6.0-2.32","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","71","185357","0.0-6.0-1.33","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","3507","","","","rating","","","trustrating_stim/white_00659_941121_fa_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","72","185573","0.0-6.0-2.33","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","73","187909","0.0-6.0-1.34","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2216","","","","rating","","","trustrating_stim/white_mw089.bmp","8","","","","","","","","","","",""
"image-keyboard-response","74","188121","0.0-6.0-2.34","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"image-keyboard-response","75","191234","0.0-6.0-1.35","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","3006","","","","rating","","","trustrating_stim/white_mw063.bmp","8","","","","","","","","","","",""
"image-keyboard-response","76","191454","0.0-6.0-2.35","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"image-keyboard-response","77","193672","0.0-6.0-1.36","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","2095","","","","rating","","","trustrating_stim/white_mw049.bmp","4","","","","","","","","","","",""
"image-keyboard-response","78","193885","0.0-6.0-2.36","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"image-keyboard-response","79","198732","0.0-6.0-1.37","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","4741","","","","rating","","","trustrating_stim/white_00757_941201_fa_edt.bmp","6","","","","","","","","","","",""
"image-keyboard-response","80","198939","0.0-6.0-2.37","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","81","203172","0.0-6.0-1.38","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","4110","","","","rating","","","trustrating_stim/white_00129_931230_fb_edt.bmp","4","","","","","","","","","","",""
"image-keyboard-response","82","203386","0.0-6.0-2.38","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"image-keyboard-response","83","204893","0.0-6.0-1.39","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","1386","","","","rating","","","trustrating_stim/white_00577_940928_fa_edt.bmp","7","","","","","","","","","","",""
"image-keyboard-response","84","205101","0.0-6.0-2.39","5e03f8517f08edece67a3137","bdp_trlrn","Sun Mar 12 2023 23:56:18 GMT-0400 (Eastern Daylight Time)","1395240","Trustworthy,Untrustworthy","","null","","","","ratingFB","","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
