"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"image-keyboard-response","13","20938","0.0-6.0-1.4","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","86","","","","rating","","trustrating_stim/white_00897_960530_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","14","21144","0.0-6.0-2.4","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","15","21283","0.0-6.0-1.5","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","35","","","","rating","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","16","21485","0.0-6.0-2.5","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","17","21669","0.0-6.0-1.6","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","83","","","","rating","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","",""
"image-keyboard-response","18","21871","0.0-6.0-2.6","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","",""
"image-keyboard-response","19","22043","0.0-6.0-1.7","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","70","","","","rating","","trustrating_stim/white_mw097.bmp","4","","","","","","","","","",""
"image-keyboard-response","20","22249","0.0-6.0-2.7","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","",""
"image-keyboard-response","21","22351","0.0-6.0-1.8","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","0","","","","rating","","trustrating_stim/white_00761_941201_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","22","22552","0.0-6.0-2.8","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","23","22680","0.0-6.0-1.9","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","21","","","","rating","","trustrating_stim/white_mw025.bmp","2","","","","","","","","","",""
"image-keyboard-response","24","22882","0.0-6.0-2.9","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw025.bmp","null","","","","","","","","","",""
"image-keyboard-response","25","23078","0.0-6.0-1.10","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","91","","","","rating","","trustrating_stim/white_mw084.bmp","4","","","","","","","","","",""
"image-keyboard-response","26","23280","0.0-6.0-2.10","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","",""
"image-keyboard-response","27","23436","0.0-6.0-1.11","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","53","","","","rating","","trustrating_stim/white_mw058.bmp","2","","","","","","","","","",""
"image-keyboard-response","28","23637","0.0-6.0-2.11","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw058.bmp","null","","","","","","","","","",""
"image-keyboard-response","29","23744","0.0-6.0-1.12","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","1","","","","rating","","trustrating_stim/white_mw022.bmp","4","","","","","","","","","",""
"image-keyboard-response","30","23946","0.0-6.0-2.12","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw022.bmp","null","","","","","","","","","",""
"image-keyboard-response","31","24067","0.0-6.0-1.13","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","15","","","","rating","","trustrating_stim/white_mw035.bmp","2","","","","","","","","","",""
"image-keyboard-response","32","24270","0.0-6.0-2.13","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","",""
"image-keyboard-response","33","24388","0.0-6.0-1.14","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","14","","","","rating","","trustrating_stim/white_mw016.bmp","4","","","","","","","","","",""
"image-keyboard-response","34","24593","0.0-6.0-2.14","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw016.bmp","null","","","","","","","","","",""
"image-keyboard-response","35","24772","0.0-6.0-1.15","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","77","","","","rating","","trustrating_stim/white_00960_960627_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","36","24975","0.0-6.0-2.15","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00960_960627_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","37","25084","0.0-6.0-1.16","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","6","","","","rating","","trustrating_stim/white_mw012.bmp","2","","","","","","","","","",""
"image-keyboard-response","38","25286","0.0-6.0-2.16","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw012.bmp","null","","","","","","","","","",""
"image-keyboard-response","39","25478","0.0-6.0-1.17","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","91","","","","rating","","trustrating_stim/white_mw040.bmp","2","","","","","","","","","",""
"image-keyboard-response","40","25682","0.0-6.0-2.17","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw040.bmp","null","","","","","","","","","",""
"image-keyboard-response","41","25897","0.0-6.0-1.18","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","113","","","","rating","","trustrating_stim/white_00253_940128_fa_edt.bmp","2","","","","","","","","","",""
"image-keyboard-response","42","26103","0.0-6.0-2.18","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","43","26322","0.0-6.0-1.19","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","117","","","","rating","","trustrating_stim/white_mw013.bmp","2","","","","","","","","","",""
"image-keyboard-response","44","26527","0.0-6.0-2.19","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw013.bmp","null","","","","","","","","","",""
"image-keyboard-response","45","26670","0.0-6.0-1.20","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","38","","","","rating","","trustrating_stim/white_mw057.bmp","4","","","","","","","","","",""
"image-keyboard-response","46","26871","0.0-6.0-2.20","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw057.bmp","null","","","","","","","","","",""
"image-keyboard-response","47","26981","0.0-6.0-1.21","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","5","","","","rating","","trustrating_stim/white_mw072.bmp","2","","","","","","","","","",""
"image-keyboard-response","48","27182","0.0-6.0-2.21","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw072.bmp","null","","","","","","","","","",""
"image-keyboard-response","49","27394","0.0-6.0-1.22","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","108","","","","rating","","trustrating_stim/white_00109_931230_fa_edt.bmp","2","","","","","","","","","",""
"image-keyboard-response","50","27596","0.0-6.0-2.22","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","51","27777","0.0-6.0-1.23","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","80","","","","rating","","trustrating_stim/white_mw054.bmp","2","","","","","","","","","",""
"image-keyboard-response","52","27983","0.0-6.0-2.23","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw054.bmp","null","","","","","","","","","",""
"image-keyboard-response","53","28105","0.0-6.0-1.24","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","18","","","","rating","","trustrating_stim/white_mw071.bmp","4","","","","","","","","","",""
"image-keyboard-response","54","28306","0.0-6.0-2.24","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","",""
"image-keyboard-response","55","28434","0.0-6.0-1.25","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","21","","","","rating","","trustrating_stim/white_mw089.bmp","2","","","","","","","","","",""
"image-keyboard-response","56","28636","0.0-6.0-2.25","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","",""
"image-keyboard-response","57","28849","0.0-6.0-1.26","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","111","","","","rating","","trustrating_stim/white_00785_941205_fb_edt.bmp","2","","","","","","","","","",""
"image-keyboard-response","58","29054","0.0-6.0-2.26","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","59","29247","0.0-6.0-1.27","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","91","","","","rating","","trustrating_stim/white_mw051.bmp","2","","","","","","","","","",""
"image-keyboard-response","60","29449","0.0-6.0-2.27","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw051.bmp","null","","","","","","","","","",""
"image-keyboard-response","61","29562","0.0-6.0-1.28","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","11","","","","rating","","trustrating_stim/white_mw043.bmp","4","","","","","","","","","",""
"image-keyboard-response","62","29766","0.0-6.0-2.28","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw043.bmp","null","","","","","","","","","",""
"image-keyboard-response","63","29935","0.0-6.0-1.29","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","64","","","","rating","","trustrating_stim/white_mw066.bmp","2","","","","","","","","","",""
"image-keyboard-response","64","30137","0.0-6.0-2.29","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","",""
"image-keyboard-response","65","30299","0.0-6.0-1.30","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","60","","","","rating","","trustrating_stim/white_00807_941205_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","66","30501","0.0-6.0-2.30","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","67","30661","0.0-6.0-1.31","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","58","","","","rating","","trustrating_stim/white_00658_941121_fb_edt.bmp","2","","","","","","","","","",""
"image-keyboard-response","68","30863","0.0-6.0-2.31","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00658_941121_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","69","31110","0.0-6.0-1.32","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","144","","","","rating","","trustrating_stim/white_mw080.bmp","2","","","","","","","","","",""
"image-keyboard-response","70","31315","0.0-6.0-2.32","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw080.bmp","null","","","","","","","","","",""
"image-keyboard-response","71","31480","0.0-6.0-1.33","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","62","","","","rating","","trustrating_stim/white_mw019.bmp","4","","","","","","","","","",""
"image-keyboard-response","72","31683","0.0-6.0-2.33","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw019.bmp","null","","","","","","","","","",""
"image-keyboard-response","73","32009","0.0-6.0-1.34","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","223","","","","rating","","trustrating_stim/white_mw085.bmp","4","","","","","","","","","",""
"image-keyboard-response","74","32212","0.0-6.0-2.34","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw085.bmp","null","","","","","","","","","",""
"image-keyboard-response","75","32354","0.0-6.0-1.35","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","36","","","","rating","","trustrating_stim/white_00602_940928_fb_edt.bmp","4","","","","","","","","","",""
"image-keyboard-response","76","32559","0.0-6.0-2.35","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","77","32730","0.0-6.0-1.36","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","70","","","","rating","","trustrating_stim/white_mw044.bmp","9","","","","","","","","","",""
"image-keyboard-response","78","32934","0.0-6.0-2.36","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw044.bmp","null","","","","","","","","","",""
"image-keyboard-response","79","33057","0.0-6.0-1.37","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","16","","","","rating","","trustrating_stim/white_mw082.bmp","8","","","","","","","","","",""
"image-keyboard-response","80","33258","0.0-6.0-2.37","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_mw082.bmp","null","","","","","","","","","",""
"image-keyboard-response","81","33479","0.0-6.0-1.38","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","120","","","","rating","","trustrating_stim/white_00757_941201_fa_edt.bmp","9","","","","","","","","","",""
"image-keyboard-response","82","33682","0.0-6.0-2.38","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","",""
"image-keyboard-response","83","33789","0.0-6.0-1.39","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","3","","","","rating","","trustrating_stim/white_00657_941121_fa_edt.bmp","6","","","","","","","","","",""
"image-keyboard-response","84","33991","0.0-6.0-2.39","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","null","","","","ratingFB","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","","",""
"instructions","85","35881","0.0-7.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":1785}]","1786","","","","","","","","","","","","","","","","",""
"instructions","86","68137","0.0-8.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":6258},{""page_index"":1,""viewing_time"":7543},{""page_index"":2,""viewing_time"":5983},{""page_index"":3,""viewing_time"":2681},{""page_index"":4,""viewing_time"":4057},{""page_index"":5,""viewing_time"":4489},{""page_index"":6,""viewing_time"":1141}]","32152","","","","","","","","","","","","","","","","",""
"html-keyboard-response","87","71622","0.0-9.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","3483","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","",""
"html-keyboard-response","88","72634","0.0-10.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","909","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>1) What is the minimum number of points you can choose to send to your partner?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#FF0000'>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The minimum number of points you can choose to send to your partner is 1 point.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
"html-keyboard-response","89","73073","0.0-11.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","339","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p>c) 3</p>","C","","","","","","","","","",""
"html-keyboard-response","90","73797","0.0-12.0","DAS","bdp_trlrn","Tue Feb 08 2022 16:31:32 GMT-0500 (Eastern Standard Time)","256821","Untrustworthy,Trustworthy","","622","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 4</small></div><div style='text-align:left; position: absolute; top: 10%; left: 20%; width: 60%'><p><strong>2) What is the maximum number of points you can choose to send to your partner?</strong></p><p>a) 8</p><p>b) 5</p><p style='color:#FF0000'>c) 3</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>The maximum number of points you can choose to send to your partner is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","",""
