"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"focus","0","0","focusevent","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","instructions","1","6625","0.0-1.0","[{""page_index"":0,""viewing_time"":6619}]","6619","","","","","","","","","","","","","",""
"fullscreenenter","2","11309","fullscreenenter","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","fullscreen","2","12299","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","instructions","3","31606","0.0-4.0","[{""page_index"":0,""viewing_time"":14454},{""page_index"":1,""viewing_time"":4852}]","19306","","","","","","","","","","","","","",""
"","","","","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","instructions","4","32719","0.0-5.0","[{""page_index"":0,""viewing_time"":1113}]","1113","","","","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","5","36670","0.0-6.0-1.0","","3848","","trustrating_stim/white_mw084.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","6","36871","0.0-6.0-2.0","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","7","38567","0.0-6.0-1.1","","1594","","trustrating_stim/white_mw071.bmp","3","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","8","38768","0.0-6.0-2.1","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","9","40790","0.0-6.0-1.2","","1919","","trustrating_stim/white_mw099.bmp","3","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","10","40991","0.0-6.0-2.2","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","11","42254","0.0-6.0-1.3","","1160","","trustrating_stim/white_mw049.bmp","6","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","12","42455","0.0-6.0-2.3","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","13","43998","0.0-6.0-1.4","","1442","","trustrating_stim/white_mw066.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","14","44200","0.0-6.0-2.4","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","15","45823","0.0-6.0-1.5","","1521","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","16","46025","0.0-6.0-2.5","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","17","47227","0.0-6.0-1.6","","1101","","trustrating_stim/white_00898_960530_fa_edt.bmp","3","","","","","","","","","","",""
"","","","ratingFB","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","18","47429","0.0-6.0-2.6","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63ed0065eb23ac3ee1726453","bdp_trlrn","Mon Mar 13 2023 16:18:20 GMT-0400 (Eastern Daylight Time)","585325","Trustworthy,Untrustworthy","image-keyboard-response","19","48660","0.0-6.0-1.7","","1129","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","",""
