PROLIFIC_PID,totalTime,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LR_biasedOC,subj2LRTp_biasedOC,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5f2f86864fd821374b4367bc,317.618,0.1178916492752815,0.6568415322229163,-0.9999092042625952,200.5049568062073,-0.5389498829476348,2.64416527962956e-05,0.7803030303030303,0.0075757575757575,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0
61492ac26b91b5b11ba2c88b,504.727,0.132576317046637,4.53978687024344e-05,-0.5310595767100325,191.30692845897843,0.1325309191779346,3.5029128029254482e-09,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0
60234c1d5a0cf81cba76ce5d,1140.393,4.53978687024344e-05,4.53978687024344e-05,-0.1222625035041946,210.50088878393453,0.0,0.2736087262493098,0.0,0.053030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0
6362aca86b740b1ec4cb6efb,635.299,4.53978687024344e-05,4.53978687024344e-05,-0.6061038555753364,173.32019368301195,0.0,7.279408666193593e-17,0.3712121212121212,0.0075757575757575,0.2045454545454545,1.86,0.0,0.1666666666666666,0.0,65.18,4.0
60fcd2b146529d02f1566012,442.68,0.0227173427499041,4.53978687024344e-05,-0.6779208120841875,184.1466956939433,0.0226719448812016,3.130936223826083e-12,0.0,0.0,0.3863636363636363,7.45,0.0,0.0,0.3333333333333333,24.14,0.0
63ed12d2c25b08ba24fe8a41,496.667,0.3048214570134419,0.8004120271286617,0.2123654200902567,186.2700945898073,-0.4955905701152198,2.5206241986623903e-11,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0
5d412a9013864b0015b14b31,324.832,0.0368701952128641,0.1007086991381866,-0.3042939319310869,209.4487209104869,-0.0638385039253225,0.1118943553349329,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0
63d2bc12a843f8466a8f83e0,546.348,0.0384500695802198,0.9999546021312976,0.7962176049538294,197.1659775191996,-0.9615045325510776,1.0523042628342286e-06,0.0075757575757575,0.0,0.4318181818181818,13.8,0.0,0.0,0.0,71.33,1.0
610b416fd4f5d1dcfaa28d7a,465.434,0.3659615080038209,0.9999546021312976,-0.2961108563630583,194.7293220825973,-0.6339930941274767,9.868448354463617e-08,0.0,0.0,0.2424242424242424,10.85,0.0,0.0,0.1666666666666666,12.14,0.0
63d9f31dba727de153019798,336.128,0.9999546021312976,4.53978687024344e-05,0.9999092042625952,126.65364692182804,0.9999092042625952,5.789320246088847e-37,0.6666666666666666,0.0,0.553030303030303,5.47,0.0,0.0,0.8333333333333334,21.47,0.0
