PROLIFIC_PID,totalTime,rat_mean,rat_std,rat_r1r2_corr_r,rat_r1r2_corr_p,frat_r1r2_corr_r,frat_r1r2_corr_p,subjLR_3prm,subjD_3prm,subjp0_3prm,subjNLL_3prm,subjLRTp_3prm,qa:rat_%rt<300,qa:rat_%rt>10000,qa:rat_%Conseqs,qa:rat_instruxDur,qa:rat_blurEv,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:dec_blurEv,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur
62ec219e5f3634408fb35580,580.123,4.433333333333334,2.36762533301072,0.9019710890431288,1.0088903027443758e-11,0.9240300408519946,1.752515655257651e-05,0.7684771243626488,0.9999546021312976,-0.2153359281263305,148.9519040497497,1.8691896448259176e-29,0.0,0.0,0.2166666666666666,10.15,0.0,0.0303030303030303,0.0,0.4015151515151515,92.04,0.0,0.0,0.0,0.0833333333333333,9.87
594936ad4152bf0001bfd5cd,676.363,4.8,0.5142049977013226,0.8790490729915331,1.651842160055644e-10,0.5024862830384333,0.0959314692546617,0.4578393342423,0.9999546021312976,-0.0600603431366105,164.03253407776987,7.567487382783401e-23,0.0,0.0,0.5666666666666667,10.48,0.0,0.0,0.0,0.3257575757575757,79.41,0.0,0.0,0.0,0.1666666666666666,16.25
63d842d3e9626bd5fe5c17b1,465.26,5.0,0.0,,,,,0.0495755807946935,0.9999546021312976,0.9999092042625952,181.0661626652588,2.335780079691789e-15,0.2,0.0,0.9833333333333332,6.34,1.0,0.4696969696969697,0.0,0.6515151515151515,81.43,0.0,0.0,0.0,0.3333333333333333,12.38
631bc422eec20143118ad66b,623.131,6.316666666666666,2.3397208776498823,0.3903660002865512,0.0329485750026988,0.5445247005394181,0.0671707368931895,0.1216779469984261,0.2488040235365418,0.1731063010979809,199.2192697957312,2.700190957174817e-07,0.0,0.0,0.1833333333333333,21.99,0.0,0.4848484848484848,0.0,0.4469696969696969,135.32,1.0,0.0,0.0,0.3333333333333333,8.66
58016c9f551314000145af58,787.676,4.816666666666666,0.8334463200240203,0.7516773990357879,1.6845778022336029e-06,0.7448044896552724,0.0054499344503514,0.0898655545793649,0.4989332570160221,0.110904390950153,208.2163346049798,0.0036325355945304,0.0,0.0,0.3666666666666666,20.34,0.0,0.0757575757575757,0.0,0.2727272727272727,174.71,0.0,0.0,0.0,0.0833333333333333,4.06
63d1c10210ce566ce71616e8,576.004,1.8833333333333333,1.354110711577543,0.2738591217106548,0.1430803014961939,0.0736313913357908,0.8201012433956852,0.0393258430217446,0.2840280858299787,-0.0740545068646991,211.0736193841804,0.0975975297199875,0.0,0.0,0.4166666666666667,8.19,0.0,0.5984848484848485,0.0,0.3181818181818182,165.31,0.0,0.0,0.0,0.4166666666666667,14.54
5e55e83cc65ccb5ed547cb04,849.288,3.933333333333333,2.3783391631853603,0.5525170204742224,0.0015453460148688,0.1390804904549582,0.6664068421034149,0.2120067925787544,0.7665136256813013,-0.3176668667464057,198.2848306492824,1.0272467542087773e-07,0.0,0.0,0.2,14.41,0.0,0.0151515151515151,0.0,0.1136363636363636,167.73,0.0,0.0,0.0,0.0,31.9
63e5b3e89a3823139cb9d35e,657.417,5.133333333333334,2.235815300175123,0.38447677589717,0.0359241803718456,0.6118614236494304,0.034479980810914,0.0457952891994993,0.5654578747735973,-0.1606932418749964,209.7737729614445,0.0207929562811251,0.0,0.0,0.15,40.25,0.0,0.4015151515151515,0.0,0.2803030303030303,134.87,0.0,0.0,0.0,0.25,42.93
6400ea4cec0b310140841b2d,574.005,3.6,2.2639398686390853,0.8485481047475264,3.160934644271203e-09,0.9504285966322146,2.168618322822135e-06,0.1800103339456661,0.3816183844705015,-0.1615021932329723,207.69056997085525,0.0020430294589622,0.0,0.0,0.1333333333333333,7.7,0.0,0.3333333333333333,0.0,0.1515151515151515,56.87,0.0,0.0,0.0,0.0833333333333333,4.16
6352b3c968388ef86f3556db,633.379,5.166666666666667,2.0433162366451887,0.6817280529627138,3.3514927991046214e-05,0.5457878825534308,0.066412324452906,0.2401168331101057,0.6451200098835835,0.9999092042625952,183.48118925848135,2.7171936330801864e-14,0.0,0.0,0.0666666666666666,20.61,0.0,0.106060606060606,0.0,0.2348484848484848,71.35,0.0,0.0,0.0,0.25,16.27
63dc7b5bf451a34177b66c66,1163.551,4.683333333333334,1.545816296523902,-0.4109932346065582,0.0240583974034598,-0.5240974256643346,0.0802766252861273,0.1967932977975856,0.9999546021312976,-0.0229212333937937,172.19278943766818,2.8981914885034814e-19,0.0,0.0333333333333333,0.1333333333333333,74.46,0.0,0.0909090909090909,0.0,0.2272727272727272,285.04,0.0,0.0,0.0833333333333333,0.0833333333333333,32.34
63d881ab484805569b553bd8,585.3,3.7666666666666666,2.036669486900134,0.5786407277758675,0.000808920358334,0.5968906638081337,0.040461682906597,0.0125489984187742,4.53978687024344e-05,0.0169853971635671,211.38943210921957,0.146077114215996,0.0,0.0,0.3,11.08,0.0,0.0909090909090909,0.0,0.0227272727272727,66.1,0.0,0.0,0.0,0.25,8.12
63d43dc4b4b7a0e426a381cd,718.52,5.633333333333334,1.5290039592311828,0.5889326939891582,0.000617421268637,0.8874985629701009,0.0001171710967763,0.0391580291404639,0.9999546021312976,0.9999092042625952,171.94549754636256,2.2564758518062146e-19,0.0,0.0,0.35,8.24,0.0,0.0151515151515151,0.0,0.5909090909090909,97.42,0.0,0.0,0.0,0.0833333333333333,8.92
5e7abb2c6c89e4000a180b4a,830.858,4.716666666666667,1.688361623512988,0.794124879055131,1.6250321461737086e-07,0.2578483140393151,0.418441939311109,0.6193114237827686,0.9999546021312976,-0.2960147527069962,125.95480004803466,1.6515750284286162e-39,0.0,0.0,0.1166666666666666,25.13,0.0,0.0,0.0,0.6363636363636364,109.7,0.0,0.0,0.0,0.0,27.36
63d42c21dc6f4d60e34cc337,602.312,4.216666666666667,2.278057949789441,0.5987845617147767,0.0004726563211458,0.7637174416227143,0.003839424550995,4.53978687024344e-05,0.0362910355229085,0.3596136510231875,196.69649555061076,1.9958227769313663e-08,0.0,0.0,0.1166666666666666,11.29,0.0,0.2954545454545454,0.0,0.1363636363636363,68.15,0.0,0.0,0.0,0.0833333333333333,5.58
62f6bc18e456bdf4bc90dd7b,829.322,4.383333333333334,2.1160537837728057,0.5807761692422942,0.0007653867388138,0.9058414916072398,4.967593511779448e-05,0.5659956321124887,0.2224721534312171,-0.0751911683194969,201.7556274816176,3.7661058236959857e-06,0.0,0.0833333333333333,0.1833333333333333,5.65,0.0,0.3333333333333333,0.0454545454545454,0.4621212121212121,65.48,0.0,0.0,0.0,0.1666666666666666,13.59
63d6873b65a6170d64a652f6,490.148,4.616666666666666,1.121313797635774,0.3133197987954037,0.0918043320417678,0.5765196684585955,0.0497371227427325,0.0045770751992823,0.9999546021312976,0.5617050301112143,182.72279678110365,1.2569534329065295e-14,0.0,0.0,0.2,8.34,0.0,0.3712121212121212,0.0,0.4318181818181818,62.88,0.0,0.0,0.0,0.1666666666666666,4.25
633fa968afc8d3d2c0d8745c,486.63,5.45,0.928366526098212,,,0.4542789501274428,0.1379179404686999,0.0065393968902625,0.9999546021312976,0.4300440238558582,195.83653137034608,8.236124772071868e-09,0.75,0.0,0.9333333333333332,18.46,0.0,0.4848484848484848,0.0075757575757575,0.4469696969696969,12.08,0.0,0.75,0.0,0.4166666666666667,22.64
5c3161130cfe9a00012f71ff,629.672,4.8,2.097617696340303,0.292838086090094,0.1163132752496526,0.290817903721613,0.3591209803923028,4.53978687024344e-05,4.53978687024344e-05,0.6232967923590977,171.46894271435082,1.3931061397578716e-19,0.0,0.0166666666666666,0.0333333333333333,40.95,0.0,0.5833333333333334,0.0,0.4090909090909091,102.28,0.0,0.0,0.0,0.25,7.29
5f1f3581b5cf3e103cc545c9,1031.882,3.95,1.5118178528972936,0.617593159436439,0.0002768505246033,0.486361355805591,0.1088640970123005,0.1121920442495046,0.5824411032905712,-0.1970948240443732,201.8351467553698,4.091884459237953e-06,0.0,0.0,0.1333333333333333,43.33,0.0,0.0,0.0,0.1742424242424242,264.75,0.0,0.0,0.0,0.0833333333333333,16.85
63d42387aba51e699ab9ce5c,640.219,4.05,1.943481063470338,-0.0190719185398519,0.92031942183824,0.4943049154090927,0.1023567257868151,0.0039679078905948,0.330059525304371,-0.177303715048648,208.91181747166263,0.0078473945166152,0.0,0.0,0.0833333333333333,10.68,2.0,0.4318181818181818,0.0075757575757575,0.1136363636363636,65.07,0.0,0.0,0.0,0.4166666666666667,8.88
5fa935b3d330fa0429da624a,629.818,3.75,2.071804257490541,0.7499000732791516,1.8390782904718e-06,0.5947618842394494,0.0413683510900966,0.252856208807827,0.1938271960088817,-0.0912170990688868,188.92330055045196,6.937514110123852e-12,0.0,0.0,0.1333333333333333,48.18,1.0,0.0303030303030303,0.0,0.2045454545454545,53.46,0.0,0.0,0.0,0.0833333333333333,21.93
63d97863bc1e08294519edd8,529.461,4.916666666666667,2.085394460646996,0.8246610189873641,2.101258625800485e-08,0.1524314076742539,0.636256996486774,0.0923422438973465,0.4733949473624104,-0.4632964503243856,206.73267539045935,0.0007241337511325,0.0,0.0,0.0833333333333333,6.31,0.0,0.2803030303030303,0.0,0.6742424242424242,78.72,0.0,0.0,0.0,0.1666666666666666,13.91
60fefd59226b2b1d87bc36db,776.367,1.0333333333333334,0.2581988897471614,,,,,0.0882196989770555,0.1621315862797191,-0.084321911939337,206.89153126236644,0.0008593081656597,0.0666666666666666,0.0166666666666666,0.95,13.69,0.0,0.1969696969696969,0.0227272727272727,0.5,105.48,0.0,0.0833333333333333,0.0,0.9166666666666666,65.98
5f5691fb24d1090e6bcdf1ec,533.771,3.55,1.048404760754586,0.4613328389982579,0.0102873230589324,0.6497768890146263,0.0221908786888905,0.1585756398830215,0.3701452357038972,-0.2262023169923737,199.4448280258067,3.410721824994127e-07,0.0,0.0,0.35,6.48,1.0,0.303030303030303,0.0,0.3106060606060606,65.52,0.0,0.0,0.0,0.25,5.4
5d5606cd4171ec00182e2b15,389.871,3.25,0.5407151573203143,0.2268886218837166,0.2279267968596655,,,0.2175334452697958,4.53978687024344e-05,0.9999092042625952,146.0404271151352,9.945436661272577e-31,0.0,0.0,0.75,3.28,0.0,0.6893939393939394,0.0,0.8636363636363636,47.87,0.0,0.0,0.0,0.9166666666666666,8.25
6162341a644c08d5cca4b7bb,523.927,3.183333333333333,1.0968625003311805,0.4253930554067385,0.0191019892840541,-0.0809212292453344,0.8025864057058026,0.6218373390491623,0.6854466508418174,-0.023045847406837,194.05216970025705,1.3174775046099079e-09,0.0,0.0,0.2333333333333333,17.78,0.0,0.0606060606060606,0.0,0.2727272727272727,51.19,0.0,0.0,0.0,0.25,7.42
6400de8f305c51d03c2a9a0e,816.815,5.4,1.3802480739934808,0.4936740850752614,0.0055643168165666,0.0789747189738984,0.8072553386155871,0.4654763534185806,0.9999546021312976,-0.1300066310298566,172.8872162149854,5.853321138426344e-19,0.0,0.0,0.0166666666666666,26.24,0.0,0.0909090909090909,0.0,0.1969696969696969,143.88,0.0,0.0,0.0,0.0833333333333333,11.4
5b184f9768a5ed0001734190,736.278,4.416666666666667,1.5103222988248846,0.5745300136863962,0.0008988646354134,0.4468025265182714,0.1453423438642939,0.310070968276212,0.6828107637713768,-0.273513447078771,192.05049832395576,1.6944513515823524e-10,0.0,0.0,0.15,21.22,0.0,0.0227272727272727,0.0,0.2878787878787879,122.82,0.0,0.0,0.0,0.3333333333333333,22.2
56b8de29e1d0a200051517f8,763.058,4.566666666666666,0.8899946041860172,0.8136647524234173,4.579825127880882e-08,0.4029033148052781,0.1940797556271193,0.3240393368175482,0.9999546021312976,-0.094571983647082,163.30274625535753,3.620957537897029e-23,0.0,0.0,0.3166666666666666,32.85,0.0,0.0454545454545454,0.0,0.5454545454545454,162.0,0.0,0.0,0.0,0.1666666666666666,19.72
63fba157c9ebcb0ba6397872,709.488,5.35,2.4689598441174385,0.6511003088525054,9.76208250050312e-05,0.1592782150046159,0.6209861007087403,0.1593538101222233,0.2993547020735518,0.3454894733051969,199.56353276114825,3.857095525466642e-07,0.0,0.0,0.1333333333333333,8.31,0.0,0.0378787878787878,0.0,0.2954545454545454,67.76,0.0,0.0,0.0,0.25,16.76
63e802622f8052bd67d6c5f0,674.558,5.6,2.82362911090182,-0.5114739263443429,0.0038668122336611,-0.0321287731560999,0.9210418195244392,0.0294321736591489,4.53978687024344e-05,0.0686227159574561,207.8910973236853,0.0025429729312645,0.0,0.0,0.3,26.26,0.0,0.1439393939393939,0.0,0.4242424242424242,105.74,0.0,0.0,0.0,0.4166666666666667,17.66
63d413840c9c512ac3dfc533,638.082,4.15,1.5162956645631087,-0.1941033722962929,0.3040487696223591,0.1583648079768245,0.6230155754666101,0.3130127207070459,0.2203044886520875,0.5489878822828766,185.51398650542436,2.1489846524261831e-13,0.0166666666666666,0.0,0.2166666666666666,11.04,1.0,0.0075757575757575,0.0,0.3181818181818182,80.82,0.0,0.0833333333333333,0.0,0.0,11.57
63ed15bed4665c62d9e6dbb2,411.824,2.3833333333333333,1.9053151940559776,0.4785080880676954,0.0074765168167419,0.916213618401286,2.8215327719581432e-05,0.1481385664493832,0.5358935913342237,-0.7605387702802191,200.08603869247852,6.63087826767616e-07,0.0,0.0,0.4,3.82,0.0,0.8106060606060606,0.0,0.5757575757575758,29.82,0.0,0.0,0.0,0.3333333333333333,3.23
63e1f5009f56fcb831963f19,906.39,6.25,1.1442561050299471,0.3013803229406062,0.1055609874249736,0.1535963434938927,0.633649367929458,4.53978687024344e-05,4.53978687024344e-05,-0.0039949256124356,212.4446611506084,0.9618611221910192,0.0,0.0,0.2833333333333333,30.02,0.0,0.2348484848484848,0.0075757575757575,0.1893939393939394,265.12,0.0,0.0,0.0,0.25,25.02
5c4e31b37065de00011f795d,1593.979,4.566666666666666,1.807392228230128,0.6217335110735461,0.0002449666916678,0.7488989887350418,0.0050645791061043,0.0051677595710844,0.9999546021312976,-0.9999092042625952,129.62446908536143,6.620969477292234e-38,0.0,0.0,0.25,39.76,0.0,0.0,0.0757575757575757,0.6742424242424242,160.7,0.0,0.0,0.0,0.0833333333333333,37.06
572041d6fd3a5200093c1295,505.798,5.266666666666667,2.4965512936012195,0.3488377084108927,0.0588500075520208,0.1377886860987578,0.6693491116866026,0.3394633003258513,0.9999546021312976,-0.1733261778221282,179.95819113941735,7.584562055369457e-16,0.0,0.0,0.1666666666666666,14.91,0.0,0.4090909090909091,0.0,0.4924242424242424,71.62,0.0,0.0,0.0,0.5,12.59
63d41088860131e49a85cfac,687.954,6.166666666666667,1.250988309862418,0.1355444756866129,0.475123373927046,0.461436315305594,0.1310445160672922,0.0376488801964355,0.1106022335380497,-0.0019327607565235,208.7041213510875,0.0062271546203273,0.0,0.0,0.1,20.66,0.0,0.0,0.0,0.0606060606060606,267.05,1.0,0.0,0.0,0.0833333333333333,5.84
6400e1e1c539ed3882af8d8f,1088.212,5.383333333333334,0.5237306419436758,0.8214141401212167,2.6592970049038687e-08,0.6295412064573487,0.0282638819475737,0.3579847759422341,0.9999546021312976,-0.5732590519153985,168.45082467390046,6.5787560587415366e-21,0.0,0.0,0.5833333333333334,17.65,0.0,0.0,0.0,0.4166666666666667,160.76,0.0,0.0,0.0,0.4166666666666667,88.53
63f2e107c4d0bc684b99d2c6,686.409,3.733333333333333,1.8582538428946596,0.3375581629574942,0.0681087543178551,0.7887638393343204,0.0022947980026875,0.0747267187904612,0.9999546021312976,-0.0807287341399857,200.5720104663851,1.0983293498715014e-06,0.0,0.0,0.5,17.18,0.0,0.3787878787878788,0.0,0.7424242424242424,124.84,0.0,0.0,0.0,0.25,32.57
5f43ef4041bb5f11a27aa07e,722.537,4.35,2.0897246595047814,0.7084589760780385,1.1831239691088282e-05,0.4226863063164389,0.1710184272511496,0.2458824468364468,0.933906320596664,-0.1699529543524822,184.1617342185908,5.4284276662710696e-14,0.0,0.0,0.1,11.52,0.0,0.0075757575757575,0.0,0.1818181818181818,106.78,0.0,0.0,0.0,0.0,10.0
5dbf692c2a1dd63f64ef5ae4,991.146,8.983333333333333,0.1290994448735806,,,1.0,1.3283169408470458e-79,4.53978687024344e-05,0.9999546021312976,-0.9999092042625952,59.67573938634023,2.045501140816323e-68,0.1833333333333333,0.0,0.95,90.08,0.0,0.5151515151515151,0.0,0.9924242424242424,246.12,0.0,0.5,0.0,0.75,45.68
5fd8025bcfda8b1165a0b16e,1007.332,4.983333333333333,2.3178867250270225,0.5808078030957675,0.0007647575944621,0.5779692880775571,0.0490319284779603,0.6386957001810322,0.6782543094988748,-0.5658265348162953,181.02445243378784,2.2389145222726186e-15,0.0,0.0,0.0666666666666666,39.06,2.0,0.0,0.0,0.1439393939393939,151.46,0.0,0.0,0.0,0.0833333333333333,35.37
60fd933d5461857048f9e74c,552.315,2.583333333333333,1.487708585764763,0.235812290067246,0.2096613432249151,0.7804470885943715,0.0027418788499833,0.2386874569566127,0.6466581299550135,0.3831754820908233,199.74338929631895,4.647529685188156e-07,0.0,0.0,0.2,10.37,1.0,0.3636363636363636,0.0,0.3257575757575757,72.32,0.0,0.0,0.0,0.25,6.7
60f75a701ac4cfc5c17cceb7,682.243,2.85,1.624233848071249,0.7085194786552321,1.180187095083227e-05,0.4098442999852685,0.185781657617527,0.4634334384900035,0.4102629159483239,-0.1278335088135954,196.4286677518477,1.5147640132149692e-08,0.0,0.0,0.2666666666666666,16.39,0.0,0.0075757575757575,0.0,0.2348484848484848,82.29,0.0,0.0,0.0,0.0833333333333333,7.99
5e87900b524dca41065df104,332.716,3.783333333333333,0.9404590777041596,0.0637880653926797,0.7377177632577508,-0.3674898842295792,0.2399223242434959,4.53978687024344e-05,0.9999546021312976,-0.5283232178746609,181.2407065831386,2.788757134226585e-15,0.2833333333333333,0.0,0.1,5.08,2.0,0.7348484848484849,0.0,0.9318181818181818,15.78,0.0,0.5,0.0,0.75,6.36
5edc0583f16dff0c806bdbb6,537.168,2.3,0.8887240901846744,-0.0527498013206697,0.7819041526721231,1.3877787807814457e-17,1.0000000000000002,0.176553158120618,0.4640178112126773,0.2909172719057342,200.04701389678573,6.367732874579353e-07,0.1,0.0,0.5166666666666667,19.18,0.0,0.2878787878787879,0.0,0.3106060606060606,93.04,0.0,0.6666666666666666,0.0,0.25,24.29
608d0831835bd8f85ac9237e,764.067,4.616666666666666,1.4967950695489305,0.6307117378783043,0.0001867503442456,0.5966005392134929,0.0405844111565029,4.53978687024344e-05,4.53978687024344e-05,0.0111060236672919,212.4320501333992,0.8682693184561424,0.0,0.0,0.1666666666666666,9.63,0.0,0.0075757575757575,0.0,0.0681818181818181,67.04,0.0,0.0,0.0,0.25,24.85
6108027a71236aa28a407666,899.256,2.05,0.2197841776510826,,,0.2927700218845599,0.3557557258369082,4.53978687024344e-05,0.0001084050096991,-0.3467743173381463,197.75535812359615,5.9461027676535575e-08,0.0,0.05,0.9166666666666666,25.85,0.0,0.2727272727272727,0.0227272727272727,0.4393939393939394,211.85,0.0,0.0,0.0,0.5,20.13
6005fd9c8bbd67931607e518,461.831,6.516666666666667,1.1122075569413803,0.6387356266028505,0.0001454785186392,-2.775557561562892e-17,1.0000000000000002,4.53978687024344e-05,0.9999391303131204,-0.1528740318128438,209.40051259145037,0.0135904182249634,0.0,0.0,0.3666666666666666,3.65,1.0,0.2424242424242424,0.0,0.5075757575757576,44.76,0.0,0.0,0.0,0.4166666666666667,3.19
5ee71ce25f11c84a3e909b09,1389.675,4.066666666666666,2.231262215304675,0.7587005824604143,1.182404765757061e-06,0.4750697866228607,0.1185777355320669,0.1024502563791417,0.2988307835267264,-0.8103663316410531,200.340029119412,8.631307439422809e-07,0.0,0.0,0.1,93.59,0.0,0.2348484848484848,0.0151515151515151,0.4393939393939394,66.45,0.0,0.0,0.0,0.1666666666666666,111.88
5ec0d47ecf12be4ea2754516,759.957,5.133333333333334,2.045803200325797,0.5087868464583847,0.0040902678856275,0.6274387856683141,0.0289570615000343,0.3903835156238875,0.5490695292452613,0.3375421981926148,199.80302892754145,4.943984663665685e-07,0.0,0.0,0.15,24.81,0.0,0.2575757575757575,0.0,0.4015151515151515,145.93,0.0,0.0,0.0,0.0833333333333333,31.38
63e5be4daa8fac2e51d4fe91,666.118,4.65,1.8487283765251976,0.4830167586411246,0.0068573073796837,0.2616632860040568,0.4113423017943838,0.2620894407235822,0.5111656684999946,0.5783683470917567,202.50475780337712,8.23682399571165e-06,0.0,0.0166666666666666,0.05,20.76,0.0,0.1136363636363636,0.0,0.25,105.98,0.0,0.0,0.0,0.0833333333333333,10.68
60ff4339f5ffb265d16b144f,600.415,4.25,1.5252118496919298,0.8581421864231893,1.3456441604538211e-09,0.7406218911054854,0.0058659950299829,0.1987444380254577,0.8241058435571371,0.0080628753759557,197.74789323796907,5.9004700965401614e-08,0.0,0.0,0.3166666666666666,13.05,0.0,0.0075757575757575,0.0,0.1666666666666666,74.24,1.0,0.0,0.0,0.1666666666666666,15.06
63ea4e8c0e9a66f5843ed4ac,502.97,4.05,1.1706147884982696,0.591534652112695,0.0005758336395408,0.6503385893766005,0.02203720918302,0.3675792167989434,0.7955072390369585,0.5506450392671616,203.5661155717246,2.506787813064488e-05,0.0,0.0,0.3333333333333333,10.21,0.0,0.3787878787878788,0.0,0.8106060606060606,50.97,0.0,0.0,0.0,0.25,11.24
6361769fee0c219b0f1cc480,744.178,2.95,1.281220286964273,0.7530581930871572,1.5727744446825229e-06,0.9514595531947492,1.9557183328235987e-06,4.53978687024344e-05,0.9999546021312976,-0.9999092042625952,105.66042259346958,2.284845590474606e-48,0.0,0.0,0.2833333333333333,36.62,0.0,0.2121212121212121,0.0,0.5378787878787878,148.41,0.0,0.0,0.0,0.25,19.77
63d13b44f511eff0aef876f2,441.265,3.083333333333333,1.6497731396859932,0.6945167863291983,2.064676607277355e-05,0.6346703736537057,0.0266230977880034,0.4614446819418121,0.6220770057270476,-0.1040576579436004,181.98899585673195,5.963491785988766e-15,0.0,0.0,0.3333333333333333,6.16,2.0,0.2272727272727272,0.0,0.4848484848484848,31.73,0.0,0.0,0.0,0.0833333333333333,7.18
61021c2ad3b0633be797eddf,1125.492,3.2,1.0217963577005789,0.709777451972855,1.1205915901118486e-05,0.6145039159854934,0.0334939818875416,0.0310277044576057,0.9999546021312976,-0.9519190971771916,140.83313441943645,5.2476111954697764e-33,0.0,0.0,0.3333333333333333,8.09,0.0,0.0,0.0,0.4242424242424242,147.8,0.0,0.0,0.0,0.1666666666666666,7.92
5fe354a2e44df4fb4634bbc3,887.299,3.7,1.554654029854351,0.6573351054921368,7.929148044099144e-05,0.9370522770611888,6.998961922659601e-06,0.3742388121496616,0.2415250688955738,0.1706464973187254,185.84383547321303,3.0065546795695443e-13,0.0,0.0,0.1833333333333333,17.69,0.0,0.0151515151515151,0.0075757575757575,0.4545454545454545,160.91,0.0,0.0,0.0,0.0,27.9
5d5a48a67ca41f0001e97f8b,711.758,5.3,2.618707146407186,0.7401856924954955,2.934273830282737e-06,0.8274702546580278,0.0008941785374082,0.0580822559755924,0.5635056833934923,-0.010930450294888,210.78796919609252,0.0686223230361552,0.0,0.0,0.0833333333333333,26.12,0.0,0.0075757575757575,0.0,0.2045454545454545,88.56,0.0,0.0,0.0,0.0833333333333333,18.23
