PROLIFIC_PID,totalTime,rat_mean,rat_std,rat_r1r2_corr_r,rat_r1r2_corr_p,frat_r1r2_corr_r,frat_r1r2_corr_p,subjLR,subjSM,subjNLL,subjLRTp,qa:rat_%rt<300,qa:rat_%rt>10000,qa:rat_%Conseqs,qa:rat_instruxDur,qa:rat_blurEv,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:dec_blurEv,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur
5f2f86864fd821374b4367bc,565.772,5.25,3.1975891342050877,-0.16328554570649206,0.3886011631275894,-0.21200662374236867,0.5082940638631399,0.0075727453692368595,0.2,208.68994086406974,0.00612985641042905,0.0,0.0,0.4,12.25,0.0,0.75,0.0,0.946969696969697,60.43,0.0,0.16666666666666666,0.0,0.6666666666666666,13.94
61492ac26b91b5b11ba2c88b,631.332,4.216666666666667,2.597858744523492,0.9518484346245267,6.564740816535097e-16,0.5346057418960863,0.07333471275640098,0.0419174518863495,0.2,169.01361636948093,1.1622411253190314e-20,0.0,0.0,0.23333333333333334,8.42,1.0,0.0,0.0,0.19696969696969696,89.2,0.0,0.0,0.0,0.08333333333333333,17.42
60234c1d5a0cf81cba76ce5d,800.233,4.833333333333333,2.6944177489115746,0.8069737469556535,7.179993937489609e-08,0.40499074294059767,0.1915606025287686,0.5799322541371692,2.8625360418050474,205.7445285630533,0.00025128221938852815,0.0,0.0,0.16666666666666666,13.11,0.0,0.015151515151515152,0.0,0.3560606060606061,135.66,0.0,0.0,0.0,0.25,15.3
6362aca86b740b1ec4cb6efb,878.497,4.916666666666667,3.4162704744797736,-0.5318835497624039,0.0024858739880143613,0.30443870783668153,0.335991797308029,0.0432594023402916,1.8315048000254635,211.78918035886585,0.25180739850744516,0.21666666666666667,0.0,0.35,32.46,2.0,0.06060606060606061,0.0,0.3181818181818182,170.04,1.0,0.16666666666666666,0.0,0.0,26.1
60fcd2b146529d02f1566012,529.8,5.383333333333334,1.9492864115168638,0.6340947376931119,0.00016822921705961284,0.7952612628504397,0.001986121469009111,0.0617104945432604,0.5936357663292161,198.7860304155374,1.7245908749923812e-07,0.0,0.0,0.23333333333333334,6.11,2.0,0.08333333333333333,0.0,0.5378787878787878,48.83,0.0,0.0,0.0,0.08333333333333333,14.07
63ed12d2c25b08ba24fe8a41,846.621,5.25,2.0052896151623503,0.4057166639184314,0.0261195374231897,-0.3383679829706526,0.2820151080976992,0.3584226278053897,3.3814415778878115,209.26759690243316,0.011695762148119628,0.0,0.016666666666666666,0.16666666666666666,18.85,1.0,0.015151515151515152,0.0,0.3106060606060606,128.65,0.0,0.0,0.0,0.08333333333333333,17.55
5d412a9013864b0015b14b31,721.525,4.683333333333334,1.5348126001287992,0.8168516045225248,3.673645149758313e-08,0.5555414923488222,0.06075447230195248,0.36165330134423085,1.8723556981750196,203.29753397629668,1.890501303752644e-05,0.0,0.0,0.1,17.33,0.0,0.1590909090909091,0.0,0.24242424242424243,91.27,0.0,0.0,0.0,0.25,22.37
62ec219e5f3634408fb35580,580.123,4.433333333333334,2.36762533301072,0.9019710890431288,1.0088903027443758e-11,0.9240300408519946,1.752515655257651e-05,0.5165384438595316,1.4991405546887948,190.8681168605586,5.056080178645231e-11,0.0,0.0,0.21666666666666667,10.15,0.0,0.030303030303030304,0.0,0.4015151515151515,92.04,0.0,0.0,0.0,0.08333333333333333,9.87
594936ad4152bf0001bfd5cd,676.363,4.8,0.5142049977013226,0.8790490729915331,1.6518421600556441e-10,0.5024862830384333,0.09593146925466176,0.023815072860572183,0.2,193.2535961663432,5.809444864284627e-10,0.0,0.0,0.5666666666666667,10.48,0.0,0.0,0.0,0.32575757575757575,79.41,0.0,0.0,0.0,0.16666666666666666,16.25
63d842d3e9626bd5fe5c17b1,465.26,5.0,0.0,,,,,0.0004289765771700533,0.2,212.44152358425453,0.9262773295707496,0.2,0.0,0.9833333333333333,6.34,1.0,0.4696969696969697,0.0,0.6515151515151515,81.43,0.0,0.0,0.0,0.3333333333333333,12.38
