PROLIFIC_PID,totalTime,subjLR_3prm,subjD_3prm,subjp0_3prm,subjNLL_3prm,subjLRTp_3prm,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5f2f86864fd821374b4367bc,317.618,0.4551685529762138,0.4161543608470413,-0.9999092042625952,205.9136698571032,0.0003009826206276,0.7803030303030303,0.0075757575757575,0.8712121212121212,2.0,0.0,0.0,0.8333333333333334,0.6,0.0
61492ac26b91b5b11ba2c88b,504.727,0.1839588090610147,0.1690471770480373,-0.4073842148465583,192.7074772393412,3.320049199342925e-10,0.0,0.0,0.1590909090909091,7.36,0.0,0.0,0.0,29.62,0.0
60234c1d5a0cf81cba76ce5d,1140.393,0.0142986633544197,0.8473330637010645,-0.0802673820768951,210.37064349475617,0.0416266099282237,0.0,0.053030303030303,0.1590909090909091,22.99,0.0,0.3333333333333333,0.0,56.12,0.0
6362aca86b740b1ec4cb6efb,635.299,0.0697004062761814,0.9999546021312976,-0.5279384152387382,173.14891561056976,7.628933527472252e-19,0.3712121212121212,0.0075757575757575,0.2045454545454545,1.86,0.0,0.1666666666666666,0.0,65.18,4.0
60fcd2b146529d02f1566012,442.68,0.1098060271429337,0.9999546021312976,-0.4915429044333885,182.44993843605823,9.525668817628181e-15,0.0,0.0,0.3863636363636363,7.45,0.0,0.0,0.3333333333333333,24.14,0.0
63ed12d2c25b08ba24fe8a41,496.667,0.5235965300703417,0.4765613331671682,0.0381332157849636,171.6876124393468,1.7381462668265993e-19,0.0,0.0,0.2196969696969697,6.32,0.0,0.0,0.3333333333333333,16.07,1.0
5d412a9013864b0015b14b31,324.832,0.0375483085254573,4.53978687024344e-05,-0.2690896352535127,209.60630600781616,0.0171691813373891,0.6590909090909091,0.0,0.3484848484848485,4.58,0.0,0.0,0.0,19.13,0.0
63d2bc12a843f8466a8f83e0,546.348,0.9999546021312976,0.8428781773274261,-0.3507258903594704,143.20220260969765,5.702164717345414e-32,0.0075757575757575,0.0,0.4318181818181818,13.8,0.0,0.0,0.0,71.33,1.0
610b416fd4f5d1dcfaa28d7a,465.434,0.8766341984385729,0.5659034386277852,-0.6775020667876717,175.14065535335166,5.7343300783537916e-18,0.0,0.0,0.2424242424242424,10.85,0.0,0.0,0.1666666666666666,12.14,0.0
63d9f31dba727de153019798,336.128,4.53978687024344e-05,4.53978687024344e-05,0.9999092042625952,126.65430469627418,3.3375882376766275e-39,0.6666666666666666,0.0,0.553030303030303,5.47,0.0,0.0,0.8333333333333334,21.47,0.0
