PROLIFIC_PID,totalTime,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
63e802622f8052bd67d6c5f0,381.973,0.015151515151515152,0.0,0.29545454545454547,5.63,0.0,0.0,0.0,11.98,0.0
63d413840c9c512ac3dfc533,343.548,0.12121212121212122,0.0,0.6363636363636364,1.12,0.0,0.0,0.0,8.36,0.0
63ed15bed4665c62d9e6dbb2,1424.679,0.8484848484848485,0.0,0.5075757575757576,922.96,0.0,0.0,0.0,159.6,0.0
63e1f5009f56fcb831963f19,690.201,0.3106060606060606,0.022727272727272728,0.22727272727272727,33.06,0.0,0.0,0.16666666666666666,74.28,0.0
5c4e31b37065de00011f795d,1070.254,0.0,0.06060606060606061,0.7424242424242424,65.57,0.0,0.16666666666666666,0.6666666666666666,53.38,0.0
572041d6fd3a5200093c1295,311.041,0.6818181818181818,0.0,0.6515151515151515,2.0,0.0,0.0,0.16666666666666666,11.1,0.0
63d41088860131e49a85cfac,440.54,0.08333333333333333,0.0,0.1590909090909091,17.55,0.0,0.0,0.0,18.78,0.0
6400e1e1c539ed3882af8d8f,886.013,0.0,0.0,0.32575757575757575,23.12,0.0,0.0,0.0,112.34,1.0
63f2e107c4d0bc684b99d2c6,405.341,0.29545454545454547,0.0,0.6287878787878788,3.21,0.0,0.0,0.8333333333333334,17.66,0.0
5f43ef4041bb5f11a27aa07e,541.79,0.015151515151515152,0.0,0.2196969696969697,17.05,0.0,0.16666666666666666,0.16666666666666666,40.69,0.0
5dbf692c2a1dd63f64ef5ae4,506.952,0.3106060606060606,0.0,0.6363636363636364,8.44,0.0,0.0,0.5,40.78,0.0
5fd8025bcfda8b1165a0b16e,531.762,0.015151515151515152,0.0,0.16666666666666666,11.18,0.0,0.0,0.16666666666666666,22.04,0.0
60fd933d5461857048f9e74c,439.649,0.25,0.0,0.3106060606060606,7.17,0.0,0.0,0.0,21.11,0.0
60f75a701ac4cfc5c17cceb7,528.771,0.0,0.0,0.3712121212121212,7.42,0.0,0.0,0.16666666666666666,17.54,0.0
5e87900b524dca41065df104,336.545,0.5909090909090909,0.015151515151515152,0.07575757575757576,3.13,0.6666666666666666,0.0,0.6666666666666666,12.15,0.0
5edc0583f16dff0c806bdbb6,420.414,0.3712121212121212,0.007575757575757576,0.5833333333333334,1.59,0.0,0.0,0.3333333333333333,3.62,0.0
608d0831835bd8f85ac9237e,583.844,0.09848484848484848,0.0,0.09090909090909091,18.75,0.0,0.0,0.0,45.17,0.0
6108027a71236aa28a407666,439.409,0.0,0.0,0.3181818181818182,2.01,0.0,0.0,0.5,9.82,0.0
6005fd9c8bbd67931607e518,422.877,0.2878787878787879,0.0,0.7727272727272727,5.68,0.0,0.0,0.16666666666666666,13.49,0.0
5ee71ce25f11c84a3e909b09,579.666,0.18181818181818182,0.007575757575757576,0.45454545454545453,3.62,0.0,0.0,0.0,18.43,0.0
5ec0d47ecf12be4ea2754516,433.187,0.5984848484848485,0.0,0.4166666666666667,3.24,0.0,0.0,0.3333333333333333,6.51,0.0
63e5be4daa8fac2e51d4fe91,336.715,0.18181818181818182,0.0,0.36363636363636365,4.02,0.0,0.0,0.0,10.02,0.0
60ff4339f5ffb265d16b144f,460.942,0.3484848484848485,0.0,0.06818181818181818,15.28,0.0,0.16666666666666666,0.0,35.83,1.0
63ea4e8c0e9a66f5843ed4ac,277.195,0.6212121212121212,0.0,0.7727272727272727,2.14,0.16666666666666666,0.0,0.8333333333333334,5.87,1.0
6361769fee0c219b0f1cc480,396.633,0.15151515151515152,0.0,0.4318181818181818,5.05,0.0,0.0,0.8333333333333334,18.58,0.0
63d13b44f511eff0aef876f2,349.689,0.15151515151515152,0.0,0.48484848484848486,7.25,0.0,0.0,0.0,20.17,0.0
61021c2ad3b0633be797eddf,587.894,0.0,0.007575757575757576,0.015151515151515152,15.36,0.0,0.0,0.0,78.61,0.0
5fe354a2e44df4fb4634bbc3,397.853,0.11363636363636363,0.0,0.3484848484848485,12.01,0.0,0.0,0.0,29.4,0.0
5d5a48a67ca41f0001e97f8b,407.271,0.25757575757575757,0.0,0.16666666666666666,16.33,0.0,0.0,0.16666666666666666,10.74,0.0
5d9303bbc400a90018821b13,351.945,0.38636363636363635,0.0,0.4090909090909091,9.2,0.0,0.0,0.0,16.86,1.0
63f77d4f671167ec16eee15c,414.47,0.12121212121212122,0.0,0.19696969696969696,4.34,0.0,0.0,0.0,20.32,0.0
63e576170eb086a90644efb4,371.285,0.08333333333333333,0.0,0.49242424242424243,2.48,0.0,0.0,0.3333333333333333,15.7,1.0
60d2d061fd054556769ca306,373.885,0.17424242424242425,0.0,0.4318181818181818,6.09,0.0,0.0,0.16666666666666666,3.03,0.0
5fb7c9fa2be0a83d8f8913b8,368.783,0.007575757575757576,0.0,0.3939393939393939,2.27,0.0,0.0,0.16666666666666666,13.56,0.0
63d83eafdd418ada3528719e,,,,,,,,,,
63bda65b774a91e291c5b1a8,603.434,0.09848484848484848,0.0,0.3409090909090909,10.94,0.0,0.0,0.0,40.09,0.0
63e857fe022e159687d56f41,387.508,0.7954545454545454,0.0,0.9621212121212122,9.46,0.0,0.0,0.0,4.25,0.0
5bb94dea3ea7ed00017cb109,458.949,0.0,0.0,0.08333333333333333,5.46,0.0,0.0,0.16666666666666666,24.73,0.0
63d73bfc8765da5b8a06f465,889.495,0.0,0.007575757575757576,0.08333333333333333,31.51,0.0,0.16666666666666666,0.16666666666666666,75.31,0.0
628419137c4c3ded72e4874d,493.129,0.0,0.0,0.25757575757575757,7.07,0.0,0.0,0.3333333333333333,11.61,0.0
63e711bb284d2bc894a057a6,737.706,0.0,0.0,0.13636363636363635,12.1,0.0,0.0,0.16666666666666666,37.88,0.0
60ed200c728ab881912aac11,501.282,0.05303030303030303,0.0,0.5227272727272727,31.63,0.0,0.0,0.0,22.43,0.0
63d7ddc0c07dd5787084df8e,418.351,0.10606060606060606,0.0,0.4393939393939394,3.12,0.0,0.0,0.16666666666666666,11.49,0.0
60fd9e6a8312b735fef884d4,729.271,0.0,0.0,0.06818181818181818,16.35,0.0,0.0,0.0,51.99,0.0
5e03f8517f08edece67a3137,720.008,0.030303030303030304,0.022727272727272728,0.3333333333333333,38.71,0.0,0.0,0.0,32.73,0.0
61282ca83be28773ac7c421f,961.663,0.0,0.007575757575757576,0.4015151515151515,98.18,0.0,0.16666666666666666,0.16666666666666666,58.62,0.0
6310ceffa120ca2c1fbe1d92,625.906,0.0,0.0,0.1893939393939394,14.62,0.0,0.0,0.5,29.84,0.0
62d78737dcea82e9f96b957c,519.214,0.5075757575757576,0.0,0.3181818181818182,9.77,0.0,0.0,0.0,35.27,0.0
63d865b3e3e28b34ec2ed45c,330.253,0.5984848484848485,0.0,0.5681818181818182,5.4,0.6666666666666666,0.0,0.8333333333333334,14.03,0.0
60fcd5602ff7c8f0866ecd0c,372.939,0.2727272727272727,0.0,0.4090909090909091,5.38,0.0,0.0,0.16666666666666666,15.42,0.0
631699e51577c995252cf3fc,253.921,0.3787878787878788,0.0,0.25757575757575757,0.91,0.3333333333333333,0.0,0.0,1.63,0.0
62d06d1b651d6922f62fab9b,398.975,0.5984848484848485,0.0,0.36363636363636365,2.77,0.0,0.0,0.16666666666666666,29.35,0.0
627ea14463f25dce42e73d51,453.763,0.4015151515151515,0.0,0.24242424242424243,3.45,0.0,0.16666666666666666,0.16666666666666666,13.11,2.0
5fcecd70db3ccb1a7f9331c9,476.486,0.007575757575757576,0.0,0.49242424242424243,11.5,0.0,0.0,0.3333333333333333,44.44,0.0
6338c2127eed17193a7a4d32,424.33,0.5757575757575758,0.0,0.18181818181818182,18.34,0.0,0.0,0.0,24.42,0.0
60aeef267e494909058ef34e,418.209,0.5454545454545454,0.0,0.13636363636363635,8.8,0.0,0.0,0.0,16.39,1.0
63ed1fa5c88ecae92bf0c920,510.975,0.0,0.0,0.4621212121212121,5.83,0.0,0.0,0.0,23.41,2.0
63d7457dae12d98a8ebd18f6,464.53,0.022727272727272728,0.0,0.4015151515151515,8.2,0.0,0.0,0.16666666666666666,25.02,0.0
602b3ed14ae791260d6d12c5,330.088,0.19696969696969696,0.0,0.5757575757575758,1.64,0.0,0.0,0.16666666666666666,11.96,0.0
63d71e67dd0fcccd3cc745b0,478.435,0.2878787878787879,0.0,0.4393939393939394,12.26,0.0,0.16666666666666666,0.3333333333333333,19.43,6.0
63e573b546bc72bbe9bffc5f,549.771,0.0,0.0,0.15151515151515152,14.08,0.0,0.0,0.0,25.47,1.0
60f08e2a0d6d27ff93244345,377.922,0.4015151515151515,0.0,0.21212121212121213,11.96,0.0,0.0,0.16666666666666666,21.08,0.0
5d42abf3c9acd700010c41df,365.708,0.3106060606060606,0.0,0.1893939393939394,8.22,0.5,0.0,0.16666666666666666,11.62,0.0
5d5af711bb10640001afd133,465.404,0.09848484848484848,0.0,0.4318181818181818,7.29,0.0,0.0,0.16666666666666666,11.6,0.0
6150e9017c1b2aa8bf683c32,666.802,0.007575757575757576,0.0,0.03787878787878788,21.4,0.0,0.16666666666666666,0.0,38.97,0.0
60beba435afc451476fa7781,363.729,0.14393939393939395,0.0,0.2878787878787879,7.75,0.0,0.0,0.0,11.17,0.0
63d1b93d9abc8c4b40e2d92f,458.719,0.11363636363636363,0.007575757575757576,0.1590909090909091,4.16,0.0,0.0,0.16666666666666666,13.54,9.0
63652b3ed1f35f8e04325845,515.411,0.2878787878787879,0.007575757575757576,0.09848484848484848,19.81,0.0,0.0,0.0,57.27,0.0
63dab0380b8791f9560fd329,419.069,0.06818181818181818,0.0,0.2727272727272727,3.8,0.0,0.0,0.3333333333333333,8.37,3.0
63d80b500adef5b476e289a4,349.97,0.3333333333333333,0.0,0.9924242424242424,2.15,0.0,0.0,0.6666666666666666,15.12,0.0
5f48dab70aa4ce3aa1914003,455.614,0.007575757575757576,0.0,0.2878787878787879,28.78,0.0,0.0,0.16666666666666666,20.28,0.0
6400d9993ddcc2436a9f2e1a,338.756,0.5075757575757576,0.0,0.2803030303030303,7.85,0.0,0.0,0.0,5.78,1.0
63cff34d33a9948e3b0b28d6,394.457,0.0,0.0,0.49242424242424243,6.77,0.0,0.0,0.0,12.01,0.0
63e55887d67a5c7e32a678fa,361.036,0.2727272727272727,0.0,0.16666666666666666,4.72,0.0,0.0,0.5,16.88,1.0
63d81e2fb6c8f0da25fea602,503.534,0.2727272727272727,0.0,0.24242424242424243,12.85,0.0,0.0,0.0,42.29,0.0
6400da061dc90debed65731b,487.098,0.45454545454545453,0.0,0.25,21.99,0.0,0.0,0.0,39.5,0.0
610189e61b2d3520eea21de6,401.78,0.030303030303030304,0.0,0.49242424242424243,12.03,0.0,0.0,0.16666666666666666,13.25,0.0
5fa5a899f2b7600f72104ad1,318.016,0.3787878787878788,0.0,0.4318181818181818,2.54,0.0,0.0,0.16666666666666666,6.46,0.0
5e223f4219295951f846dd16,465.802,0.18181818181818182,0.007575757575757576,0.36363636363636365,2.29,0.0,0.0,0.3333333333333333,13.86,0.0
5df1133b99b28201e0a1181c,335.147,0.3409090909090909,0.0,0.09848484848484848,3.82,0.0,0.0,0.0,9.52,0.0
60fd738c235e974993ad455c,500.611,0.05303030303030303,0.0,0.30303030303030304,10.52,0.0,0.16666666666666666,0.16666666666666666,27.41,0.0
63b6ef9027eb90f292852ee4,510.67,0.0,0.0,0.30303030303030304,5.51,0.0,0.0,0.0,66.93,1.0
5e2cd786dc63ca2ff798a0ca,499.076,0.14393939393939395,0.022727272727272728,0.48484848484848486,1.8,0.0,0.0,0.16666666666666666,3.63,0.0
5bbc4bd1f83ac60001fe665e,455.817,0.0,0.0,0.25,5.68,0.0,0.0,0.0,16.1,0.0
64013f9fa92a5dd2d30c5575,597.098,0.03787878787878788,0.0,0.3181818181818182,16.65,0.0,0.0,0.8333333333333334,36.78,0.0
63ea6fc5092518554c9b8111,401.278,0.030303030303030304,0.0,0.4318181818181818,5.6,0.0,0.0,0.16666666666666666,30.6,0.0
63bb98852cdc67dece8adb8e,461.593,0.022727272727272728,0.0,0.15151515151515152,4.28,0.0,0.0,0.0,26.28,0.0
5c59d8105bbd810001fb26de,812.213,0.5984848484848485,0.022727272727272728,0.22727272727272727,15.99,0.0,0.16666666666666666,0.16666666666666666,32.28,0.0
55d86f3569dbc30012b6869f,402.148,0.09090909090909091,0.0,0.3409090909090909,2.0,0.0,0.0,0.16666666666666666,16.39,0.0
63d1401242635aaffe867c4c,582.214,0.0,0.0,0.3560606060606061,16.17,0.0,0.0,0.0,27.76,0.0
63bd81516745e78ee7f50f7f,480.843,0.09090909090909091,0.0,0.5,3.91,0.0,0.0,0.3333333333333333,30.53,1.0
6362406ab7caf5fc96bb61c8,662.277,0.09090909090909091,0.0,0.25,8.49,0.0,0.0,0.16666666666666666,33.42,1.0
5c9432caec114b0001419276,598.505,0.08333333333333333,0.0,0.08333333333333333,9.29,0.0,0.0,0.16666666666666666,85.89,0.0
60bafed1d4e636dce6350863,394.952,0.25757575757575757,0.0,0.3787878787878788,4.47,0.0,0.0,0.16666666666666666,20.72,1.0
63b82398bbe6a599972413ad,540.142,0.0,0.0,0.4090909090909091,3.34,0.0,0.0,0.5,18.09,0.0
608590825d295c858cbe7fa9,399.734,0.13636363636363635,0.0,0.3560606060606061,4.83,0.0,0.0,0.0,31.57,1.0
6400d916e410c86255a45836,404.563,0.18181818181818182,0.0,0.48484848484848486,4.86,0.0,0.0,0.0,17.55,1.0
63f794e7d8d24753edbbb136,707.574,0.0,0.0,0.5151515151515151,28.07,0.0,0.0,0.3333333333333333,50.44,0.0
5b9b422307c6960001614c35,590.323,0.045454545454545456,0.0,0.4318181818181818,31.98,0.0,0.0,0.16666666666666666,41.86,0.0
5adfcb03f6b58c0001fa9083,641.596,0.05303030303030303,0.0,0.4015151515151515,204.61,0.0,0.0,0.3333333333333333,15.95,0.0
5ba863a346de410001ecfb2a,588.623,0.045454545454545456,0.015151515151515152,0.25,5.57,0.0,0.0,0.0,20.4,0.0
63d80cb1ba40ad04c1edd4db,463.444,0.0,0.0,0.4318181818181818,8.06,0.0,0.0,0.0,16.66,0.0
560ce65601c38a0012769e20,724.853,0.0,0.0,0.17424242424242425,18.12,0.0,0.0,0.0,32.7,0.0
63ed0065eb23ac3ee1726453,311.008,0.5454545454545454,0.0,0.09090909090909091,2.63,0.16666666666666666,0.0,0.0,13.92,0.0
5f514708067fba172909261a,585.209,0.12121212121212122,0.022727272727272728,0.18181818181818182,4.21,0.0,0.0,0.0,17.56,0.0
60599946259dc97d30e2001f,422.716,0.03787878787878788,0.0,0.13636363636363635,9.39,0.0,0.0,0.16666666666666666,12.8,0.0
610063614e6ba35532307dda,462.776,0.0,0.0,0.22727272727272727,7.78,0.0,0.0,0.0,11.06,0.0
63f7becf2322a5ba95aad1dc,448.721,0.5303030303030303,0.0,0.4015151515151515,14.41,0.0,0.0,0.16666666666666666,46.91,0.0
5e6fdd81478ec45b2420b83d,280.962,0.5909090909090909,0.0,0.18181818181818182,3.96,0.3333333333333333,0.0,0.16666666666666666,5.13,0.0
5d7850851841fc0001e9c64d,348.343,0.030303030303030304,0.0,0.11363636363636363,2.93,0.0,0.0,0.0,9.32,0.0
5a2846ceb4a5de00011af418,450.729,0.007575757575757576,0.0,0.18181818181818182,14.19,0.0,0.0,0.0,27.66,0.0
611f9bb3dcada21890ed9af0,703.775,0.0,0.007575757575757576,0.29545454545454547,26.36,0.0,0.0,0.0,54.56,0.0
64057cd2806cfdca58f0de34,409.082,0.0,0.0,0.06818181818181818,4.1,0.0,0.0,0.0,17.42,0.0
63d80145d2f0da3ee6a8d523,312.621,0.8257575757575758,0.0,0.8333333333333334,7.19,0.0,0.0,0.0,5.8,0.0
636570d91a49a6d6cbcbc854,755.416,0.022727272727272728,0.0,0.08333333333333333,44.74,0.0,0.0,0.0,84.76,1.0
6143e0914f93b50419ba30ab,276.559,0.7575757575757576,0.0,0.1893939393939394,2.78,0.0,0.0,0.16666666666666666,2.14,1.0
5d2a49241d8d930001c263a7,506.116,0.030303030303030304,0.0,0.15151515151515152,4.0,0.0,0.0,0.0,14.93,0.0
5c2a9b55867f660001af0515,323.088,0.22727272727272727,0.0,0.17424242424242425,4.11,0.0,0.0,0.16666666666666666,9.49,0.0
5de8887aa2db898017debf1a,412.356,0.15151515151515152,0.0,0.05303030303030303,4.69,0.0,0.0,0.0,14.78,0.0
62b500cfbf7d382239502ad0,431.513,0.4393939393939394,0.0,0.9924242424242424,7.66,0.0,0.16666666666666666,0.8333333333333334,9.43,0.0
610075c1ef04d1f734032f69,530.987,0.045454545454545456,0.0,0.3333333333333333,18.34,0.0,0.0,0.0,34.69,0.0
6362c4beb39ee39d15890c5c,391.352,0.6363636363636364,0.0,0.45454545454545453,16.75,0.0,0.0,0.16666666666666666,16.76,2.0
571144323d47e800096358d9,339.781,0.4090909090909091,0.0,0.44696969696969696,5.42,0.0,0.0,0.16666666666666666,20.51,2.0
63614cab87b22b72231c66e0,673.436,0.8181818181818182,0.03787878787878788,0.24242424242424243,0.96,0.6666666666666666,0.0,0.3333333333333333,3.9,0.0
63ea79021f0c43def6174042,491.865,0.8106060606060606,0.0,0.9924242424242424,87.27,0.0,0.0,0.16666666666666666,1.41,8.0
63e554b7631c8ec3ce069e32,430.31,0.4166666666666667,0.0,0.3712121212121212,14.54,0.0,0.0,0.8333333333333334,24.87,1.0
55c694e3fdf99b6c4f28595f,369.558,0.3409090909090909,0.0,0.9924242424242424,2.09,0.0,0.0,0.0,11.84,0.0
61103c2b7810420e5f23f437,619.351,0.05303030303030303,0.015151515151515152,0.38636363636363635,4.04,0.0,0.0,0.0,28.48,0.0
640415971520c41606ca4389,383.871,0.2878787878787879,0.0,0.2727272727272727,8.34,0.3333333333333333,0.0,0.8333333333333334,16.62,0.0
628dec55823f672331c68577,421.873,0.2196969696969697,0.0,0.3787878787878788,2.83,0.0,0.0,0.0,15.53,0.0
5fc70f3bd255c10f0b2346ba,645.567,0.0,0.007575757575757576,0.20454545454545456,20.68,0.0,0.16666666666666666,0.0,34.88,1.0
6404fb7b9a7b3cfb4179d185,554.982,0.0,0.0,0.5151515151515151,7.94,0.0,0.0,0.8333333333333334,24.42,0.0
64023a98627b1116180dff0b,475.009,0.007575757575757576,0.0,0.03787878787878788,1.16,0.0,0.0,0.0,17.16,0.0
609e15bbf246a639a4123518,582.176,0.19696969696969696,0.0,0.42424242424242425,5.95,0.0,0.0,0.0,12.9,0.0
63e5513398583a335b2a8bdd,666.464,0.0,0.007575757575757576,0.14393939393939395,17.34,0.0,0.0,0.16666666666666666,36.21,1.0
63d55208f472dc9178329bcb,316.599,0.6287878787878788,0.0,0.4166666666666667,2.12,0.0,0.0,0.0,8.85,0.0
5c09a1171907db0001602601,382.356,0.16666666666666666,0.0,0.48484848484848486,4.64,0.0,0.0,0.16666666666666666,21.64,0.0
5f2e0b28c642b31678638a21,410.927,0.022727272727272728,0.0,0.3106060606060606,2.74,0.0,0.0,0.0,7.6,0.0
5e654e2055e480000dcd002a,490.008,0.2727272727272727,0.0,0.9015151515151515,7.16,0.0,0.0,0.5,13.14,2.0
63e7ac6bcbc2e035cbeadf8a,499.904,0.08333333333333333,0.007575757575757576,0.4393939393939394,9.71,0.0,0.0,0.16666666666666666,29.22,0.0
613107a0c7fc3a96a54c7693,385.516,0.007575757575757576,0.0,0.3712121212121212,3.65,0.0,0.0,0.0,13.69,0.0
612fbc37af2136fe81fc71a9,463.703,0.29545454545454547,0.0,0.5833333333333334,23.25,0.0,0.0,0.0,36.0,0.0
640feb5e49b723bcfaad6437,530.569,0.0,0.0,0.3712121212121212,15.58,0.0,0.0,0.16666666666666666,20.65,0.0
63d7a91b72bdcca4f3a683e8,392.199,0.25757575757575757,0.0,0.3181818181818182,3.99,0.0,0.0,0.16666666666666666,5.52,0.0
6108114eaacc3458294b244c,416.859,0.1590909090909091,0.0,0.38636363636363635,7.59,0.0,0.0,0.0,13.25,2.0
63d418d4229ed6c0712ce5bb,414.594,0.06060606060606061,0.007575757575757576,0.19696969696969696,1.43,0.0,0.0,0.0,6.94,0.0
640132934d00561d78518c4c,469.493,0.3181818181818182,0.0,0.15151515151515152,11.67,0.0,0.0,0.16666666666666666,45.79,0.0
63f791692fa22034babcdda1,409.446,0.5075757575757576,0.0,0.20454545454545456,20.87,0.0,0.0,0.0,21.44,0.0
5ee8f9a309471c0d46a6d247,737.15,0.2196969696969697,0.007575757575757576,0.26515151515151514,8.06,0.0,0.0,0.3333333333333333,8.88,0.0
5f9873550513db147c9d2958,405.394,0.07575757575757576,0.0,0.42424242424242425,2.65,0.0,0.0,0.0,13.66,1.0
63614ad63aec6bcf8a045124,515.891,0.3409090909090909,0.0,0.4166666666666667,13.23,0.0,0.0,0.16666666666666666,38.89,0.0
63e51ddb19fccd05514c629c,392.513,0.25757575757575757,0.0,0.30303030303030304,4.12,0.3333333333333333,0.0,0.0,0.5,1.0
63fe38bfab28b75385783fba,339.49,0.2727272727272727,0.0,0.5075757575757576,5.03,0.0,0.0,0.16666666666666666,13.19,0.0
5c75dbce7d36140017c53257,446.775,0.030303030303030304,0.0,0.3181818181818182,3.47,0.0,0.0,0.5,32.67,0.0
62c5e680e4a4b4648606d756,401.176,0.045454545454545456,0.0,0.38636363636363635,8.0,0.0,0.16666666666666666,0.16666666666666666,11.26,0.0
5dd03c5486c8861300974102,517.771,0.03787878787878788,0.0,0.1893939393939394,13.27,0.0,0.0,0.0,26.1,0.0
63eafad399e87039254d1078,343.054,0.4393939393939394,0.0,0.42424242424242425,2.04,0.0,0.0,0.0,10.98,2.0
60a3128cb035414bb4588090,417.718,0.25,0.007575757575757576,0.11363636363636363,3.06,0.0,0.16666666666666666,0.0,30.83,0.0
63b6c76ff03d438cd09b8c56,561.068,0.0,0.0,0.17424242424242425,9.7,0.0,0.0,0.0,30.11,0.0
6400ed09421b2727c2f7c553,615.465,0.015151515151515152,0.0,0.5378787878787878,28.22,0.0,0.0,0.0,42.89,0.0
