PROLIFIC_PID,totalTime,subjLR,subjNLL,subjLRTp,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv
5fa935b3d330fa0429da624a,389.613,0.19004383259610566,201.1123787553959,1.9266308208339563e-06,0.007575757575757576,0.0,0.23484848484848486,2.54,0.0,0.0,0.0,5.89,0.0
63d97863bc1e08294519edd8,384.577,4.5397868702434395e-05,212.44726053700788,1.0,0.23484848484848486,0.0,0.6666666666666666,4.38,0.0,0.0,0.0,17.37,0.0
60fefd59226b2b1d87bc36db,802.65,0.044182650531664105,208.26757570857984,0.0038431908277714835,0.015151515151515152,0.030303030303030304,0.3106060606060606,20.0,0.0,0.16666666666666666,0.16666666666666666,223.45,0.0
5f5691fb24d1090e6bcdf1ec,443.622,0.1383166840356534,200.56657838000822,1.092147120306324e-06,0.13636363636363635,0.0,0.1590909090909091,9.91,0.0,0.0,0.16666666666666666,33.45,0.0
5d5606cd4171ec00182e2b15,326.668,4.5397868702434395e-05,212.4458991843902,1.0,0.7727272727272727,0.007575757575757576,0.7121212121212122,5.8,0.16666666666666666,0.0,0.3333333333333333,4.92,1.0
6162341a644c08d5cca4b7bb,481.351,0.019504667552210368,211.90246715547318,0.29720919251058825,0.030303030303030304,0.0,0.25757575757575757,4.06,0.0,0.0,0.16666666666666666,31.98,0.0
6400de8f305c51d03c2a9a0e,380.175,4.5397868702434395e-05,212.44698416355948,1.0,0.24242424242424243,0.0,0.18181818181818182,1.94,0.0,0.0,0.0,8.9,0.0
5b184f9768a5ed0001734190,720.175,0.007650465984326746,212.29195251723735,0.5790926256565865,0.015151515151515152,0.0,0.2196969696969697,214.37,0.0,0.0,0.5,41.08,0.0
56b8de29e1d0a200051517f8,412.837,4.5397868702434395e-05,212.44598633752148,1.0,0.0,0.0,0.6893939393939394,9.92,0.0,0.0,0.16666666666666666,15.4,0.0
63fba157c9ebcb0ba6397872,377.702,0.1020858301149741,205.27174973776937,0.00015193218417608578,0.30303030303030304,0.0,0.3333333333333333,2.81,0.0,0.0,0.3333333333333333,10.03,0.0
63e802622f8052bd67d6c5f0,381.973,0.09465014236583967,202.75639017165417,1.0718880271521382e-05,0.015151515151515152,0.0,0.29545454545454547,5.63,0.0,0.0,0.0,11.98,0.0
63d413840c9c512ac3dfc533,343.548,0.13067759424695902,200.76425658862047,1.3412723587449488e-06,0.12121212121212122,0.0,0.6363636363636364,1.12,0.0,0.0,0.0,8.36,0.0
63ed15bed4665c62d9e6dbb2,1424.679,0.010453521152957886,212.24127443168527,0.5224469883967389,0.8484848484848485,0.0,0.5075757575757576,922.96,0.0,0.0,0.0,159.6,0.0
63e1f5009f56fcb831963f19,690.201,0.005548500348648775,212.36530692951314,0.6882420703360792,0.3106060606060606,0.022727272727272728,0.22727272727272727,33.06,0.0,0.0,0.16666666666666666,74.28,0.0
5c4e31b37065de00011f795d,1070.254,4.5397868702434395e-05,212.44916279469453,1.0,0.0,0.06060606060606061,0.7424242424242424,65.57,0.0,0.16666666666666666,0.6666666666666666,53.38,0.0
572041d6fd3a5200093c1295,311.041,4.5397868702434395e-05,212.4503026887868,1.0,0.6818181818181818,0.0,0.6515151515151515,2.0,0.0,0.0,0.16666666666666666,11.1,0.0
63d41088860131e49a85cfac,440.54,4.5397868702434395e-05,212.4486670219273,1.0,0.08333333333333333,0.0,0.1590909090909091,17.55,0.0,0.0,0.0,18.78,0.0
6400e1e1c539ed3882af8d8f,886.013,0.06356497299723853,207.39057435880204,0.001474301478981737,0.0,0.0,0.32575757575757575,23.12,0.0,0.0,0.0,112.34,1.0
63f2e107c4d0bc684b99d2c6,405.341,0.04071828531533415,210.35471074358986,0.0408509438105713,0.29545454545454547,0.0,0.6287878787878788,3.21,0.0,0.0,0.8333333333333334,17.66,0.0
5f43ef4041bb5f11a27aa07e,541.79,0.02777167188125738,211.15239555841032,0.10775663746357733,0.015151515151515152,0.0,0.2196969696969697,17.05,0.0,0.16666666666666666,0.16666666666666666,40.69,0.0
5dbf692c2a1dd63f64ef5ae4,506.952,0.10051904265534795,186.47249316681447,5.703006605005848e-13,0.3106060606060606,0.0,0.6363636363636364,8.44,0.0,0.0,0.5,40.78,0.0
5fd8025bcfda8b1165a0b16e,531.762,0.31283827305017786,190.94435228515948,5.465866307212695e-11,0.015151515151515152,0.0,0.16666666666666666,11.18,0.0,0.0,0.16666666666666666,22.04,0.0
60fd933d5461857048f9e74c,439.649,0.027574495422051367,210.07889338459648,0.029575093131979938,0.25,0.0,0.3106060606060606,7.17,0.0,0.0,0.0,21.11,0.0
60f75a701ac4cfc5c17cceb7,528.771,0.13326161972635603,203.28461343759224,1.86503081761357e-05,0.0,0.0,0.3712121212121212,7.42,0.0,0.0,0.16666666666666666,17.54,0.0
5e87900b524dca41065df104,336.545,4.5397868702434395e-05,212.44880254357582,1.0,0.5909090909090909,0.015151515151515152,0.07575757575757576,3.13,0.6666666666666666,0.0,0.6666666666666666,12.15,0.0
5edc0583f16dff0c806bdbb6,420.414,0.1177403754964124,183.51952689672817,2.825197722549893e-14,0.3712121212121212,0.007575757575757576,0.5833333333333334,1.59,0.0,0.0,0.3333333333333333,3.62,0.0
608d0831835bd8f85ac9237e,583.844,0.0018147344250584877,212.4323814275418,0.8698511390550486,0.09848484848484848,0.0,0.09090909090909091,18.75,0.0,0.0,0.0,45.17,0.0
6108027a71236aa28a407666,439.409,0.10986169866313658,203.45995921001798,2.2421479327327336e-05,0.0,0.0,0.3181818181818182,2.01,0.0,0.0,0.5,9.82,0.0
6005fd9c8bbd67931607e518,422.877,0.012658114485639024,212.0234269594779,0.3580403803689044,0.2878787878787879,0.0,0.7727272727272727,5.68,0.0,0.0,0.16666666666666666,13.49,0.0
5ee71ce25f11c84a3e909b09,579.666,0.03990336541527248,211.0066426423231,0.08977944463865214,0.18181818181818182,0.007575757575757576,0.45454545454545453,3.62,0.0,0.0,0.0,18.43,0.0
5ec0d47ecf12be4ea2754516,433.187,0.052811039370349255,207.40401865515014,0.0014959708595102116,0.5984848484848485,0.0,0.4166666666666667,3.24,0.0,0.0,0.3333333333333333,6.51,0.0
63e5be4daa8fac2e51d4fe91,336.715,0.1332705748100024,195.17500589460485,4.1723883290950885e-09,0.18181818181818182,0.0,0.36363636363636365,4.02,0.0,0.0,0.0,10.02,0.0
60ff4339f5ffb265d16b144f,460.942,0.011603016407079201,212.09087143231295,0.3994882942653918,0.3484848484848485,0.0,0.06818181818181818,15.28,0.0,0.16666666666666666,0.0,35.83,1.0
63ea4e8c0e9a66f5843ed4ac,277.195,4.5397868702434395e-05,212.447713932041,1.0,0.6212121212121212,0.0,0.7727272727272727,2.14,0.16666666666666666,0.0,0.8333333333333334,5.87,1.0
6361769fee0c219b0f1cc480,396.633,4.5397868702434395e-05,212.446034657253,1.0,0.15151515151515152,0.0,0.4318181818181818,5.05,0.0,0.0,0.8333333333333334,18.58,0.0
63d13b44f511eff0aef876f2,349.689,0.4755537267066148,177.01961537574857,3.849793374807886e-17,0.15151515151515152,0.0,0.48484848484848486,7.25,0.0,0.0,0.0,20.17,0.0
61021c2ad3b0633be797eddf,587.894,0.013056891103382958,212.06728575594252,0.38425726306761787,0.0,0.007575757575757576,0.015151515151515152,15.36,0.0,0.0,0.0,78.61,0.0
5fe354a2e44df4fb4634bbc3,397.853,0.07954248059788485,204.67671827050364,8.085592762954047e-05,0.11363636363636363,0.0,0.3484848484848485,12.01,0.0,0.0,0.0,29.4,0.0
5d5a48a67ca41f0001e97f8b,407.271,0.009188744879026297,212.28289431864607,0.5681307065642247,0.25757575757575757,0.0,0.16666666666666666,16.33,0.0,0.0,0.16666666666666666,10.74,0.0
5d9303bbc400a90018821b13,351.945,0.134033433543428,190.26485090556628,2.7294680510113647e-11,0.38636363636363635,0.0,0.4090909090909091,9.2,0.0,0.0,0.0,16.86,1.0
63f77d4f671167ec16eee15c,414.47,0.03900223312524487,210.70490013082582,0.06204689081839284,0.12121212121212122,0.0,0.19696969696969696,4.34,0.0,0.0,0.0,20.32,0.0
63e576170eb086a90644efb4,371.285,0.46983033929977813,186.23817523840015,4.4922005102866604e-13,0.08333333333333333,0.0,0.49242424242424243,2.48,0.0,0.0,0.3333333333333333,15.7,1.0
60d2d061fd054556769ca306,373.885,0.13461511182827374,209.6340125723072,0.017720378465519708,0.17424242424242425,0.0,0.4318181818181818,6.09,0.0,0.0,0.16666666666666666,3.03,0.0
5fb7c9fa2be0a83d8f8913b8,368.783,0.002150439182638811,212.42355114457092,0.8329139127136742,0.007575757575757576,0.0,0.3939393939393939,2.27,0.0,0.0,0.16666666666666666,13.56,0.0
63d83eafdd418ada3528719e,,,,,,,,,,,,,
63bda65b774a91e291c5b1a8,603.434,0.0030868864776376075,212.42461436864596,0.836896845621345,0.09848484848484848,0.0,0.3409090909090909,10.94,0.0,0.0,0.0,40.09,0.0
63e857fe022e159687d56f41,387.508,0.050680057292437256,206.69860615908075,0.0006980631782793138,0.7954545454545454,0.0,0.9621212121212122,9.46,0.0,0.0,0.0,4.25,0.0
5bb94dea3ea7ed00017cb109,458.949,0.10429841058146845,192.4253277566195,2.486938314783792e-10,0.0,0.0,0.08333333333333333,5.46,0.0,0.0,0.16666666666666666,24.73,0.0
63d73bfc8765da5b8a06f465,889.495,0.04239757970078196,208.79300670484636,0.006874021297874485,0.0,0.007575757575757576,0.08333333333333333,31.51,0.0,0.16666666666666666,0.16666666666666666,75.31,0.0
628419137c4c3ded72e4874d,493.129,0.026137675904291086,211.5956993114745,0.19226048203176146,0.0,0.0,0.25757575757575757,7.07,0.0,0.0,0.3333333333333333,11.61,0.0
63e711bb284d2bc894a057a6,737.706,0.36889120875969145,191.32733114134203,8.085791105105936e-11,0.0,0.0,0.13636363636363635,12.1,0.0,0.0,0.16666666666666666,37.88,0.0
60ed200c728ab881912aac11,501.282,0.11163673606909078,204.41084182420656,6.104587359510509e-05,0.05303030303030303,0.0,0.5227272727272727,31.63,0.0,0.0,0.0,22.43,0.0
63d7ddc0c07dd5787084df8e,418.351,0.05714044894058254,207.2794826561881,0.0013069787714514126,0.10606060606060606,0.0,0.4393939393939394,3.12,0.0,0.0,0.16666666666666666,11.49,0.0
60fd9e6a8312b735fef884d4,729.271,0.04196913381169768,210.2019578587651,0.0341397158816863,0.0,0.0,0.06818181818181818,16.35,0.0,0.0,0.0,51.99,0.0
5e03f8517f08edece67a3137,720.008,0.024714004238985815,211.32892315814604,0.13502468395789227,0.030303030303030304,0.022727272727272728,0.3333333333333333,38.71,0.0,0.0,0.0,32.73,0.0
61282ca83be28773ac7c421f,961.663,0.38221089446883744,194.79801673952898,2.832748831842429e-09,0.0,0.007575757575757576,0.4015151515151515,98.18,0.0,0.16666666666666666,0.16666666666666666,58.62,0.0
6310ceffa120ca2c1fbe1d92,625.906,4.5397868702434395e-05,212.45120922159296,1.0,0.0,0.0,0.1893939393939394,14.62,0.0,0.0,0.5,29.84,0.0
62d78737dcea82e9f96b957c,519.214,0.0037836917737539564,212.39413423568436,0.7478572480594399,0.5075757575757576,0.0,0.3181818181818182,9.77,0.0,0.0,0.0,35.27,0.0
63d865b3e3e28b34ec2ed45c,330.253,0.010308053552201867,212.08280343106065,0.3941821668308275,0.5984848484848485,0.0,0.5681818181818182,5.4,0.6666666666666666,0.0,0.8333333333333334,14.03,0.0
60fcd5602ff7c8f0866ecd0c,372.939,0.050448277368189236,208.05234796143998,0.0030339923700574848,0.2727272727272727,0.0,0.4090909090909091,5.38,0.0,0.0,0.16666666666666666,15.42,0.0
631699e51577c995252cf3fc,253.921,0.027200242213864127,210.91987358816752,0.08064465097109051,0.3787878787878788,0.0,0.25757575757575757,0.91,0.3333333333333333,0.0,0.0,1.63,0.0
62d06d1b651d6922f62fab9b,398.975,0.010167346638049427,212.28504849174675,0.5707004625376844,0.5984848484848485,0.0,0.36363636363636365,2.77,0.0,0.0,0.16666666666666666,29.35,0.0
627ea14463f25dce42e73d51,453.763,0.05063754848765576,206.88804309080885,0.000856081947490962,0.4015151515151515,0.0,0.24242424242424243,3.45,0.0,0.16666666666666666,0.16666666666666666,13.11,2.0
5fcecd70db3ccb1a7f9331c9,476.486,0.09562379693226236,201.09892590428012,1.8998411081218995e-06,0.007575757575757576,0.0,0.49242424242424243,11.5,0.0,0.0,0.3333333333333333,44.44,0.0
6338c2127eed17193a7a4d32,424.33,4.5397868702434395e-05,212.44903136222177,1.0,0.5757575757575758,0.0,0.18181818181818182,18.34,0.0,0.0,0.0,24.42,0.0
60aeef267e494909058ef34e,418.209,0.028952352059946247,211.62846355339752,0.20105671416651266,0.5454545454545454,0.0,0.13636363636363635,8.8,0.0,0.0,0.0,16.39,1.0
63ed1fa5c88ecae92bf0c920,510.975,0.5177591461352271,168.9158164584704,1.0527966507781285e-20,0.0,0.0,0.4621212121212121,5.83,0.0,0.0,0.0,23.41,2.0
63d7457dae12d98a8ebd18f6,464.53,0.002416374831546716,212.42914422046093,0.8551598472618028,0.022727272727272728,0.0,0.4015151515151515,8.2,0.0,0.0,0.16666666666666666,25.02,0.0
602b3ed14ae791260d6d12c5,330.088,4.5397868702434395e-05,212.4469413897426,1.0,0.19696969696969696,0.0,0.5757575757575758,1.64,0.0,0.0,0.16666666666666666,11.96,0.0
63d71e67dd0fcccd3cc745b0,478.435,4.5397868702434395e-05,212.4501191955367,1.0,0.2878787878787879,0.0,0.4393939393939394,12.26,0.0,0.16666666666666666,0.3333333333333333,19.43,6.0
63e573b546bc72bbe9bffc5f,549.771,0.16338401936289368,198.98528638052804,2.1193950180651184e-07,0.0,0.0,0.15151515151515152,14.08,0.0,0.0,0.0,25.47,1.0
60f08e2a0d6d27ff93244345,377.922,0.03880933318285734,209.91760386980414,0.0245351361991062,0.4015151515151515,0.0,0.21212121212121213,11.96,0.0,0.0,0.16666666666666666,21.08,0.0
5d42abf3c9acd700010c41df,365.708,0.05873149741532524,209.12523295400393,0.009964998125108145,0.3106060606060606,0.0,0.1893939393939394,8.22,0.5,0.0,0.16666666666666666,11.62,0.0
5d5af711bb10640001afd133,465.404,0.07465172252068451,201.8004444485821,3.946373451316794e-06,0.09848484848484848,0.0,0.4318181818181818,7.29,0.0,0.0,0.16666666666666666,11.6,0.0
6150e9017c1b2aa8bf683c32,666.802,0.013082687608484083,212.20233471856005,0.4852957334077652,0.007575757575757576,0.0,0.03787878787878788,21.4,0.0,0.16666666666666666,0.0,38.97,0.0
60beba435afc451476fa7781,363.729,0.041371639587735716,209.74778114221695,0.020182418066995902,0.14393939393939395,0.0,0.2878787878787879,7.75,0.0,0.0,0.0,11.17,0.0
63d1b93d9abc8c4b40e2d92f,458.719,0.021874500467918057,211.65448940360332,0.20838225877497982,0.11363636363636363,0.007575757575757576,0.1590909090909091,4.16,0.0,0.0,0.16666666666666666,13.54,9.0
63652b3ed1f35f8e04325845,515.411,4.5397868702434395e-05,212.4483065684293,1.0,0.2878787878787879,0.007575757575757576,0.09848484848484848,19.81,0.0,0.0,0.0,57.27,0.0
63dab0380b8791f9560fd329,419.069,0.11453976976799102,187.71534313317105,2.023627093522483e-12,0.06818181818181818,0.0,0.2727272727272727,3.8,0.0,0.0,0.3333333333333333,8.37,3.0
63d80b500adef5b476e289a4,349.97,4.5397868702434395e-05,212.47013703917534,1.0,0.3333333333333333,0.0,0.9924242424242424,2.15,0.0,0.0,0.6666666666666666,15.12,0.0
5f48dab70aa4ce3aa1914003,455.614,0.15074863284366444,177.29693880081032,5.0996311127186074e-17,0.007575757575757576,0.0,0.2878787878787879,28.78,0.0,0.0,0.16666666666666666,20.28,0.0
6400d9993ddcc2436a9f2e1a,338.756,0.02016920543346569,211.86541212458852,0.2813028738012333,0.5075757575757576,0.0,0.2803030303030303,7.85,0.0,0.0,0.0,5.78,1.0
63cff34d33a9948e3b0b28d6,394.457,0.08685592453277918,200.8283858378631,1.4337640715354014e-06,0.0,0.0,0.49242424242424243,6.77,0.0,0.0,0.0,12.01,0.0
63e55887d67a5c7e32a678fa,361.036,4.5397868702434395e-05,212.4468525388753,1.0,0.2727272727272727,0.0,0.16666666666666666,4.72,0.0,0.0,0.5,16.88,1.0
63d81e2fb6c8f0da25fea602,503.534,4.5397868702434395e-05,212.45406802759823,1.0,0.2727272727272727,0.0,0.24242424242424243,12.85,0.0,0.0,0.0,42.29,0.0
6400da061dc90debed65731b,487.098,0.06612825027643292,208.17536003931937,0.003472560264968638,0.45454545454545453,0.0,0.25,21.99,0.0,0.0,0.0,39.5,0.0
610189e61b2d3520eea21de6,401.78,0.14328877335471016,192.51679164840277,2.73109686458074e-10,0.030303030303030304,0.0,0.49242424242424243,12.03,0.0,0.0,0.16666666666666666,13.25,0.0
5fa5a899f2b7600f72104ad1,318.016,4.5397868702434395e-05,212.45302191832403,1.0,0.3787878787878788,0.0,0.4318181818181818,2.54,0.0,0.0,0.16666666666666666,6.46,0.0
5e223f4219295951f846dd16,465.802,0.018907793747065454,211.93084663536743,0.31017848883778487,0.18181818181818182,0.007575757575757576,0.36363636363636365,2.29,0.0,0.0,0.3333333333333333,13.86,0.0
5df1133b99b28201e0a1181c,335.147,0.04436564214711943,209.6551790008118,0.018153751846920054,0.3409090909090909,0.0,0.09848484848484848,3.82,0.0,0.0,0.0,9.52,0.0
60fd738c235e974993ad455c,500.611,0.09218525079292154,197.5114374898441,4.623081800484479e-08,0.05303030303030303,0.0,0.30303030303030304,10.52,0.0,0.16666666666666666,0.16666666666666666,27.41,0.0
63b6ef9027eb90f292852ee4,510.67,0.38517731196314536,148.53170451380927,1.2239180533699001e-29,0.0,0.0,0.30303030303030304,5.51,0.0,0.0,0.0,66.93,1.0
5e2cd786dc63ca2ff798a0ca,499.076,4.5397868702434395e-05,212.44903442156016,1.0,0.14393939393939395,0.022727272727272728,0.48484848484848486,1.8,0.0,0.0,0.16666666666666666,3.63,0.0
5bbc4bd1f83ac60001fe665e,455.817,0.14299395544554724,186.5269369528178,6.028206011946349e-13,0.0,0.0,0.25,5.68,0.0,0.0,0.0,16.1,0.0
64013f9fa92a5dd2d30c5575,597.098,4.5397868702434395e-05,212.44948481667717,1.0,0.03787878787878788,0.0,0.3181818181818182,16.65,0.0,0.0,0.8333333333333334,36.78,0.0
63ea6fc5092518554c9b8111,401.278,0.042723712417576054,210.13961368250972,0.03174192194907807,0.030303030303030304,0.0,0.4318181818181818,5.6,0.0,0.0,0.16666666666666666,30.6,0.0
63bb98852cdc67dece8adb8e,461.593,0.15783923688416027,189.51625290118886,1.2707126896889233e-11,0.022727272727272728,0.0,0.15151515151515152,4.28,0.0,0.0,0.0,26.28,0.0
5c59d8105bbd810001fb26de,812.213,0.04807241756006939,209.1449168418829,0.010187714490755905,0.5984848484848485,0.022727272727272728,0.22727272727272727,15.99,0.0,0.16666666666666666,0.16666666666666666,32.28,0.0
55d86f3569dbc30012b6869f,402.148,0.07053316851049525,207.27897040311336,0.0013062535145427154,0.09090909090909091,0.0,0.3409090909090909,2.0,0.0,0.0,0.16666666666666666,16.39,0.0
63d1401242635aaffe867c4c,582.214,0.2909988059789491,161.66484105498074,6.926386697780918e-24,0.0,0.0,0.3560606060606061,16.17,0.0,0.0,0.0,27.76,0.0
63bd81516745e78ee7f50f7f,480.843,4.5397868702434395e-05,212.45624873767127,1.0,0.09090909090909091,0.0,0.5,3.91,0.0,0.0,0.3333333333333333,30.53,1.0
6362406ab7caf5fc96bb61c8,662.277,4.5397868702434395e-05,212.45052886532952,1.0,0.09090909090909091,0.0,0.25,8.49,0.0,0.0,0.16666666666666666,33.42,1.0
5c9432caec114b0001419276,598.505,4.5397868702434395e-05,212.45325024107817,1.0,0.08333333333333333,0.0,0.08333333333333333,9.29,0.0,0.0,0.16666666666666666,85.89,0.0
60bafed1d4e636dce6350863,394.952,0.20007547530717226,188.60399665618763,5.008600954880758e-12,0.25757575757575757,0.0,0.3787878787878788,4.47,0.0,0.0,0.16666666666666666,20.72,1.0
63b82398bbe6a599972413ad,540.142,0.3297045985218099,179.57988224961503,5.166431461572497e-16,0.0,0.0,0.4090909090909091,3.34,0.0,0.0,0.5,18.09,0.0
608590825d295c858cbe7fa9,399.734,0.006697416265470531,212.2676634365927,0.5505783982904171,0.13636363636363635,0.0,0.3560606060606061,4.83,0.0,0.0,0.0,31.57,1.0
6400d916e410c86255a45836,404.563,0.03631026375728336,211.67981743988753,0.21581642372496002,0.18181818181818182,0.0,0.48484848484848486,4.86,0.0,0.0,0.0,17.55,1.0
63f794e7d8d24753edbbb136,707.574,0.4476894611607089,148.57369193606365,1.2768144660355698e-29,0.0,0.0,0.5151515151515151,28.07,0.0,0.0,0.3333333333333333,50.44,0.0
5b9b422307c6960001614c35,590.323,0.1776852114318744,190.8257579327708,4.8418306933754844e-11,0.045454545454545456,0.0,0.4318181818181818,31.98,0.0,0.0,0.16666666666666666,41.86,0.0
5adfcb03f6b58c0001fa9083,641.596,0.03283305424450965,210.61261830170855,0.05552090490917309,0.05303030303030303,0.0,0.4015151515151515,204.61,0.0,0.0,0.3333333333333333,15.95,0.0
5ba863a346de410001ecfb2a,588.623,0.1885569106846526,202.88363551029852,1.224731289048439e-05,0.045454545454545456,0.015151515151515152,0.25,5.57,0.0,0.0,0.0,20.4,0.0
63d80cb1ba40ad04c1edd4db,463.444,0.13110260683518413,199.68790331564975,4.3877445232469976e-07,0.0,0.0,0.4318181818181818,8.06,0.0,0.0,0.0,16.66,0.0
560ce65601c38a0012769e20,724.853,0.027157442130560473,210.36732423349292,0.04146374948001982,0.0,0.0,0.17424242424242425,18.12,0.0,0.0,0.0,32.7,0.0
63ed0065eb23ac3ee1726453,311.008,0.01297061740729205,212.05561111373822,0.3770229129966546,0.5454545454545454,0.0,0.09090909090909091,2.63,0.16666666666666666,0.0,0.0,13.92,0.0
