P1,P2,P3,P4,P5
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,3.2241866398941e-08,0.999999967757807,1e-12
1e-12,1e-12,4.006369216469352e-05,0.9999598893961329,4.691163801764229e-08
1e-12,1e-12,8.677780827248682e-09,0.9999999913221825,1e-12
1e-12,1e-12,2.078517042625183e-05,0.9999791991161339,1.5713430951040203e-08
1e-12,1.0526266525090477e-09,0.0010162429883335822,0.9989734664454467,1.0289513485400627e-05
4.934066488715416e-10,3.5994748337486726e-07,0.0070660405223590406,0.9926703607158477,0.00026323832090326084
1e-12,1e-12,1.1565475133146208e-07,0.9999998843425033,2.7454015980713958e-12
1e-12,1e-12,4.662363828344951e-10,0.9999999995337633,1e-12
1e-12,1e-12,4.817917002353234e-06,0.9999951807086316,1.3743658133579528e-09
1e-12,1e-12,3.0092286440464022e-09,0.9999999969907651,1e-12
1e-12,1e-12,7.520584155429333e-11,0.9999999999247942,1e-12
1e-12,1e-12,1.1889156326105876e-11,0.9999999999881108,1e-12
1e-12,1e-12,4.7271075942489915e-12,0.9999999999952729,1e-12
1e-12,1e-12,2.9807267765136203e-12,0.9999999999970193,1e-12
1e-12,1e-12,3.852301752038656e-07,0.9999996147494293,2.0395488377943806e-11
1e-12,2.6560975641132245e-12,0.00013847085068430243,0.9998611584397432,3.7070691634500695e-07
6.558753540275575e-12,1.8098610499173162e-08,0.0026189405404141164,0.997331065812114,4.9975542302729546e-05
1e-12,1e-12,7.025192516607603e-08,0.9999999297468788,1.1960897460837274e-12
1e-12,1e-12,3.633737755137645e-10,0.999999999636626,1e-12
1e-12,1e-12,2.6133761821256485e-11,0.9999999999738662,1e-12
0.5,1e-12,1e-12,1e-12,0.5
0.0015011822567370103,0.009485760373856178,0.17143858117576316,0.7417162961724001,0.07585818002124355
5.829126566114784e-05,0.00111121899939437,0.09417995463405393,0.8816731651908649,0.022977369910025615
1e-12,5.789368984210341e-12,0.00017952796355735767,0.9998199005302062,5.715004470337245e-07
1e-12,3.298694650766265e-12,0.0001488384792742714,0.999850743398704,4.181187231316626e-07
7.669642698715506e-12,2.0168774872431072e-08,0.002714965292560545,0.9972319394527682,5.307507822667364e-05
4.163644762300578e-09,1.573798101173196e-06,0.011506571102557372,0.9878941815645939,0.0005976693711028653
1e-12,1e-12,1.479246746205476e-07,0.9999998520711879,4.137466383864399e-12
1e-12,1e-12,8.581068102675449e-05,0.9999140223512191,1.6696712219974216e-07
2.325473147379853e-12,8.829342923455386e-09,0.0020627611967227732,0.9979036898412763,3.354013033254755e-05
2.2926565090841677e-09,1.0416959504988554e-06,0.01004161123315328,0.9894821769379045,0.0004751678403351566
7.198720675116732e-08,1.1278591597330134e-05,0.021968370275155524,0.9762337342256201,0.0017865449204203035
4.033790785840097e-07,3.70223307633033e-05,0.032329837993903654,0.9641721194119555,0.0034606168842990052
9.548655508506698e-07,6.700280237359468e-05,0.03914096895470609,0.9559771671972849,0.004813906180084593
3.3206770666538432e-12,1.1298762037093013e-08,0.002239118633764803,0.9977224045677354,3.8465496417045456e-05
1e-12,1e-12,6.494577142746039e-08,0.9999999350531792,1.0493447180647687e-12
1e-12,1e-12,3.4938163473441364e-10,0.9999999996506181,1e-12
1e-12,1e-12,2.5625723765188013e-11,0.9999999999743743,1e-12
1e-12,1e-12,6.9400041269318535e-12,0.99999999999306,1e-12
1e-12,1e-12,2.9265482037743595e-08,0.9999999707342401,1e-12
1e-12,1e-12,2.3453217146141014e-10,0.9999999997654677,1e-12
1e-12,1e-12,3.4171021696671744e-06,0.999996582122597,7.752332891145624e-10
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1e-12,1.3709572069808829e-06,0.9999986288736032,1.6918979223288784e-10
1e-12,1e-12,3.2241866398941e-08,0.999999967757807,1e-12
1e-12,1e-12,2.4616975125013596e-10,0.9999999997538301,1e-12
1e-12,1e-12,2.1510127012902558e-11,0.9999999999784899,1e-12
1e-12,1e-12,6.3584693066331965e-12,0.9999999999936415,1e-12
1e-12,1e-12,3.4570124540778124e-12,0.999999999996543,1e-12
1e-12,1e-12,2.5490720645393594e-12,0.9999999999974509,1e-12
1e-12,1e-12,2.1889157153509586e-12,0.9999999999978111,1e-12
1e-12,1e-12,2.028377465990161e-12,0.9999999999979716,1e-12
1e-12,1e-12,1.9524382111058003e-12,0.9999999999980476,1e-12
1e-12,1e-12,1.915578806688245e-12,0.9999999999980844,1e-12
1e-12,1e-12,1.8975931936893176e-12,0.9999999999981024,1e-12
1e-12,1e-12,3.073620201687888e-07,0.9999996926239813,1.3998577064882271e-11
1e-12,1e-12,7.600631235504807e-10,0.9999999992399362,1e-12
1e-12,1e-12,3.7796210605733904e-11,0.9999999999622038,1e-12
1e-12,1e-12,1.371773295288925e-06,0.9999986280573471,1.693576815150073e-10
1e-12,1.784816738847894e-11,0.0002612680087383801,0.9997376637409272,1.0682324860072278e-06
1e-12,1e-12,2.216278627287238e-08,0.9999999778370389,1e-12
1e-12,1e-12,2.0409696155354595e-10,0.9999999997959029,1e-12
1e-12,1e-12,1.9585888466622237e-11,0.9999999999804141,1e-12
1e-12,1e-12,6.0673688295764805e-12,0.9999999999939326,1e-12
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,1.3007128464304074e-05,0.9999869856774005,7.194132978569834e-09
1e-12,1e-12,4.944450404664735e-09,0.9999999950555353,1e-12
1e-12,1e-12,1.568954972397396e-05,0.9999843006170583,9.833213883008256e-09
1e-12,1e-12,5.430416560869844e-09,0.9999999945695667,1e-12
1e-12,1e-12,1.0102785275023507e-10,0.9999999998989721,1e-12
1e-12,1e-12,1.3779866137042518e-11,0.9999999999862201,1e-12
1e-12,1e-12,5.0892623448817176e-12,0.9999999999949107,1e-12
1e-12,1e-12,3.092859302000761e-12,0.9999999999969071,1e-12
1e-12,1e-12,2.41096032027599e-12,0.999999999997589,1e-12
1e-12,1e-12,2.128741627416275e-12,0.9999999999978713,1e-12
1e-12,1e-12,2.000177801164682e-12,0.9999999999979998,1e-12
1e-12,1e-12,7.822302805493564e-10,0.999999999217769,1e-12
1e-12,1e-12,6.240549767055903e-06,0.9999937573349134,2.1153193124098887e-09
1e-12,1e-12,3.424816208408288e-09,0.999999996575176,1e-12
1e-12,1e-12,8.023115505295664e-11,0.9999999999197688,1e-12
1e-12,1e-12,1.2279954830773931e-11,0.99999999998772,1e-12
1e-12,1e-12,4.804157072157977e-12,0.9999999999951958,1e-12
1e-12,1e-12,4.890680893598898e-07,0.999999510901552,3.035865770901935e-11
1e-12,3.799627279477136e-12,0.0001560182035993396,0.9998435295152065,4.5227739450670394e-07
1e-12,1e-12,1.7125608375856416e-08,0.9999999828742778,1e-12
0.5,1e-12,1e-12,1e-12,0.5
3.3982678893096363e-09,1.3675589390915732e-06,0.010985571673386207,0.9884602787324832,0.0005527786369235996
1e-12,1e-12,5.829126546308405e-05,0.9999416210918644,8.764247451323235e-08
1e-12,1e-12,1.0467401723168734e-08,0.9999999895325482,1e-12
1e-12,1e-12,1.4026335648509303e-10,0.9999999998597366,1e-12
1e-12,1e-12,2.642585820833432e-06,0.9999973569090718,5.051074179275286e-10
1e-12,4.772093831206803e-11,0.00036259001856087103,0.9996355651100247,1.844823692192094e-06
1e-12,1e-12,2.611025928800359e-08,0.9999999738895109,1e-12
1e-12,1e-12,2.2152879530779046e-10,0.9999999997784711,1e-12
1e-12,1e-12,2.0405233058795602e-11,0.9999999999795948,1e-12
1e-12,1e-12,6.192824031359123e-12,0.9999999999938072,1e-12
1e-12,1e-12,3.411715354673106e-12,0.9999999999965883,1e-12
1e-12,1e-12,2.532196674565057e-12,0.9999999999974678,1e-12
1e-12,1e-12,2.1815882433884326e-12,0.9999999999978184,1e-12
1e-12,1e-12,2.0250467969162855e-12,0.999999999997975,1e-12
1e-12,1e-12,1.950883898871325e-12,0.9999999999980491,1e-12
1e-12,1e-12,1.91491267287347e-12,0.9999999999980851,1e-12
1e-12,1e-12,1.8971491044794675e-12,0.9999999999981029,1e-12
1e-12,1e-12,1.8882673202824662e-12,0.9999999999981117,1e-12
1e-12,1e-12,1.8838264281839656e-12,0.9999999999981162,1e-12
1e-12,1e-12,1.8818280267396403e-12,0.9999999999981182,1e-12
1e-12,1e-12,1.880717803715015e-12,0.9999999999981193,1e-12
0.5,1e-12,1e-12,1e-12,0.5
