P1,P2,P3,P4,P5
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,1.3007128464304074e-05,0.9999869856774005,7.194132978569834e-09
1e-12,1e-12,4.006369216469352e-05,0.9999598893961329,4.691163801764229e-08
1e-12,2.816816335737826e-09,0.001410355679355213,0.9985718629515187,1.7778551863194697e-05
1.004526017922558e-09,5.8863728180647e-07,0.008315188835666287,0.9913382299193477,0.00034599160317821547
4.765038874587901e-08,8.482670909137902e-06,0.02001491096815744,0.9784517723193189,0.0015247863912257493
1e-12,1e-12,3.936114707170368e-06,0.9999960629040366,9.812562268857311e-10
1e-12,8.674905238592601e-11,0.00044248719523209967,0.9995549414112559,2.571306760119603e-06
1e-12,1e-12,5.793675820209288e-07,0.9999994205921533,4.0264663210484335e-11
1e-12,1e-12,2.095970441651218e-08,0.9999999790401363,1e-12
1e-12,1e-12,3.986580399129025e-09,0.9999999960134096,1e-12
1e-12,1e-12,1.4088099781983665e-05,0.9999859036822513,8.217963831775931e-09
1e-12,5.873923569765793e-10,0.0008368038493602459,0.9991557543683288,7.44119487221519e-06
3.237616841289537e-10,2.6892643745224376e-07,0.0064156174924134834,0.9933602465482276,0.00022386670915974205
1e-12,1e-12,4.4442461858196225e-05,0.9999555017729744,5.576507967781135e-08
1e-12,3.29099481000128e-09,0.0014853215160690603,0.9984952914980487,1.938369432849462e-05
1.1239948971564218e-09,6.36221658578684e-07,0.0085317448878649,0.9911063498822132,0.00036126788426840565
1e-12,1e-12,5.130562546740158e-05,0.9999486235289275,7.084546999398484e-08
1e-12,1e-12,1.9724294997303105e-07,0.9999998027503666,6.683479571895805e-12
1e-12,1e-12,9.908685070347811e-05,0.9999007009387287,2.1220959453419457e-07
3.175903984242723e-12,1.0955634732745523e-08,0.0022162669828618142,0.9977459100341217,3.781202420586088e-05
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1e-12,2.753569109381626e-05,0.9999724391988943,2.5109990926928157e-08
1e-12,1.6050298867753554e-09,0.0011695086598275672,0.998817482606478,1.3007128466476033e-05
6.691585063833827e-10,4.444158934191478e-07,0.00757679618280882,0.9921268016186262,0.000295957113513077
1e-12,1e-12,2.406102339591598e-06,0.9999975934656191,4.320412697441966e-10
1e-12,1e-12,4.2713532710791924e-08,0.9999999572859454,1e-12
1e-12,1e-12,2.2959191444682503e-06,0.9999977036812827,3.9957285559631595e-10
1e-12,1e-12,8.380497773519124e-07,0.9999991618757293,7.449325734504819e-11
1e-12,8.522738070837477e-12,0.00020422299761257978,0.9997950685230406,7.084708241063951e-07
1.522315606905522e-11,3.24161150144775e-08,0.003178833395121705,0.9967520473971144,6.908677642565903e-05
5.865949059824516e-09,1.994716264386298e-06,0.012441645341627616,0.9868745178941031,0.0006818361820559075
1.1514761821818098e-07,1.5597401328171223e-05,0.024419014290531615,0.9734257266211446,0.0021395465393773795
1e-12,1e-12,8.752436071057801e-05,0.9999123030767385,1.7256188034110652e-07
2.4271695764355172e-12,9.095140085513265e-09,0.0020832154401614345,0.9978826780471967,3.409741507470626e-05
2.3423025741209358e-09,1.0572456449198242e-06,0.010090865625002943,0.9894289773931207,0.0004790973939288364
7.276245472809251e-08,1.1362301559736387e-05,0.022021486615751318,0.9761731711098768,0.0017939072103574686
4.055453054485625e-07,3.715918716018507e-05,0.032368431215023974,0.9641262759154718,0.003467728137038553
1e-12,1.0369483049998962e-12,0.00010120769351062986,0.9998985724710192,2.1983443326049807e-07
1e-12,1e-12,5.564391944212765e-06,0.9999944338607579,1.7472976075082601e-09
1e-12,1.4580980867151538e-10,0.0005260653462009213,0.9994705033102477,3.4311977353956167e-06
1e-12,1.6554757564790634e-11,0.00025479934203198606,0.9997441761352881,1.0245061249801197e-06
1e-12,5.5782045649266365e-12,0.00017731778763319106,0.999822122386486,5.59820302583595e-07
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,1.3007128464304074e-05,0.9999869856774005,7.194132978569834e-09
1e-12,1e-12,4.006369216469352e-05,0.9999598893961329,4.691163801764229e-08
1e-12,2.816816335737826e-09,0.001410355679355213,0.9985718629515187,1.7778551863194697e-05
1.004526017922558e-09,5.8863728180647e-07,0.008315188835666287,0.9913382299193477,0.00034599160317821547
1e-12,1e-12,5.064471640203738e-05,0.9999492859525629,6.933090508556216e-08
1e-12,1e-12,1.9596834488488923e-07,0.9999998040250435,6.611652455722651e-12
1e-12,1e-12,1.2189922293792677e-08,0.9999999878100131,1e-12
1e-12,1e-12,2.4634743829854422e-05,0.9999753443985437,2.0857611489782322e-08
1e-12,1e-12,1.366744251107832e-07,0.9999998633219485,3.6264263197104238e-12
1e-12,1e-12,5.068367947558272e-10,0.9999999994931629,1e-12
1e-12,1e-12,5.02331221019503e-06,0.9999949752143898,1.4733997360130604e-09
1e-12,1.2506795599165343e-10,0.0004998471380109892,0.9994970019232461,3.150813670125534e-06
1e-12,1.5331957925468487e-11,0.0002483671498447748,0.9997506510800891,9.817547339012592e-07
2.3264279391810305e-11,4.3475598121567316e-08,0.003504525525254598,0.9964141048303122,8.13261455707445e-05
1e-12,2.859159575763215e-10,0.0006583673368473208,0.9993366444285604,4.987948659899757e-06
1.9248069804689294e-10,1.8765547649124414e-07,0.0056943090734610236,0.9941222099200021,0.00018329315857969628
2.0858327509643004e-08,4.793916924095143e-06,0.016600754970744314,0.9822842479150139,0.001110182338990165
2.1713284359403673e-07,2.415835411118117e-05,0.028153489397015452,0.9690930610823303,0.002729074033699455
7.005648937630227e-07,5.4143919191562695e-05,0.03654876714896094,0.9591207201775082,0.004275668189445528
1.2583737739602086e-06,8.100707854685751e-05,0.04159778800402769,0.9529697904681387,0.0053501560755127905
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1.783218017692434e-11,0.0002611903012632588,0.9997377419780343,1.067702870044147e-06
2.5946134130094833e-11,4.688569177346835e-08,0.0035935556697822557,0.9963215863768563,8.481104172358075e-05
1e-12,2.969200441071962e-10,0.0006667020123061196,0.9993282039857533,5.093705003229987e-06
1e-12,1e-12,1.4285517647261159e-05,0.9999857060715563,8.410793559209271e-09
1e-12,1e-12,4.198630816276694e-05,0.9999579629681886,5.0723574673443856e-08
1e-12,1e-12,7.19791195762376e-05,0.9999278963149829,1.2456506780870347e-07
1.588951192843524e-12,6.7831247285710106e-09,0.0018895318731262378,0.9980814912834753,2.8970058684724312e-05
1.895118728612033e-09,9.131451252919476e-07,0.009614120692046035,0.9899433399939764,0.0004416242737334955
1e-12,1.3112810837156985e-09,0.0010933837918830625,0.9988949894747684,1.162542191960972e-05
1e-12,1e-12,9.110278973434305e-07,0.9999990888864869,8.561570809479901e-11
1e-12,9.659606448053637e-12,0.00021292752705937001,0.9997863129415713,7.595217094888336e-07
1.66644475996236e-11,3.451052965619539e-08,0.003245666784118084,0.9966827662569901,7.153243169768948e-05
6.1373393034358514e-09,2.0580760249355734e-06,0.012570494898257456,0.9867336486953316,0.0006937921930466915
1.1778117603444826e-07,1.584268752286011e-05,0.024543472601831318,0.973282370839695,0.0021581960897747413
1e-12,1e-12,8.775301203589603e-05,0.9999120736733446,1.733139436149539e-07
1e-12,1e-12,5.181305613222165e-06,0.9999948171429438,1.5514427896747387e-09
1e-12,1e-12,1.2589589475364704e-06,0.9999987408942657,1.4678675144510983e-10
1e-12,1e-12,6.205791410751615e-07,0.9999993793757085,4.515048354453429e-11
1e-12,5.430988991861341e-12,0.00017574405956721773,0.9998237043724673,5.515625345557345e-07
1e-12,1e-12,7.3327469943818e-06,0.9999926644853213,2.7676838151305657e-09
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,1.3007128464304074e-05,0.9999869856774005,7.194132978569834e-09
1e-12,5.211022724438408e-10,0.0008040854144878429,0.9991889518081206,6.9622562501383685e-06
2.9693736358638034e-10,2.5330492936515014e-07,0.0062896485350257825,0.9934935538132124,0.00021654404989510326
2.5907067602304323e-08,5.568430645919165e-06,0.017436890398491722,0.9813509255515483,0.001206589712246389
2.4198859460700106e-07,2.603278455026725e-05,0.028844632173142926,0.9682841833887327,0.002844909664979501
1e-12,1e-12,9.535461101484177e-05,0.9999044463337211,1.9905439675366883e-07
