P1,P2,P3,P4,P5
0.5,1e-12,1e-12,1e-12,0.5
0.0015011822567370103,0.009485760373856178,0.17143858117576316,0.7417162961724001,0.07585818002124355
5.829126566114784e-05,0.00111121899939437,0.09417995463405393,0.8816731651908649,0.022977369910025615
1e-12,5.789368984210341e-12,0.00017952796355735767,0.9998199005302062,5.715004470337245e-07
1.1513456854572723e-11,2.6717932755104812e-08,0.002981006000408626,0.9969569167741221,6.205049602300743e-05
5.101404187968228e-09,1.8111209996174438e-06,0.012051963293832735,0.9873000171930437,0.000646203290719727
1e-12,1e-12,3.041596421948789e-06,0.9999969577650625,6.385156050141256e-10
1e-12,1e-12,4.802411546211971e-08,0.99999995197525,1e-12
1e-12,1e-12,4.8895257547809656e-05,0.999951039357064,6.538527116540901e-08
1e-12,3.797765879554049e-09,0.0015578445275032937,0.9984211625333612,2.0989140682179026e-05
1.246495573425932e-09,6.834181944803674e-07,0.008736035546590637,0.9908873537668199,0.00037592602189940216
5.308003891979496e-08,9.138918643181171e-06,0.02050878096236164,0.9778927271131624,0.0015892999257937704
3.463788328383899e-07,3.333324072096744e-05,0.0312504225220257,0.9654515824100349,0.0032643154483855837
8.84832835890137e-07,6.35822078871584e-05,0.03848760108626437,0.9567723623828989,0.004675569490113684
1.4142170242648078e-06,8.777635750745194e-05,0.04268045908416018,0.9516358380345455,0.005594512306762568
1.7879008413768105e-06,0.0001031199807102201,0.04493555685630013,0.9488402959278824,0.006119239334265781
2.0102825237788835e-06,0.00011176613536578728,0.04610475116586088,0.9473818094420601,0.006399662974189527
2.1316403231441683e-06,0.00011635631510775735,0.04670001187787598,0.9466368739891655,0.006544626177527561
2.1950395044934012e-06,0.00011872134378443366,0.047000339925376666,0.946260417320224,0.006618326371110391
2.2274427330382096e-06,0.00011992175306152486,0.04715118236348903,0.9460711834040765,0.006655485036639932
1e-12,1e-12,6.133794476781418e-06,0.9999938641501698,2.0553532423960075e-09
1e-12,1e-12,6.819834763582833e-08,0.9999999318005139,1.1383866743448748e-12
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1e-12,2.753569109381626e-05,0.9999724391988943,2.5109990926928157e-08
1e-12,1.6050298867753554e-09,0.0011695086598275672,0.998817482606478,1.3007128466476033e-05
1e-12,1e-12,9.422445937934398e-07,0.9999990576648454,9.056076988852741e-11
1e-12,1e-12,5.368750040091186e-07,0.9999994630895319,3.5464107046484124e-11
1e-12,4.370059869529541e-12,0.00016346469808403707,0.9998360464672685,4.888302773361011e-07
9.39714972503225e-12,2.3213548083766966e-08,0.002844886442034178,0.9970977027398062,5.7387595214376774e-05
4.608734727185038e-09,1.6882969033904516e-06,0.011776149782881551,0.9876006942953419,0.0006214630161383599
1.0206496114939512e-07,1.4351843416582355e-05,0.02376553052828312,0.9741772507827043,0.002042764780634773
4.803126429919757e-07,4.175272085082948e-05,0.03361073128500991,0.9626469897040765,0.0037000459774197757
1.0419515587001271e-06,7.11483386759415e-05,0.03990258442086425,0.9550477944754479,0.004977430813453225
1.5346494629531193e-06,9.284729280500947e-05,0.043454091134298434,0.9506793998994308,0.0057721270240027435
1.8624730100391673e-06,0.0001060552843664686,0.045339890094928115,0.9483366222284226,0.0062155699192727905
2.0517780286999354e-06,0.00011334524453343597,0.04631142272252786,0.947123354485803,0.006449825769107014
2.153528210979694e-06,0.00011717529721244624,0.046804489755126966,0.9465059592006086,0.006570222218840981
2.2062801607880544e-06,0.00011913839552613048,0.04705286638113515,0.9461945339378348,0.0066312550053431105
2.2331387456997476e-06,0.00012013219512430062,0.04717751772026191,0.9460381346918381,0.0066619822540299875
2.24669040316261e-06,0.0001206321870365068,0.04723995942789383,0.9459597628232626,0.0066773988714039015
1e-12,1e-12,6.139886940759176e-06,0.9999938580543021,2.058756896230977e-09
1e-12,1e-12,6.823220877194558e-08,0.9999999317666519,1.1393288655251678e-12
1e-12,1e-12,7.192877626849281e-09,0.9999999928070956,1e-12
1e-12,1e-12,1.8923496911238402e-05,0.9999810630646266,1.343845520217775e-08
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1e-12,2.753569109381626e-05,0.9999724391988943,2.5109990926928157e-08
1e-12,1.6050298867753554e-09,0.0011695086598275672,0.998817482606478,1.3007128466476033e-05
1e-12,1e-12,9.422445937934398e-07,0.9999990576648454,9.056076988852741e-11
1e-12,1.0160317032159583e-11,0.0002165440397345897,0.9997826748017742,7.811483306372579e-07
1.7283730002759512e-11,3.539347892544953e-08,0.0032730295599089354,0.9966543914110982,7.254361823018916e-05
6.250371109572939e-09,2.0842082284477925e-06,0.012622858822964766,0.98667637505195,0.0006986756664856784
