P1,P2,P3,P4,P5
0.5,1e-12,1e-12,1e-12,0.5
3.3982678893096363e-09,1.3675589390915732e-06,0.010985571673386207,0.9884602787324832,0.0005527786369235996
8.764247449999374e-08,1.2919485992024526e-05,0.02296436278155911,0.9750958954266469,0.0019267346633274757
4.4508505192553116e-07,3.9618607177160925e-05,0.03304591469647511,0.9633204190298758,0.00359360258142009
1.0030140882300032e-06,6.930882858091625e-05,0.039568527258300845,0.9554557551933079,0.004905405705722035
1.5057017254127558e-06,9.164022870034039e-05,0.04327265283348103,0.9509039547211011,0.005730246514992078
4.169997680492088e-12,1.322786546964494e-08,0.002359647450027591,0.9975983530097001,4.198630823683514e-05
3.0700790798476874e-09,1.274802669426478e-06,0.01073388473634218,0.9887332241132408,0.0005316132776684705
8.330299505754368e-08,1.2474494036518458e-05,0.02270319852744751,0.975394705017681,0.0018895386578398718
4.3392633219951904e-07,3.8931702328826034e-05,0.03285967571930393,0.9635421547619208,0.003558803890114246
2.2386537068541656e-12,8.599606693415751e-09,0.002044747959602189,0.997922191021643,3.3052416909391864e-05
1e-12,1e-12,2.5034895669295842e-05,0.9999749436789733,2.1425341619789834e-08
1e-12,1.3914240870605e-09,0.0011151966854879847,0.9988727869593247,1.2014963601995074e-05
6.035758559619353e-10,4.1380578907901366e-07,0.007399909170211161,0.9923152276361726,0.0002844487842512481
3.6936162794987126e-08,7.114390167095586e-06,0.018894899868229786,0.9797152528277024,0.0013826959777378381
2.8894264092471644e-07,2.9417919494623135e-05,0.030010994747222464,0.9669141875254093,0.003045110865232763
1.8267609647182326e-12,7.470559837408075e-09,0.001951206434238073,0.9980182198609288,3.056623244656322e-05
2.0319714799654776e-09,9.582617339631838e-07,0.009768512857970868,0.9897769046090538,0.0004536222392699765
6.77711170515849e-08,1.0818329730155618e-05,0.021671426381191017,0.976572063486356,0.0017456240316058168
1e-12,4.52249504512281e-09,0.0016510827412921092,0.9983257848414443,2.312789388396592e-05
1e-12,9.220224583827985e-11,0.0004515672367916279,0.9995457727833361,2.659887666918843e-06
1e-12,1e-12,1.1755622069453686e-05,0.9999882383000619,6.077867094115996e-09
0.5,1e-12,1e-12,1e-12,0.5
3.3982678893096363e-09,1.3675589390915732e-06,0.010985571673386207,0.9884602787324832,0.0005527786369235996
8.764247449999374e-08,1.2919485992024526e-05,0.02296436278155911,0.9750958954266469,0.0019267346633274757
4.4508505192553116e-07,3.9618607177160925e-05,0.03304591469647511,0.9633204190298758,0.00359360258142009
1.0030140882300032e-06,6.930882858091625e-05,0.039568527258300845,0.9554557551933079,0.004905405705722035
1.5057017254127558e-06,9.164022870034039e-05,0.04327265283348103,0.9509039547211011,0.005730246514992078
1.844823692143116e-06,0.00010536397722948898,0.04524537175338472,0.9484544292878384,0.006192990157855187
2.0420332770276772e-06,0.00011297532217990902,0.04626318863935408,0.9471836914497057,0.006438102555483281
2.148408122071288e-06,0.00011698395480830293,0.04678012581693869,0.9465364925993563,0.006564249220774553
2.2036558458005118e-06,0.00011904108820803838,0.04704062229012285,0.9462098926977103,0.006628240268113067
2.2318102191887235e-06,0.00012008312723510439,0.04717138009445243,0.9460458371915417,0.006660467776551592
2.2460220094888683e-06,0.00012060754887766034,0.04723688671367898,0.9459636198661818,0.006676639849252066
2.253161805465531e-06,0.00012087061452170644,0.047269671993232065,0.9459224637247573,0.006684740505683443
5.101030708942744e-12,1.5208155623724906e-08,0.00247170484525272,0.9974829097717373,4.5370169753392604e-05
1e-12,1e-12,2.7530649758467085e-05,0.9999724442478916,2.5102329135178313e-08
1e-12,1.6045891282345792e-09,0.0011694017185114314,0.9988175915327879,1.3005143913405181e-05
1e-12,5.4918736225317843e-11,0.0003799670725280757,0.9996180382950098,1.994577541835584e-06
5.846456652136567e-11,8.226836822888828e-08,0.004331320984063525,0.9955526817672925,0.00011591492181122025
1e-12,3.9333847290379254e-10,0.0007321724953296416,0.9992618720855407,5.955025765120632e-06
2.4234725337635155e-10,2.2008699784858976e-07,0.006003341320712785,0.9937961664927918,0.00020027185715028025
1e-12,6.434652810582975e-10,0.0008626046487020256,0.9991295668767673,7.827831012503817e-06
3.457993891231581e-10,2.814633351944096e-07,0.006513207493595963,0.9932569029767826,0.00022960772048690164
0.5,1e-12,1e-12,1e-12,0.5
1e-12,1.6918200174131925e-10,0.0005527784677338277,0.9994434947237922,3.726639284186561e-06
1e-12,1e-12,1.3007128464304074e-05,0.9999869856774005,7.194132978569834e-09
1e-12,1e-12,9.931193323264864e-08,0.999999900685937,2.129785170951249e-12
1e-12,1e-12,8.677780827248682e-09,0.9999999913221825,1e-12
1e-12,1e-12,1.27711174968681e-10,0.9999999998722888,1e-12
1e-12,1e-12,1.549316230864406e-11,0.9999999999845068,1e-12
1e-12,1e-12,1.0838707709126538e-10,0.9999999998916129,1e-12
1e-12,1e-12,2.8667956897265867e-10,0.9999999997133203,1e-12
1e-12,1e-12,1.8809318846901846e-07,0.9999998119006367,6.174786091876534e-12
1e-12,1e-12,5.945810510610272e-10,0.9999999994054185,1e-12
1e-12,1e-12,6.714497846616041e-10,0.9999999993285497,1e-12
1e-12,1e-12,2.8786008132719587e-07,0.9999997121273689,1.2549775243600822e-11
1e-12,1e-12,5.9602301129002555e-06,0.9999940378105489,1.9593379886579593e-09
1e-12,1.6164203309187997e-10,0.0005444455368334156,0.9994519208706855,3.633430831929979e-06
1.2749690192492835e-10,1.4111370272296142e-07,0.005180672420163401,0.9946627437169473,0.000156442621689633
1e-12,5.151963300420448e-10,0.000801038584384961,0.9991920425923034,6.9183080768581735e-06
2.945028665379823e-10,2.5186615781880306e-07,0.00627778721625416,0.9935061009626596,0.00021585966042553262
2.5800651837215582e-08,5.552618335791237e-06,0.017420634850303762,0.9813691033593804,0.0012046833713281594
