"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","pavlovia","0","9","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","instructions","1","3420","0.0-1.0","[{""page_index"":0,""viewing_time"":3409}]","3409","","","","","","","","","","","","","",""
"fullscreenexit","2","5522","fullscreenexit","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","fullscreen","2","6519","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","image-keyboard-response","3","10605","0.0-3.0-0.0","","4080","","","32","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","instructions","4","84556","0.0-4.0","[{""page_index"":0,""viewing_time"":6835},{""page_index"":1,""viewing_time"":12697},{""page_index"":2,""viewing_time"":10673},{""page_index"":3,""viewing_time"":11401},{""page_index"":4,""viewing_time"":12743},{""page_index"":5,""viewing_time"":19347}]","73697","","","","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","html-keyboard-response","5","88558","0.0-5.0","","3997","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","html-keyboard-response","6","90854","0.0-6.0","","2193","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63d43dc4b4b7a0e426a381cd","bdp_rwlrn","Fri Mar 10 2023 12:10:43 GMT-0800 (Pacific Standard Time)","534733","Trustworthy,Untrustworthy","html-keyboard-response","7","95899","0.0-7.0","","4944","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
