"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","numBlurs","faceID","face"
"focus","0","0","focusevent","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","instructions","1","2518","0.0-1.0","[{""page_index"":0,""viewing_time"":2516}]","2516","","","","","","","","","","","","","","",""
"fullscreenenter","2","3869","fullscreenenter","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","fullscreen","2","4855","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","instructions","3","43604","0.0-4.0","[{""page_index"":0,""viewing_time"":3172},{""page_index"":1,""viewing_time"":5986},{""page_index"":2,""viewing_time"":8489},{""page_index"":3,""viewing_time"":7539},{""page_index"":4,""viewing_time"":6944},{""page_index"":5,""viewing_time"":6619}]","38749","","","","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","4","48745","0.0-5.0","","5140","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","5","49921","0.0-6.0","","1069","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","6","53529","0.0-7.0","","3506","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","7","54347","0.0-8.0","","714","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","8","59470","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/Kiwi.png'><br><strong>Kiwi Kash</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/papayas.png'><br><strong>Papaya Payday</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/lime.png'><br><strong>Limin' Large</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","","",""
"","","","","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","instructions","9","65272","0.0-10.0","[{""page_index"":0,""viewing_time"":2451},{""page_index"":1,""viewing_time"":3351}]","5802","","","","","","","","","","","","","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","10","67968","0.0-11.0-1.0","","2586","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","5","1","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","11","68228","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","2","1","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","12","69244","0.0-11.0-3.0","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","8","1","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","13","69637","0.0-11.0-1.1","","393","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","13","2","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","14","69899","0.0-11.0-2.1","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","10","2","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","15","70903","0.0-11.0-3.1","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","10","2","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","16","71537","0.0-11.0-1.2","","634","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","15","3","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","17","71802","0.0-11.0-2.2","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","12","3","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","18","72806","0.0-11.0-3.2","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","12","3","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","19","73180","0.0-11.0-1.3","","374","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.35,0.65","11","0.35","17","4","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","20","73445","0.0-11.0-2.3","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.35,0.65","11","0.35","14","4","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","21","74459","0.0-11.0-3.3","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","2","Kiwi Kash","Fruit/Kiwi.png","Won","0.35,0.65","11","0.35","20","4","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","22","76614","0.0-11.0-1.4","","2154","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","25","5","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","23","76877","0.0-11.0-2.4","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","22","5","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","24","77882","0.0-11.0-3.4","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","22","5","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","25","78336","0.0-11.0-1.5","","453","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","2","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","27","6","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","26","78592","0.0-11.0-2.5","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","2","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","24","6","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","27","79602","0.0-11.0-3.5","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Papaya Payday","Fruit/papayas.png","Lost","0.2,0.65","10","0.2","24","6","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","28","79973","0.0-11.0-1.6","","371","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","29","7","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","29","80227","0.0-11.0-2.6","","null","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","26","7","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","30","81242","0.0-11.0-3.6","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.65","11","0.35","26","7","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","31","81472","0.0-11.0-1.7","","229","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","31","8","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","32","81728","0.0-11.0-2.7","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","28","8","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","33","82743","0.0-11.0-3.7","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Limin' Large","Fruit/lime.png","Lost","0.8,0.35","13","0.8","28","8","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","34","82933","0.0-11.0-1.8","","190","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","10","0.2","33","9","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","35","83198","0.0-11.0-2.8","","null","","<div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","10","0.2","30","9","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","36","84213","0.0-11.0-3.8","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/papayas.png'><br><font class='baseline'><strong>Papaya Payday</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","3","Papaya Payday","Fruit/papayas.png","Won","0.2,0.65","10","0.2","36","9","","",""
"","","","decision","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","37","84411","0.0-11.0-1.9","","197","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","4","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","41","10","","",""
"","","","decisionFB","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","38","84666","0.0-11.0-2.9","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","4","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","38","10","","",""
"","","","feedback","5d5606cd4171ec00182e2b15","bdp_rwlrn","Sun Mar 12 2023 17:17:57 GMT-0400 (Eastern Daylight Time)","326668","Trustworthy,Untrustworthy","html-keyboard-response","39","85681","0.0-11.0-3.9","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","4","Limin' Large","Fruit/lime.png","Won","0.8,0.35","13","0.8","44","10","","",""
