"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","9","0.0-0.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","focus","1","7040","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","9365","0.0-1.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":9355}]","9355","","","","","","","","","","","","","",""
"","","","","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","fullscreenenter","2","11908","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","12901","0.0-2.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","99659","0.0-4.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":10638},{""page_index"":1,""viewing_time"":14753},{""page_index"":2,""viewing_time"":17294},{""page_index"":3,""viewing_time"":8279},{""page_index"":4,""viewing_time"":25694},{""page_index"":5,""viewing_time"":10097}]","86755","","","","","","","","","","","","","",""
"html-keyboard-response","4","106749","0.0-5.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","7088","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","109255","0.0-6.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","2397","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","116904","0.0-7.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","7544","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","119485","0.0-8.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","2476","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","124601","0.0-9.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/lime.png'><br><strong>Limin' Large</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/plums1.png'><br><strong>Plum Powerball</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/bananas.png'><br><strong>Banana Bonanza</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","147751","0.0-10.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":13302},{""page_index"":1,""viewing_time"":9847}]","23149","","","","","","","","","","","","","",""
"html-keyboard-response","10","151165","0.0-11.0-1.0","63b6be60f23fd8e0399f668c","bdp_rwlrn","Wed Mar 15 2023 15:34:54 GMT-0400 (Eastern Daylight Time)","477424","Trustworthy,Untrustworthy","","","","decision","","3308","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Banana Bonanza","Fruit/bananas.png","Lost","0.2,0.65","8","0.2","5","1","",""
