"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face","numBlurs"
"html-keyboard-response","12","167524","0.0-11.0-3.0","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","8","1","","",""
"html-keyboard-response","13","169943","0.0-11.0-1.1","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","2416","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","1","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","13","2","","",""
"html-keyboard-response","14","170195","0.0-11.0-2.1","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","1","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","11","2","","",""
"html-keyboard-response","15","171198","0.0-11.0-3.1","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","11","2","","",""
"html-keyboard-response","16","173283","0.0-11.0-1.2","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","2083","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","16","3","","",""
"html-keyboard-response","17","173534","0.0-11.0-2.2","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","13","3","","",""
"html-keyboard-response","18","174537","0.0-11.0-3.2","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","19","3","","",""
"html-keyboard-response","19","175539","0.0-11.0-1.3","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","1001","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","2","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","24","4","","",""
"html-keyboard-response","20","175792","0.0-11.0-2.3","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","2","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","20","4","","",""
"html-keyboard-response","21","176794","0.0-11.0-3.3","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","20","4","","",""
"html-keyboard-response","22","177556","0.0-11.0-1.4","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","761","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","25","5","","",""
"html-keyboard-response","23","177809","0.0-11.0-2.4","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","23","5","","",""
"html-keyboard-response","24","178812","0.0-11.0-3.4","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","2","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","27","5","","",""
"html-keyboard-response","25","180203","0.0-11.0-1.5","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","1389","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","2","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","32","6","","",""
"html-keyboard-response","26","180455","0.0-11.0-2.5","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","2","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","27","6","","",""
"html-keyboard-response","27","181458","0.0-11.0-3.5","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","2","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","37","6","","",""
"html-keyboard-response","28","182117","0.0-11.0-1.6","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","656","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","42","7","","",""
"html-keyboard-response","29","182369","0.0-11.0-2.6","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","40","7","","",""
"html-keyboard-response","30","183371","0.0-11.0-3.6","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","3","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","44","7","","",""
"html-keyboard-response","31","183911","0.0-11.0-1.7","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","537","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","49","8","","",""
"html-keyboard-response","32","184163","0.0-11.0-2.7","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","48","8","","",""
"html-keyboard-response","33","185166","0.0-11.0-3.7","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","3","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","50","8","","",""
"html-keyboard-response","34","185849","0.0-11.0-1.8","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","681","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","55","9","","",""
"html-keyboard-response","35","186102","0.0-11.0-2.8","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","53","9","","",""
"html-keyboard-response","36","187105","0.0-11.0-3.8","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","53","9","","",""
"html-keyboard-response","37","187752","0.0-11.0-1.9","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","645","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","4","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","58","10","","",""
"html-keyboard-response","38","188004","0.0-11.0-2.9","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","4","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","54","10","","",""
"html-keyboard-response","39","189007","0.0-11.0-3.9","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","4","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","62","10","","",""
"html-keyboard-response","40","189604","0.0-11.0-1.10","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","596","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","67","11","","",""
"html-keyboard-response","41","189857","0.0-11.0-2.10","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","62","11","","",""
"html-keyboard-response","42","190859","0.0-11.0-3.10","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","4","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","62","11","","",""
"html-keyboard-response","43","191399","0.0-11.0-1.11","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","538","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","4","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","67","12","","",""
"html-keyboard-response","44","191651","0.0-11.0-2.11","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","4","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","65","12","","",""
