"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face","numBlurs"
"html-keyboard-response","114","233267","0.0-11.0-3.34","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","12","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","200","35","","",""
"html-keyboard-response","115","233691","0.0-11.0-1.35","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","422","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","12","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","205","36","","",""
"html-keyboard-response","116","233944","0.0-11.0-2.35","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","12","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","202","36","","",""
"html-keyboard-response","117","234947","0.0-11.0-3.35","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","12","Cherry Chances","Fruit/cherrie.png","Won","0.65,0.2","11","0.65","208","36","","",""
"html-keyboard-response","118","235341","0.0-11.0-1.36","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","392","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","13","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","213","37","","",""
"html-keyboard-response","119","235593","0.0-11.0-2.36","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","13","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","211","37","","",""
"html-keyboard-response","120","236596","0.0-11.0-3.36","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","13","Limin' Large","Fruit/lime.png","Lost","0.2,0.8","11","0.2","211","37","","",""
"html-keyboard-response","121","236912","0.0-11.0-1.37","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","315","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","216","38","","",""
"html-keyboard-response","122","237165","0.0-11.0-2.37","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","212","38","","",""
"html-keyboard-response","123","238168","0.0-11.0-3.37","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","13","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","212","38","","",""
"html-keyboard-response","124","238473","0.0-11.0-1.38","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","302","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","13","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","217","39","","",""
"html-keyboard-response","125","238726","0.0-11.0-2.38","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","13","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","216","39","","",""
"html-keyboard-response","126","239731","0.0-11.0-3.38","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","13","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","218","39","","",""
"html-keyboard-response","127","240052","0.0-11.0-1.39","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","320","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","14","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","223","40","","",""
"html-keyboard-response","128","240305","0.0-11.0-2.39","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","14","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","218","40","","",""
"html-keyboard-response","129","241308","0.0-11.0-3.39","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","14","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","228","40","","",""
"html-keyboard-response","130","242521","0.0-11.0-1.40","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","1211","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","14","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","233","41","","",""
"html-keyboard-response","131","242777","0.0-11.0-2.40","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","14","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","229","41","","",""
"html-keyboard-response","132","243779","0.0-11.0-3.40","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>8</strong></font></div>","null","14","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","237","41","","",""
"html-keyboard-response","133","244266","0.0-11.0-1.41","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","485","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","242","42","","",""
"html-keyboard-response","134","244521","0.0-11.0-2.41","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","240","42","","",""
"html-keyboard-response","135","245524","0.0-11.0-3.41","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","14","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","240","42","","",""
"html-keyboard-response","136","246027","0.0-11.0-1.42","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","502","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","15","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","245","43","","",""
"html-keyboard-response","137","246280","0.0-11.0-2.42","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","15","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","242","43","","",""
"html-keyboard-response","138","247282","0.0-11.0-3.42","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","15","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","248","43","","",""
"html-keyboard-response","139","247530","0.0-11.0-1.43","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","247","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","15","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","253","44","","",""
"html-keyboard-response","140","247785","0.0-11.0-2.43","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","15","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","248","44","","",""
"html-keyboard-response","141","248787","0.0-11.0-3.43","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>10</strong></font></div>","null","15","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","258","44","","",""
"html-keyboard-response","142","249274","0.0-11.0-1.44","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","484","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","263","45","","",""
"html-keyboard-response","143","249527","0.0-11.0-2.44","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","259","45","","",""
"html-keyboard-response","144","250528","0.0-11.0-3.44","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","15","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","259","45","","",""
"html-keyboard-response","145","250927","0.0-11.0-1.45","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","396","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","16","Odds are Orange","Fruit/orange.png","Lost","0.2,0.65","8","0.2","264","46","","",""
"html-keyboard-response","146","251179","0.0-11.0-2.45","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","16","Odds are Orange","Fruit/orange.png","Lost","0.2,0.65","8","0.2","263","46","","",""
"html-keyboard-response","147","252184","0.0-11.0-3.45","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","16","Odds are Orange","Fruit/orange.png","Lost","0.2,0.65","8","0.2","263","46","","",""
"html-keyboard-response","148","252489","0.0-11.0-1.46","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","304","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","16","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","268","47","","",""
"html-keyboard-response","149","252740","0.0-11.0-2.46","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","16","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","266","47","","",""
"html-keyboard-response","150","253743","0.0-11.0-3.46","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","16","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","270","47","","",""
"html-keyboard-response","151","254142","0.0-11.0-1.47","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","398","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","275","48","","",""
"html-keyboard-response","152","254395","0.0-11.0-2.47","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","270","48","","",""
"html-keyboard-response","153","255397","0.0-11.0-3.47","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 5</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","16","Cherry Chances","Fruit/cherrie.png","Lost","0.65,0.2","11","0.65","270","48","","",""
"html-keyboard-response","154","255673","0.0-11.0-1.48","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","271","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","17","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","275","49","","",""
"html-keyboard-response","155","255928","0.0-11.0-2.48","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","17","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","272","49","","",""
"html-keyboard-response","156","256933","0.0-11.0-3.48","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/orange.png'><br><font class='baseline'><strong>Odds are Orange</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","17","Odds are Orange","Fruit/orange.png","Won","0.2,0.65","8","0.2","278","49","","",""
"html-keyboard-response","157","257220","0.0-11.0-1.49","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decision","","285","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","17","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","283","50","","",""
"html-keyboard-response","158","257475","0.0-11.0-2.49","60ff4339f5ffb265d16b144f","bdp_rwlrn","Sun Mar 12 2023 23:33:56 GMT-0400 (Eastern Daylight Time)","460942","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/lime.png'><br><font class='baseline'><strong>Limin' Large</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","17","Limin' Large","Fruit/lime.png","Won","0.2,0.8","11","0.2","279","50","","",""
