"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","pavlovia","0","27","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","instructions","1","5592","0.0-1.0","[{""page_index"":0,""viewing_time"":5563}]","5563","","","","","","","","","","","","","",""
"fullscreenexit","2","8318","fullscreenexit","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","fullscreen","2","9019","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","image-keyboard-response","3","13119","0.0-3.0-0.0","","4092","","","32","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","instructions","4","76562","0.0-4.0","[{""page_index"":0,""viewing_time"":7135},{""page_index"":1,""viewing_time"":8522},{""page_index"":2,""viewing_time"":12781},{""page_index"":3,""viewing_time"":7457},{""page_index"":4,""viewing_time"":12689},{""page_index"":5,""viewing_time"":9362},{""page_index"":4,""viewing_time"":3993},{""page_index"":5,""viewing_time"":1242}]","63181","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","5","82768","0.0-5.0","","6201","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","6","90157","0.0-6.0","","7276","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","7","94177","0.0-7.0","","3918","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","8","97092","0.0-8.0","","2811","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","9","102210","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/cherrie.png'><br><strong>Cherry Chances</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/apple.png'><br><strong>Awesome Apples</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/orange.png'><br><strong>Odds are Orange</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","instructions","10","105226","0.0-10.0","[{""page_index"":0,""viewing_time"":909},{""page_index"":1,""viewing_time"":2106}]","3015","","","","","","","","","","","","","",""
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","11","106999","0.0-11.0-1.0","","1666","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","13","0.35","5","1","",""
"","","","decisionFB","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","12","107261","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","13","0.35","1","1","",""
"","","","feedback","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","13","108271","0.0-11.0-3.0","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/apple.png'><br><font class='baseline'><strong>Awesome Apples</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Awesome Apples","Fruit/apple.png","Lost","0.35,0.65","13","0.35","1","1","",""
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","14","109981","0.0-11.0-1.1","","1707","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","1","Cherry Chances","Fruit/cherrie.png","Lost","0.2,0.65","10","0.2","6","2","",""
"","","","decisionFB","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","15","110241","0.0-11.0-2.1","","null","","<div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","1","Cherry Chances","Fruit/cherrie.png","Lost","0.2,0.65","10","0.2","4","2","",""
"","","","feedback","63ea4301f63c1d26f0ff83e9","bdp_rwlrn","Wed Mar 15 2023 15:36:35 GMT-0400 (Eastern Daylight Time)","391848","Trustworthy,Untrustworthy","html-keyboard-response","16","111251","0.0-11.0-3.1","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/cherrie.png'><br><font class='baseline'><strong>Cherry Chances</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Cherry Chances","Fruit/cherrie.png","Lost","0.2,0.65","10","0.2","4","2","",""
