"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","numBlurs","faceID","face"
"focus","0","0","focusevent","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","pavlovia","0","16","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","instructions","1","4885","0.0-1.0","[{""page_index"":0,""viewing_time"":4869}]","4869","","","","","","","","","","","","","","",""
"fullscreenexit","2","8798","fullscreenexit","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","fullscreen","2","9583","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","image-keyboard-response","3","16477","0.0-3.0-0.0","","6890","","","32","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","instructions","4","100004","0.0-4.0","[{""page_index"":0,""viewing_time"":17924},{""page_index"":1,""viewing_time"":18612},{""page_index"":2,""viewing_time"":13291},{""page_index"":3,""viewing_time"":6322},{""page_index"":4,""viewing_time"":19942},{""page_index"":5,""viewing_time"":7183}]","83275","","","","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","html-keyboard-response","5","103403","0.0-5.0","","3397","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","html-keyboard-response","6","106003","0.0-6.0","","2496","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","","",""
"","","","","5e7fb4743c00ce69510024fb","bdp_rwlrn","Tue Mar 14 2023 19:34:50 GMT-0500 (Central Daylight Time)","602785","Trustworthy,Untrustworthy","html-keyboard-response","7","115201","0.0-7.0","","9096","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","","",""
