"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","3","0.0-0.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","3427","0.0-1.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":3424}]","3424","","","","","","","","","","","","","","","","","","",""
"","","","","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","","blur","2","6351","blurevent","1","","","","","","","","","","","","","",""
"","","","","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","","focus","2","7135","focusevent","","","","","","","","","","","","","","",""
"","","","","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","","fullscreenenter","2","7303","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","8260","0.0-2.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","61517","0.0-4.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":11856},{""page_index"":1,""viewing_time"":11786},{""page_index"":2,""viewing_time"":9909},{""page_index"":3,""viewing_time"":5714},{""page_index"":4,""viewing_time"":10833},{""page_index"":5,""viewing_time"":3156}]","53254","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","65289","0.0-5.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","3771","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","66436","0.0-6.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","1046","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","69095","0.0-7.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","2558","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","69871","0.0-8.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","675","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","74973","0.0-9.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","","null","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/cherrie.png'><br><strong>Cherry Chances</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/bananas.png'><br><strong>Banana Bonanza</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/pineapple.png'><br><strong>Primo Pineapple</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","77125","0.0-10.0","5f4000a47ed89c0e7f2e3760","bdp_rwlrn","Wed Mar 15 2023 14:48:00 GMT-0400 (Eastern Daylight Time)","357542","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":663},{""page_index"":1,""viewing_time"":1487}]","2151","","","","","","","","","","","","","","","","","","",""
