"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","1","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","pavlovia","0","8","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","instructions","1","27570","0.0-1.0","[{""page_index"":0,""viewing_time"":27561}]","27561","","","","","","","","","","","","","",""
"fullscreenenter","2","31548","fullscreenenter","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","fullscreen","2","32541","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","instructions","3","160403","0.0-4.0","[{""page_index"":0,""viewing_time"":16063},{""page_index"":1,""viewing_time"":28964},{""page_index"":2,""viewing_time"":15239},{""page_index"":3,""viewing_time"":9928},{""page_index"":4,""viewing_time"":35959},{""page_index"":5,""viewing_time"":18437},{""page_index"":4,""viewing_time"":2589},{""page_index"":5,""viewing_time"":682}]","127861","","","","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","html-keyboard-response","4","164032","0.0-5.0","","3626","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","html-keyboard-response","5","173948","0.0-6.0","","9803","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p style='color:#FF0000'>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","html-keyboard-response","6","184301","0.0-7.0","","10248","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","62715bfe8dcc19e21152dce0","bdp_rwlrn","Wed Mar 15 2023 22:17:25 GMT-0500 (Central Daylight Time)","499376","Trustworthy,Untrustworthy","","html-keyboard-response","7","186310","0.0-8.0","","1903","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
