"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","6","0.0-0.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"","","","","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","blur","1","16106","blurevent","1","","","","","","","","","","","","","","","",""
"","","","","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","focus","1","24041","focusevent","","","","","","","","","","","","","","","","",""
"instructions","1","29968","0.0-1.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":29961}]","29962","","","","","","","","","","","","","",""
"","","","","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","blur","2","35954","blurevent","2","","","","","","","","","","","","","","","",""
"","","","","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","focus","2","43291","focusevent","","","","","","","","","","","","","","","","",""
"","","","","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","fullscreenenter","2","44846","fullscreenenter","","","","","","","","","","","","","","","","",""
"fullscreen","2","45830","0.0-2.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","129533","0.0-4.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","[{""page_index"":0,""viewing_time"":10367},{""page_index"":1,""viewing_time"":27975},{""page_index"":2,""viewing_time"":10084},{""page_index"":3,""viewing_time"":7528},{""page_index"":4,""viewing_time"":23457},{""page_index"":5,""viewing_time"":4289}]","83700","","","","","","","","","","","","","",""
"html-keyboard-response","4","134051","0.0-5.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","","4514","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","135343","0.0-6.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","","1189","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","140534","0.0-7.0","63ed1fa5c88ecae92bf0c920","bdp_rwlrn","Mon Mar 13 2023 14:02:40 GMT-0400 (Eastern Daylight Time)","510975","Untrustworthy,Trustworthy","","","","","","","5089","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
