"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"","","","","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","6","72598","0.0-6.0","","2243","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","7","75590","0.0-7.0","","2884","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","8","76747","0.0-8.0","","1052","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","9","81856","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/mixed-berries2.png'><br><strong>Berry Bla$t</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/melon.png'><br><strong>Melon Millions</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/mango.png'><br><strong>Mega Mangos</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","instructions","10","91052","0.0-10.0","[{""page_index"":0,""viewing_time"":5828},{""page_index"":1,""viewing_time"":3367}]","9195","","","","","","","","","","","","","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","11","92609","0.0-11.0-1.0","","1441","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","5","1","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","12","92867","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","4","1","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","13","93881","0.0-11.0-3.0","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","1","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","6","1","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","14","94491","0.0-11.0-1.1","","608","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","11","2","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","15","94755","0.0-11.0-2.1","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","10","2","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","16","95767","0.0-11.0-3.1","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","1","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","12","2","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","17","96048","0.0-11.0-1.2","","280","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","17","3","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","18","96311","0.0-11.0-2.2","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","16","3","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","19","97323","0.0-11.0-3.2","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","1","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","18","3","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","20","98123","0.0-11.0-1.3","","799","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Melon Millions","Fruit/melon.png","Lost","0.8,0.35","11","0.8","23","4","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","21","98380","0.0-11.0-2.3","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.8,0.35","11","0.8","21","4","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","22","99392","0.0-11.0-3.3","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Melon Millions","Fruit/melon.png","Lost","0.8,0.35","11","0.8","21","4","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","23","100505","0.0-11.0-1.4","","1113","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","26","5","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","24","100762","0.0-11.0-2.4","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","24","5","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","25","101776","0.0-11.0-3.4","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","2","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","24","5","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","26","101984","0.0-11.0-1.5","","208","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","29","6","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","27","102243","0.0-11.0-2.5","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","27","6","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","28","103256","0.0-11.0-3.5","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 2</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>4</strong></font></div>","null","2","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","31","6","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","29","104561","0.0-11.0-1.6","","1304","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","36","7","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","30","104813","0.0-11.0-2.6","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","35","7","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","31","105815","0.0-11.0-3.6","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","3","Mega Mangos","Fruit/mango.png","Lost","0.35,0.8","12","0.35","35","7","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","32","107226","0.0-11.0-1.7","","1411","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","3","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","40","8","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","33","107479","0.0-11.0-2.7","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","3","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","37","8","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","34","108492","0.0-11.0-3.7","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","3","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","43","8","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","35","109760","0.0-11.0-1.8","","1268","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","48","9","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","36","110019","0.0-11.0-2.8","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","47","9","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","37","111032","0.0-11.0-3.8","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","3","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","49","9","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","38","111855","0.0-11.0-1.9","","821","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","54","10","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","39","112110","0.0-11.0-2.9","","null","","<div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","53","10","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","40","113121","0.0-11.0-3.9","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/mango.png'><br><font class='baseline'><strong>Mega Mangos</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","4","Mega Mangos","Fruit/mango.png","Won","0.35,0.8","12","0.35","55","10","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","41","114284","0.0-11.0-1.10","","1162","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","4","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","60","11","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","42","114541","0.0-11.0-2.10","","null","","<div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","4","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","59","11","",""
"","","","feedback","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","43","115553","0.0-11.0-3.10","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/melon.png'><br><font class='baseline'><strong>Melon Millions</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>2</strong></font></div>","null","4","Melon Millions","Fruit/melon.png","Won","0.8,0.35","11","0.8","61","11","",""
"","","","decision","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","44","116876","0.0-11.0-1.11","","1323","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","4","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","66","12","",""
"","","","decisionFB","5d9303bbc400a90018821b13","bdp_rwlrn","Sun Mar 12 2023 23:56:01 GMT-0400 (Eastern Daylight Time)","351945","Trustworthy,Untrustworthy","","html-keyboard-response","45","117129","0.0-11.0-2.11","","null","","<div class='trialDiv'><img src='Fruit/mixed-berries2.png'><br><font class='baseline'><strong>Berry Bla$t</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","4","Berry Bla$t","Fruit/mixed-berries2.png","Won","0.65,0.35","10","0.65","61","12","",""
