"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"blur","0","0","blurevent","1","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","instructions","1","2293","0.0-1.0","[{""page_index"":0,""viewing_time"":2290}]","2290","","","","","","","","","","","","","",""
"fullscreenexit","2","4964","fullscreenexit","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","fullscreen","2","5921","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","image-keyboard-response","3","7807","0.0-3.0-0.0","","1880","","","32","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","instructions","4","39273","0.0-4.0","[{""page_index"":0,""viewing_time"":4796},{""page_index"":1,""viewing_time"":4501},{""page_index"":2,""viewing_time"":4298},{""page_index"":3,""viewing_time"":4280},{""page_index"":4,""viewing_time"":11590},{""page_index"":5,""viewing_time"":1747}]","31213","","","","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","html-keyboard-response","5","41738","0.0-5.0","","2461","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","","63ea4e8c0e9a66f5843ed4ac","bdp_rwlrn","Sun Mar 12 2023 23:53:06 GMT-0400 (Eastern Daylight Time)","277195","Untrustworthy,Trustworthy","html-keyboard-response","6","42526","0.0-6.0","","683","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
