"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"blur","0","0","blurevent","1","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","instructions","1","2241","0.0-1.0","[{""page_index"":0,""viewing_time"":2236}]","2236","","","","","","","","","","","","","",""
"fullscreenenter","2","6069","fullscreenenter","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","fullscreen","2","7045","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","instructions","3","77327","0.0-4.0","[{""page_index"":0,""viewing_time"":51840},{""page_index"":1,""viewing_time"":6823},{""page_index"":2,""viewing_time"":2801},{""page_index"":3,""viewing_time"":3456},{""page_index"":4,""viewing_time"":4383},{""page_index"":5,""viewing_time"":976}]","70279","","","","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","html-keyboard-response","4","81713","0.0-5.0","","4383","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","html-keyboard-response","5","86448","0.0-6.0","","4633","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p style='color:#FF0000'>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","","63e5b3e89a3823139cb9d35e","bdp_rwlrn","Fri Mar 10 2023 15:26:51 GMT-0500 (Eastern Standard Time)","335920","Untrustworthy,Trustworthy","html-keyboard-response","6","94160","0.0-7.0","","7609","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
