"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","3","0.0-0.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","7458","0.0-1.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":7455}]","7455","","","","","","","","","","","","","","","","","","",""
"","","","","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","","blur","2","11275","blurevent","1","","","","","","","","","","","","","",""
"","","","","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","","focus","2","16801","focusevent","","","","","","","","","","","","","","",""
"","","","","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","","fullscreenenter","2","18486","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","19478","0.0-2.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","91109","0.0-4.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":9238},{""page_index"":1,""viewing_time"":15624},{""page_index"":2,""viewing_time"":3410},{""page_index"":3,""viewing_time"":7402},{""page_index"":4,""viewing_time"":20190},{""page_index"":5,""viewing_time"":15765}]","71629","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","96512","0.0-5.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","5403","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","99138","0.0-6.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","2523","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","102282","0.0-7.0","6400d916e410c86255a45836","bdp_rwlrn","Mon Mar 13 2023 12:15:46 GMT-0700 (Pacific Daylight Time)","404563","Untrustworthy,Trustworthy","","3042","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
