"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","pavlovia","0","8","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","instructions","1","19705","0.0-1.0","[{""page_index"":0,""viewing_time"":19695}]","19695","","","","","","","","","","","","","",""
"fullscreenexit","2","28761","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","fullscreen","2","29514","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","image-keyboard-response","3","43991","0.0-3.0-0.0","","14474","","","32","","","","","","","","","","",""
"fullscreenexit","4","62301","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","instructions","4","205245","0.0-4.0","[{""page_index"":0,""viewing_time"":64144},{""page_index"":1,""viewing_time"":20848},{""page_index"":2,""viewing_time"":13320},{""page_index"":3,""viewing_time"":15672},{""page_index"":4,""viewing_time"":43735},{""page_index"":5,""viewing_time"":3279}]","160998","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","html-keyboard-response","5","212741","0.0-5.0","","7492","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","B","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_rwlrn","Fri Mar 10 2023 20:38:54 GMT-0600 (Central Standard Time)","667598","Untrustworthy,Trustworthy","html-keyboard-response","6","223075","0.0-6.0","","10225","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p style='color:#FF0000'>b) 1</p><p>c) 5</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
