"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"focus","0","0","focusevent","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","pavlovia","0","10","0.0-0.0","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","instructions","1","5839","0.0-1.0","[{""page_index"":0,""viewing_time"":5828}]","5828","","","","","","","","","","","","","",""
"fullscreenexit","2","8176","fullscreenexit","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","fullscreen","2","8983","0.0-2.0","","","true","","","","","","","","","","","","",""
"","","","fullscreenfail","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","image-keyboard-response","3","12456","0.0-3.0-0.0","","3466","","","32","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","instructions","4","76651","0.0-4.0","[{""page_index"":0,""viewing_time"":9959},{""page_index"":1,""viewing_time"":16586},{""page_index"":2,""viewing_time"":12970},{""page_index"":3,""viewing_time"":4590},{""page_index"":4,""viewing_time"":16052},{""page_index"":5,""viewing_time"":3770}]","63928","","","","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","5","83791","0.0-5.0","","7134","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","6","86695","0.0-6.0","","2796","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","7","90221","0.0-7.0","","3414","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","8","91082","0.0-8.0","","743","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","9","96207","0.0-9.0","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/lime.png'><br><strong>Limin' Large</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/lemon.png'><br><strong>Lucky Lemons</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/pears.png'><br><strong>Pears Aplenty</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"","","","","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","instructions","10","102483","0.0-10.0","[{""page_index"":0,""viewing_time"":1762},{""page_index"":1,""viewing_time"":4512}]","6274","","","","","","","","","","","","","",""
"","","","decision","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","11","104025","0.0-11.0-1.0","","1424","","<div class='trialDiv'><img src='Fruit/pears.png'><br><font class='baseline'><strong>Pears Aplenty</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Pears Aplenty","Fruit/pears.png","Won","0.65,0.35","9","0.65","5","1","",""
"","","","decisionFB","582009dd87f6b90001f13e40","bdp_rwlrn","Wed Mar 15 2023 13:05:00 GMT-0500 (Central Daylight Time)","380932","Trustworthy,Untrustworthy","html-keyboard-response","12","104283","0.0-11.0-2.0","","null","","<div class='trialDiv'><img src='Fruit/pears.png'><br><font class='baseline'><strong>Pears Aplenty</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Pears Aplenty","Fruit/pears.png","Won","0.65,0.35","9","0.65","2","1","",""
