"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","3","0.0-0.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"instructions","1","3281","0.0-1.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":3277}]","3277","","","","","","","","","","","","","","","","","",""
"","","","","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","","fullscreenenter","2","6008","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","7006","0.0-2.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","68802","0.0-4.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":7292},{""page_index"":1,""viewing_time"":10095},{""page_index"":2,""viewing_time"":12825},{""page_index"":3,""viewing_time"":4492},{""page_index"":4,""viewing_time"":16935},{""page_index"":5,""viewing_time"":10155}]","61794","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","73779","0.0-5.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","4974","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","75634","0.0-6.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","1751","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","81084","0.0-7.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","5340","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","82563","0.0-8.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","1371","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","87679","0.0-9.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","null","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/papayas.png'><br><strong>Papaya Payday</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/bananas.png'><br><strong>Banana Bonanza</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/pineapple.png'><br><strong>Primo Pineapple</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","93291","0.0-10.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","[{""page_index"":0,""viewing_time"":2120},{""page_index"":1,""viewing_time"":3490}]","5611","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10","95741","0.0-11.0-1.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","2343","","","","decision","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Banana Bonanza","Fruit/bananas.png","Won","0.35,0.8","14","0.35","5","1","",""
"html-keyboard-response","11","96007","0.0-11.0-2.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","null","","","","decisionFB","","<div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","1","Banana Bonanza","Fruit/bananas.png","Won","0.35,0.8","14","0.35","2","1","",""
"html-keyboard-response","12","97022","0.0-11.0-3.0","6105338a15c74e8435e95c71","bdp_rwlrn","Wed Mar 15 2023 15:39:05 GMT-0400 (Eastern Daylight Time)","370891","Trustworthy,Untrustworthy","","null","","","","feedback","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/bananas.png'><br><font class='baseline'><strong>Banana Bonanza</strong><p><strong><font class='posOutcome'>You WON</font><p>You bet: 3</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>you receive: <strong>6</strong></font></div>","null","1","Banana Bonanza","Fruit/bananas.png","Won","0.35,0.8","14","0.35","8","1","",""
