"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","5","0.0-0.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","","","","","","","","","","","","","","",""
"","","","","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","focus","1","12470","focusevent","","","","","","","","","","","","","","","",""
"instructions","1","19211","0.0-1.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":19205}]","19205","","","","","","","","","","","","","",""
"","","","","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","fullscreenenter","2","22503","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","23477","0.0-2.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","171729","0.0-4.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":14308},{""page_index"":1,""viewing_time"":55562},{""page_index"":2,""viewing_time"":17389},{""page_index"":3,""viewing_time"":30488},{""page_index"":4,""viewing_time"":21661},{""page_index"":5,""viewing_time"":8842}]","148251","","","","","","","","","","","","","",""
"html-keyboard-response","4","175302","0.0-5.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","3572","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","176851","0.0-6.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","1436","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","179704","0.0-7.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","2749","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","B","","","","","","","","","","",""
"html-keyboard-response","7","180874","0.0-8.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","1057","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p style='color:#00FF00'>b) Double what you bet</p><p>c) Quadruple what you bet</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","186004","0.0-9.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","","null","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 1 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/lime.png'><br><strong>Limin' Large</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/grapes.png'><br><strong>Great Grapes</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/Kiwi.png'><br><strong>Kiwi Kash</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","190484","0.0-10.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","","[{""page_index"":0,""viewing_time"":2708},{""page_index"":1,""viewing_time"":1772}]","4480","","","","","","","","","","","","","",""
"html-keyboard-response","10","200374","0.0-11.0-1.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","decision","","9787","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","1","Great Grapes","Fruit/grapes.png","Lost","0.35,0.65","14","0.35","5","1","",""
"html-keyboard-response","11","200627","0.0-11.0-2.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","decisionFB","","null","","<div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","1","Great Grapes","Fruit/grapes.png","Lost","0.35,0.65","14","0.35","4","1","",""
"html-keyboard-response","12","201635","0.0-11.0-3.0","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","feedback","","null","","<div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div><div class='trialDiv'><img src='Fruit/grapes.png'><br><font class='baseline'><strong>Great Grapes</strong><p><strong><font class='negOutcome'>You LOST</font><p>You bet: 1</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>You receive: <strong>0</strong></font></div>","null","1","Great Grapes","Fruit/grapes.png","Lost","0.35,0.65","14","0.35","4","1","",""
"html-keyboard-response","13","206996","0.0-11.0-1.1","63d881ab484805569b553bd8","bdp_rwlrn","Fri Mar 10 2023 13:20:28 GMT-0700 (Mountain Standard Time)","533905","Trustworthy,Untrustworthy","","","","decision","","5360","","<div class='trialDiv'><img src='Fruit/Kiwi.png'><br><font class='baseline'><strong>Kiwi Kash</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","5","1","Kiwi Kash","Fruit/Kiwi.png","Lost","0.35,0.8","13","0.35","9","2","",""
