"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","ltround","name","fileID","outcome","lottotype","lottoswpt","lottocurrpshare","point_total","round","faceID","face"
"pavlovia","0","2","0.0-0.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4748","0.0-1.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":4746}]","4746","","","","","","","","","","","","","","","","","","",""
"","","","","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","","blur","2","7280","blurevent","1","","","","","","","","","","","","","",""
"","","","","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","","focus","2","8912","focusevent","","","","","","","","","","","","","","",""
"","","","","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","","fullscreenenter","2","9857","fullscreenenter","","","","","","","","","","","","","","",""
"fullscreen","2","10804","0.0-2.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","","","","","","","true","","","","","","","","","","","","",""
"instructions","3","33492","0.0-4.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":5438},{""page_index"":1,""viewing_time"":4576},{""page_index"":2,""viewing_time"":1945},{""page_index"":3,""viewing_time"":3712},{""page_index"":4,""viewing_time"":5328},{""page_index"":5,""viewing_time"":1688}]","22687","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","36444","0.0-5.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","2952","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 0</p><p>b) 1</p><p>c) 5</p>","C","","","","","","","","","","",""
"html-keyboard-response","5","37356","0.0-6.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","811","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>1) What is the maximum number of points you can choose to bet on a lottery?</strong></p><p>a) 1</p><p>b) 1</p><p style='color:#00FF00'>c) 5</p><h3 style='color:#00FF00'>Correct!</h3><h3 class='center-content'>The correct response is c).</h3><h3 class='center-content'>The maximum number of points you can choose to bet on a lottery is 5 points.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","6","40195","0.0-7.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","2738","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p>c) Quadruple what you bet</p>","C","","","","","","","","","","",""
"html-keyboard-response","7","41924","0.0-8.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","1628","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p><strong>2) How many points can you win each round?</strong></p><p>a) 10 points</p><p>b) Double what you bet</p><p style='color:#FF0000'>c) Quadruple what you bet</p><h3 style='color:#FF0000'>Incorrect!</h3><h3 class='center-content'>The correct response is b).</h3><h3 class='center-content'>You can win double the amount of points you bet.</h3><p><em>Press SPACEBAR to continue</em></p></div>"," ","","","","","","","","","","",""
"html-keyboard-response","8","47026","0.0-9.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","null","","","","","","","<div class='header' style='text-align:left; position: absolute; top: 5%; left: 5%;'><small>Task 3 of 5</small></div><div class='instruxDiv'><p>Thank you for completing the quiz<p>These are the actual lotteries you will be playing in the next block:<p><div class='tc' align='center'><img class='introPic' src='Fruit/mixed-berries2.png'><br><strong>Berry Bla$t</strong></div><div class='bl' align='center'><img class='introPic' src='Fruit/mango.png'><br><strong>Mega Mangos</strong></div><div class='br' align='center'><img class='introPic' src='Fruit/plums1.png'><br><strong>Plum Powerball</strong></div></div><p>Across <strong>66 rounds</strong> you will play each lottery <strong>22 times</strong> (in random order).<p style='align:center; color:white'><font <em>Press SPACEBAR to continue</em></p>","null","","","","","","","","","","",""
"instructions","9","48692","0.0-10.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","[{""page_index"":0,""viewing_time"":586},{""page_index"":1,""viewing_time"":1080}]","1666","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","10","50539","0.0-11.0-1.0","610940bbdb7795c3be364375","bdp_rwlrn","Wed Mar 15 2023 13:33:50 GMT-0500 (Central Daylight Time)","311084","Untrustworthy,Trustworthy","","1746","","","","decision","","","<div class='trialDiv'><img src='Fruit/plums1.png'><br><font class='baseline'><strong>Plum Powerball</strong><p>Choose number of points to bet.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","1","Plum Powerball","Fruit/plums1.png","Won","0.2,0.65","8","0.2","5","1","",""
